zoneIndex,flags,x,y,z,pitch,yaw,roll
2,0,15979,67309,3267,0,0,0
2,0,58853,65550,13674,0,0,0
2,0,45654,80091,12258,0,0,0
2,0,45482,62927,7036,0,0,0
2,0,38440,73269,5073,0,0,0
2,0,42804,37261,10564,0,0,0
2,0,31404,91876,11693,0,0,0
2,0,35510,75837,5858,0,0,0
2,0,13560,55042,4149,0,0,0
2,0,61050,51285,17518,0,0,0
2,0,43042,83688,11556,0,0,0
2,0,13082,72350,1019,0,0,0
2,0,44697,73254,6788,0,0,0
2,0,19771,50365,10163,0,0,0
2,0,10893,65150,3168,0,0,0
2,0,43851,42343,10727,0,0,0
2,0,23894,58870,6184,0,0,0
2,0,25826,49790,9175,0,0,0
2,0,45294,82490,12299,0,0,0
2,0,22685,55695,7542,0,0,0
2,0,18839,88471,11873,0,0,0
2,0,49994,79114,13250,0,0,0
2,0,50268,71189,11401,0,0,0
2,0,57336.46,50535.62,16127.19,0,0,0
2,0,63284,52550,18838,0,0,0
2,0,21567,56017,7515,0,0,0
2,0,17523,51737,10505,0,0,0
2,0,32413.55,42508.94,11798.4,0,0,0
2,0,21837,82030,8696,0,0,0
2,0,32773.43,77772.29,8537.36,0,0,0
2,0,48160,64878,9030,0,0,0
2,0,48701,73884,10772,0,0,0
2,0,14167,75691,4293,0,0,0
2,0,28639,91733,14809,0,0,0
2,0,5380,66813,1194,0,0,0
2,0,65763,59068,18727,0,0,0
2,0,26620,56641,10562,0,0,0
2,0,47834,58848,11695,0,0,0
2,0,49682,73436,11138,0,0,0
2,0,26856.82,80528.66,8916.46,0,0,0
2,0,29598,48458,9129,0,0,0
2,0,12337,57841,1343,0,0,0
2,0,53421,46274,13263,0,0,0
2,0,41651,37891,10018,0,0,0
2,0,31692,78578,8457.4,0,0,0
2,0,32266,93502,11973,0,0,0
2,0,43679,59938,7033,0,0,0
2,0,42621,36411,10835,0,0,0
2,0,35394,92385,11695,0,0,0
2,0,14314,82208,6623,0,0,0
2,0,49139,60192,11913,0,0,0
2,0,8876,55282,1014,0,0,0
2,0,61191,63956,15834,0,0,0
2,0,13234,76963,4294,0,0,0
2,0,39110,83217,11398,0,0,0
2,0,22996,88051,10049,0,0,0
2,0,48340,34701,12572,0,0,0
2,0,37120,71464,2231,0,0,0
2,0,25175,73531,6521,0,0,0
2,0,60284,62309,14778,0,0,0
2,0,20388.62,76358.91,11144.26,0,0,0
2,0,45674.85,43926.01,10510.41,0,0,0
2,0,27291,71741,6948,0,0,0
2,0,36556,89910,11397,0,0,0
2,0,33064,74536,5066,0,0,0
2,0,50066.77,37639.25,13362.92,0,0,0
2,0,30004,82110,11397,0,0,0
2,0,56268,65422,13510,0,0,0
2,0,40994,74679,4705,0,0,0
2,0,27420.06,82520.17,9360.9,0,0,0
2,0,50163.41,65450.52,10774.87,0,0,0
2,0,48888,77427,12063,0,0,0
2,0,34693,36772,11925,0,0,0
2,0,45284,57508,8454,0,0,0
2,0,8866,60232,1165,0,0,0
2,0,48640,53369,11533,0,0,0
2,0,23893,71577,5464,0,0,0
2,0,17139,73953,2960,0,0,0
2,0,29776,59940,6223,0,0,0
2,0,34917,74524,5242,0,0,0
2,0,40293,41009,9111,0,0,0
2,0,46717,54889,11722,0,0,0
2,0,30783.45,77803.17,8560.92,0,0,0
2,0,54421,48363,13381,0,0,0
2,0,26601.11,83289.39,9320.91,0,0,0
2,0,49460,38854,13742,0,0,0
2,0,10020,72907,386,0,0,0
2,0,43569,73416,6165,0,0,0
2,0,19831,61909,968,0,0,0
2,0,14024,71828,1073,0,0,0
2,0,50818,43545,10902,0,0,0
2,0,23947,86173,9430,0,0,0
2,0,49770,77879,12561,0,0,0
2,0,55597,53445,14207,0,0,0
2,0,39834,73046,3505,0,0,0
2,0,52156,74403,12464,0,0,0
2,0,48844,40688,13840,0,0,0
2,0,54580.25,69682.49,12665.87,0,0,0
2,0,21152,63661,982,0,0,0
2,0,28471.41,78420.53,8759.67,0,0,0
2,0,6054,61779,2236,0,0,0
2,0,35667.13,41132.63,10119.15,0,0,0
2,0,23078,84080,9792,0,0,0
2,0,45308,59685,8692,0,0,0
2,0,16597,64284,3921,0,0,0
2,0,47053,63232,8931,0,0,0
2,0,52047,40829,12296,0,0,0
2,0,16313,68871,1171,0,0,0
2,0,15833,61027,1220,0,0,0
2,0,48515.34,48290.21,10279.83,0,0,0
2,0,16281,58270,2190,0,0,0
2,0,22124,89933,10680,0,0,0
2,0,29224.45,79832.84,9284.68,0,0,0
2,0,13780,73677,2023,0,0,0
2,0,55505,45896,13264,0,0,0
2,0,5654,65062,2231,0,0,0
2,0,49646.54,36558.91,12901.75,0,0,0
2,0,20253,65652,985,0,0,0
2,0,26287,66290,1448,0,0,0
2,0,40364,85118,9790,0,0,0
2,0,28839,68938,4246,0,0,0
2,0,32793.35,40861.2,11441.55,0,0,0
2,0,6109,63438,2785,0,0,0
2,0,44069,55771,8478,0,0,0
2,0,43435,35664,11325,0,0,0
2,0,14310,59606,1395,0,0,0
2,0,15184,61852,3270,0,0,0
2,0,21681,50096,9900,0,0,0
2,0,50510.22,56383.65,14679.63,0,0,0
2,0,20214,55514,7870,0,0,0
2,0,47481,61664,8914,0,0,0
2,0,5521,59543,1134,0,0,0
2,0,24284,79464,9482,0,0,0
2,0,40293,45349,9014,0,0,0
2,0,44164,46367,9227,0,0,0
2,0,40365,42267,9016,0,0,0
2,0,19945,48027,10939,0,0,0
2,0,48045,44915,10329,0,0,0
2,0,52928,73656,12775,0,0,0
2,0,51140,79099,13945,0,0,0
2,0,50790,66894,11421,0,0,0
2,0,42491,85408,10640,0,0,0
2,0,49188,68923,11029.66,0,0,0
2,0,46007,49096,9737,0,0,0
2,0,39381,75806,5494,0,0,0
2,0,27866,68263,4150,0,0,0
2,0,53715,72428,13362,0,0,0
2,0,53012,79695,15127,0,0,0
2,0,9782,50240,5009,0,0,0
2,0,22606,65933,994,0,0,0
2,0,48038,76950,11933,0,0,0
2,0,33824,50946,8846,0,0,0
2,0,7941,64541,4109,0,0,0
2,0,24719.56,83198.95,9123.79,0,0,0
2,0,25640,55029,10557,0,0,0
2,0,47430,70463,9359,0,0,0
2,0,49328,64460,10760,0,0,0
2,0,37643.72,66533.13,1950.07,0,0,0
2,0,31768,49465,9052,0,0,0
2,0,46072,71639,7191,0,0,0
2,0,49455,35565,12855,0,0,0
2,0,25808.45,45375.74,12591.78,0,0,0
2,0,45565,37079,14478,0,0,0
2,0,44862,80842,12254,0,0,0
2,0,24013,61069,7013,0,0,0
2,0,46143,77902,11892,0,0,0
2,0,18987,48429,11266,0,0,0
2,0,49944,75242,11876,0,0,0
2,0,58772,62122,14137,0,0,0
2,0,12485,52707,4854,0,0,0
2,0,47109,44246,10376,0,0,0
2,0,46713,34114,12164,0,0,0
2,0,33328,82496,11397,0,0,0
2,0,11174,62881,3168,0,0,0
2,0,17545.01,83777.84,11794.21,0,0,0
2,0,30394,78583,8663,0,0,0
2,0,55618,76518,16734,0,0,0
2,0,19415,85777,12783,0,0,0
2,0,50613,52436,12385,0,0,0
2,0,25287,52864,9900,0,0,0
2,0,15073,52033,10613,0,0,0
2,0,20447,64895,982,0,0,0
2,0,50755,38098,13228,0,0,0
2,0,49951,71071,10990,0,0,0
2,0,32780,51918,8272,0,0,0
2,0,51067,63303,11869,0,0,0
2,0,33048,72581,5074,0,0,0
2,0,52617,51522,13070,0,0,0
2,0,52110,38608,12939,0,0,0
2,0,50513,66648,11038,0,0,0
2,0,15484,59972,1297,0,0,0
2,0,22218,74210,6280,0,0,0
2,0,24068,65556,1222,0,0,0
2,0,53584,51702,13207,0,0,0
2,0,50802,74489,11903,0,0,0
2,0,22264,78597,10314,0,0,0
2,0,42646,79313,11202,0,0,0
2,0,42485,74775,5320,0,0,0
2,0,40565,76272,5195,0,0,0
2,0,42718,53791,8689,0,0,0
2,0,16501,65115,3921,0,0,0
2,0,42297,52465,8975,0,0,0
2,0,8582,72110,363,0,0,0
2,0,49695,72669,10958,0,0,0
2,0,7426,64790,3168,0,0,0
2,0,17118,66701,1191,0,0,0
2,0,54270,63179,13884,0,0,0
2,0,19619,58535,3484,0,0,0
2,0,44068,44493,9196,0,0,0
2,0,64553,57533,19678,0,0,0
2,0,32495,59164,6228,0,0,0
2,0,53959,52622,13596,0,0,0
2,0,38962,41806,9048,0,0,0
2,0,55599,72778,14257,0,0,0
2,0,53932,65274,13297,0,0,0
2,0,16373,79066,6619,0,0,0
2,0,7200,68071,789,0,0,0
2,0,46322,46522,9648,0,0,0
2,0,35046,93568,11049,0,0,0
2,0,58991.01,50498.83,16544.73,0,0,0
2,0,14993,56684,3092,0,0,0
2,0,47022,66171,7167,0,0,0
2,0,13912,58105,1587,0,0,0
2,0,14227,50585,10615,0,0,0
2,0,7696,62483,3168,0,0,0
2,0,23932,49761,9356,0,0,0
2,0,49178,61319,11916,0,0,0
2,0,29336,87288,11397,0,0,0
2,0,12874,81964,5921,0,0,0
2,0,27157,81803,9212,0,0,0
2,0,27883,61960,6204,0,0,0
2,0,52398,42345,11675,0,0,0
2,0,46664.86,48631.73,9828.29,0,0,0
2,0,30818,89240,11394,0,0,0
2,0,27607,84424,9317,0,0,0
2,0,34629.7,40230.04,10766.54,0,0,0
2,0,14786,80588,6813,0,0,0
2,0,31734,66873,1753,0,0,0
2,0,62655,63622,16745,0,0,0
2,0,46533,74853,9982,0,0,0
2,0,48267,66428,9205,0,0,0
2,0,48922,72395,10833,0,0,0
2,0,52799,52190,13166,0,0,0
2,0,52577,79232,14501,0,0,0
2,0,28108,72702,6894,0,0,0
2,0,49231.49,63513.11,10758.66,0,0,0
2,0,46553,51022,10201,0,0,0
2,0,11358,56011,1271,0,0,0
2,0,29752.98,77370.54,8490.23,0,0,0
2,0,45968,78832,12002,0,0,0
2,0,51085.65,64243.96,12027.08,0,0,0
2,0,44040,56617,8372,0,0,0
2,0,10655,64882,4108,0,0,0
2,0,39108,40090,9240,0,0,0
2,0,48287,71309,9431,0,0,0
2,0,21477,54734,7744,0,0,0
2,0,12401,62616,2219,0,0,0
2,0,58421,49366,16363,0,0,0
2,0,64685,60596,18259,0,0,0
2,0,29470,40595,12314,0,0,0
2,0,29752,49174,9199,0,0,0
2,0,29394,56823,10268,0,0,0
2,0,21972,59504,4997,0,0,0
2,0,55322,73741,13196,0,0,0
2,0,33481,45501,9068,0,0,0
2,0,26648,50487,9271,0,0,0
2,0,48121,51369,10700,0,0,0
2,0,51813,80143,14642,0,0,0
2,0,57426,51770,15244,0,0,0
2,0,26390,77203,8126,0,0,0
2,0,34534,38096,11695,0,0,0
2,0,33975,93718,11973,0,0,0
2,0,20999,62871,977,0,0,0
2,0,23249,82920,9005,0,0,0
2,0,20279,85726,11873,0,0,0
2,0,52175,64013,12458,0,0,0
2,0,54440,66747,13364,0,0,0
2,0,23900.2,84735.6,9557.84,0,0,0
2,0,30879.18,41424.39,12066.28,0,0,0
2,0,47513,72930,9636,0,0,0
2,0,11822,80385,5005,0,0,0
2,0,54956,45392,13056,0,0,0
2,0,20742,89658,10798,0,0,0
2,0,38067,41054,9234,0,0,0
2,0,7018,58614,1097,0,0,0
2,0,47271,77884,11960,0,0,0
2,0,59760,49873,16824,0,0,0
2,0,18344,87733,12784,0,0,0
2,0,31249,52355,9374,0,0,0
2,0,56982,63974,13726,0,0,0
2,0,24437,74042,6444,0,0,0
2,0,45393,50358,9679,0,0,0
2,0,41496,80558,10889,0,0,0
2,0,29495,55981,10207,0,0,0
2,0,36410,43945,9042,0,0,0
2,0,54503,47363,13274,0,0,0
2,0,29763,78251,8630,0,0,0
2,0,19625,89642,11109,0,0,0
2,0,58672.17,64260,13777.62,0,0,0
2,0,27492,79415,8756,0,0,0
2,0,25578,84469,9303,0,0,0
2,0,48562,39704,13837,0,0,0
2,0,34463,50373,9132,0,0,0
2,0,47824,37212,13825,0,0,0
2,0,8157,62784,4109,0,0,0
2,0,12315,78830,4550,0,0,0
2,0,56766,45527,14131,0,0,0
2,0,21162,49481,10013.08,0,0,0
2,0,38498,88470,11395,0,0,0
2,0,45597,34878,12191,0,0,0
2,0,20325,75208,6353,0,0,0
2,0,26477,48652,9303,0,0,0
2,0,52151,80806,14661,0,0,0
2,0,27602,49230,9273,0,0,0
2,0,18538,75809,6429,0,0,0
2,0,28036.79,80278.75,9040.05,0,0,0
2,0,23037,72597,5540,0,0,0
2,0,16999,53969,8077,0,0,0
2,0,35892,76769,5868,0,0,0
2,0,35537,82788,11397,0,0,0
2,0,53121,80974,14872,0,0,0
2,0,30450,54757,9845,0,0,0
2,0,35506,44792,9068,0,0,0
2,0,54292,50167,13450,0,0,0
2,0,20065,81763,8592,0,0,0
2,0,13547,60979,1202,0,0,0
2,0,14918,73137,1823,0,0,0
2,0,33530,39872,11243,0,0,0
2,0,27704.33,77712.17,8518.38,0,0,0
3,0,572.62,49076.96,12918.28,0,0,0
3,0,-2536.7,49549.45,14244.38,0,0,0
3,0,-1280.48,47415.92,13700.34,0,0,0
3,0,-4152.44,44454.23,15455.66,0,0,0
3,0,-2460,33140,17050,0,0,0
3,0,19170,13410,16140,0,0,0
3,0,22280,34510,13690,0,0,0
3,0,-4050,20990,15470,0,0,0
3,0,-2502.68,35994.21,14671.48,0,0,0
3,0,22980,22940,14630,0,0,0
3,0,11410,14660,13320,0,0,0
3,0,18250,19630,15460,0,0,0
3,0,3379.71,36997.52,14571.45,0,0,0
3,0,26880,25250,15350,0,0,0
3,0,-6820,18140,15480,0,0,0
3,0,18377.09,41447.23,13650,0,0,0
3,0,735.13,24521.59,15600,0,0,0
3,0,18546.04,17506.8,16565.85,0,0,0
3,0,-800,33930,14870,0,0,0
3,0,5794.01,38626.11,15035.63,0,0,0
3,0,21250,20450,15750,0,0,0
3,0,-2385.19,21810.78,15587.19,0,0,0
3,0,7305.41,18634.92,14487.63,0,0,0
3,0,14110,29200,14960,0,0,0
3,0,2060,25750,15001.42,0,0,0
3,0,19400,30500,14440,0,0,0
3,0,22120,21690,16620,0,0,0
3,0,1070,10780,15980,0,0,0
3,0,25740,28860,15390,0,0,0
3,0,13290,18840,14630,0,0,0
3,0,8919.04,39637.37,14128.06,0,0,0
3,0,16750,33980,13690,0,0,0
3,0,15190,35590,14930,0,0,0
3,0,15820,40960,13350,0,0,0
3,0,50,40820,15630,0,0,0
3,0,5080,25230,13970,0,0,0
3,0,-390,24510,15220,0,0,0
3,0,-3908.45,22481.48,15367.03,0,0,0
3,0,13290,35990,13690,0,0,0
3,0,1220,19460,14540,0,0,0
3,0,23680,19000,14630,0,0,0
3,0,930,44730,13916.11,0,0,0
3,0,-5520,27890,14840,0,0,0
3,0,-557.16,42971.67,14739.39,0,0,0
3,0,25288.21,34076.24,15140.58,0,0,0
3,0,9773.67,26732.53,13804.9,0,0,0
3,0,14277.54,10190.23,14476.57,0,0,0
3,0,-2992.74,28073.02,15182.94,0,0,0
3,0,10240,40140,14390,0,0,0
3,0,24970,32460,16860,0,0,0
3,0,727.35,30512.8,15060.15,0,0,0
3,0,12160,16840,14363.6,0,0,0
3,0,7597.62,12647.85,14485.85,0,0,0
3,0,20950,26230,15120,0,0,0
3,0,13900,26170,15280,0,0,0
3,0,-9372,23838,14840,0,0,0
3,0,7196.1,38398.86,14727.96,0,0,0
3,0,25180,21240,14630,0,0,0
3,0,24238.77,24152.85,15312.96,0,0,0
3,0,5030,32890,14760,0,0,0
3,0,22600,26600,15140,0,0,0
3,0,-4260,35010,15070,0,0,0
3,0,17077.29,16271.89,16756.57,0,0,0
3,0,4160,39640,14546.5,0,0,0
3,0,18890,36410,13590,0,0,0
3,0,12887.95,29247.4,13690,0,0,0
3,0,16379.49,15821.54,18279.88,0,0,0
3,0,10470,36970,13628.65,0,0,0
3,0,17575.11,33742.63,13673.79,0,0,0
3,0,-100,27460,15290,0,0,0
3,0,2311.42,11991.98,15919.85,0,0,0
3,0,13190,14830,15060,0,0,0
3,0,-4080,18820,15420,0,0,0
3,0,18930,23880,14350,0,0,0
3,0,27420,30220,15390,0,0,0
3,0,9268.84,43295.52,14282.91,0,0,0
3,0,9330,13000,13530,0,0,0
3,0,-1490,41690,15600,0,0,0
3,0,16660,34270,14930,0,0,0
3,0,-9510,21150,15050,0,0,0
3,0,15290,41760,13350,0,0,0
3,0,13400.8,32887.77,13680,0,0,0
3,0,2040,44190,15320,0,0,0
3,0,-7052.24,23975.76,15293.62,0,0,0
3,0,21525.71,40149.51,13380.2,0,0,0
3,0,-6560,23770,15070,0,0,0
3,0,3490,43930,13970,0,0,0
3,0,20770.19,14420,16300,0,0,0
3,0,6590.1,22024.48,14752.81,0,0,0
3,0,19090,29370,14910,0,0,0
3,0,17030,32350,13690,0,0,0
3,0,-8228.66,24862.13,16211.8,0,0,0
3,0,330,31170,17050,0,0,0
3,0,14150.21,22744.97,14263.8,0,0,0
3,0,8856,29139,15370,0,0,0
3,0,1220,12790,16680,0,0,0
3,0,-3910,32300,15180,0,0,0
3,0,22420.95,23340.27,16702.55,0,0,0
3,0,2281.04,18810.33,15374.46,0,0,0
3,0,19948.35,37994.68,13556.94,0,0,0
3,0,23280,20270,14370,0,0,0
3,0,-257.12,30907.66,15352.15,0,0,0
3,0,16150,21850,14540,0,0,0
3,0,8924,30905,14780,0,0,0
3,0,23850,21100,14370,0,0,0
3,0,28050,27300,15400,0,0,0
3,0,-9240,25178,16420,0,0,0
3,0,25540,31560,15380,0,0,0
3,0,26504.52,30152.9,15390,0,0,0
3,0,5904.16,44815.27,14783.95,0,0,0
3,0,16229.01,35212.6,13630,0,0,0
3,0,-2925.4,33033.45,15216.54,0,0,0
3,0,-1531,32289,15340,0,0,0
3,0,21240,20460,14630,0,0,0
3,0,23461.03,24640.45,15130,0,0,0
3,0,5660.69,16301.78,15219.69,0,0,0
3,0,26133.21,34180.16,14960,0,0,0
3,0,27320.15,29078.22,16274.76,0,0,0
3,0,7150,13960,14850,0,0,0
3,0,19274.38,15460.44,16611.13,0,0,0
3,0,12751.58,16288.04,15952.99,0,0,0
3,0,10310,30680,15370,0,0,0
3,0,2880,42940,13913.25,0,0,0
3,0,12752.92,27440.86,15030,0,0,0
3,0,11097.98,29807.27,13630,0,0,0
3,0,17630,18520,16430,0,0,0
3,0,13239.21,26965.24,13696.02,0,0,0
3,0,8430,24370,14330,0,0,0
3,0,11256.07,39087.68,13946.97,0,0,0
3,0,11502.04,34648.63,15080,0,0,0
3,0,2180.96,43241.78,14054.61,0,0,0
3,0,7670,15030,14720,0,0,0
3,0,18549.39,21679.01,15928.29,0,0,0
3,0,3395.62,16836.15,15088.58,0,0,0
3,0,18340.45,39539.8,13527.78,0,0,0
3,0,-8503.66,21571.78,14968.09,0,0,0
3,0,20980,21430,16620,0,0,0
3,0,-2184.59,33954.03,15400.99,0,0,0
3,0,18757.07,27793.15,14444.87,0,0,0
3,0,29220,27990,15180,0,0,0
3,0,26840,25870,15270,0,0,0
3,0,6520.78,19334.22,14487.63,0,0,0
3,0,4753.99,14195.73,16164.88,0,0,0
3,0,2778.6,13063.04,16058.7,0,0,0
3,0,-1932.84,29876.72,17058.53,0,0,0
3,0,2863.07,15130.68,15978.45,0,0,0
3,0,14130.79,14884.74,16426.95,0,0,0
3,0,-6790,23100,15660,0,0,0
3,0,4855.43,18912.23,15253.96,0,0,0
3,0,2800,39510,14544.14,0,0,0
3,0,17200,16130,17970,0,0,0
3,0,14620,16420,16900,0,0,0
3,0,6506.37,19350.27,15100,0,0,0
3,0,21426.01,38686.15,13650,0,0,0
3,0,28150,26150,15200,0,0,0
3,0,22237.25,22152.36,15761.92,0,0,0
3,0,22042.99,23362.56,15761.96,0,0,0
3,0,6230,14690,15200,0,0,0
3,0,16160,30300,15050,0,0,0
3,0,2850,30470,14850,0,0,0
3,0,-2960,20790,15350,0,0,0
3,0,2002.6,23372.57,16130,0,0,0
3,0,10410,31500,13690,0,0,0
3,0,25525.57,23455.76,15112.89,0,0,0
3,0,-6080,34410,14810,0,0,0
3,0,-2293,40172,15620,0,0,0
3,0,-50,32980,15210,0,0,0
3,0,28090,29880,17150,0,0,0
3,0,4881.38,20997.15,15464.28,0,0,0
3,0,2180,35940,14680,0,0,0
3,0,18460,22623.4,14725.85,0,0,0
3,0,6690,28130,14600,0,0,0
3,0,16410,36780,13760,0,0,0
3,0,9320,43760,13160,0,0,0
3,0,9695.6,38578.31,14289.24,0,0,0
3,0,-3856,36700,14930,0,0,0
3,0,-5090,31940,15070,0,0,0
3,0,150,25880,15200,0,0,0
3,0,11650,25200,14090,0,0,0
3,0,-1382.87,37411.39,14780,0,0,0
3,0,20847.75,28949.09,14960.45,0,0,0
3,0,6640,11370,15240,0,0,0
3,0,7981.04,16825.83,14913.9,0,0,0
3,0,-3557.81,25228.79,15252.04,0,0,0
3,0,16821.79,24736.37,14186.58,0,0,0
3,0,10791.49,21166.42,14825.58,0,0,0
3,0,-110,36500,14780,0,0,0
3,0,25020,29030,17150,0,0,0
3,0,9758.48,22256.85,14841.73,0,0,0
3,0,6620,17170,15490,0,0,0
3,0,25632.28,25978.23,16091.29,0,0,0
3,0,1957.86,17860.5,14620,0,0,0
3,0,13900,14790,16990,0,0,0
3,0,3660,29924.03,15195.19,0,0,0
3,0,14930,35740,13690,0,0,0
3,0,-4200,24214,15300,0,0,0
3,0,18994.14,40351.48,13660,0,0,0
3,0,8300,20180,14670,0,0,0
3,0,13899.83,38433.88,13661.93,0,0,0
3,0,4120,42750,15000,0,0,0
3,0,24700,37110,13520,0,0,0
3,0,12347.01,20845.97,14544.67,0,0,0
3,0,-6143.59,37238.24,14706.88,0,0,0
3,0,-3286.78,31108.54,14982.15,0,0,0
3,0,-7990,20630,15050,0,0,0
3,0,14080,41104,13730,0,0,0
3,0,14630,29300,13690,0,0,0
3,0,27280,24750,16200,0,0,0
3,0,1261.65,41940.88,14625.67,0,0,0
3,0,4000,28070,15310,0,0,0
3,0,11186.74,43848.72,12995.1,0,0,0
3,0,22372.22,23145.12,14630,0,0,0
3,0,2700,16820,15270,0,0,0
3,0,-2584.55,40776.42,14608.61,0,0,0
3,0,20524.5,21197.94,15761.98,0,0,0
3,0,9750,15320,13790,0,0,0
3,0,22667.27,28034.59,15059.64,0,0,0
3,0,19290.23,21127.11,14852.76,0,0,0
3,0,-3640,40920,14810,0,0,0
3,0,24037.76,30594.29,15179.65,0,0,0
3,0,8100,18390,14680,0,0,0
3,0,23700,18980,15250,0,0,0
3,0,25200,27200,15140,0,0,0
3,0,-8290,27510,14725,0,0,0
3,0,23440,19440,14370,0,0,0
3,0,507,27980,17020,0,0,0
3,0,16297.4,40035.36,13342.26,0,0,0
3,0,4930.06,36999.93,14636,0,0,0
3,0,2220,27570,15060,0,0,0
3,0,23425.18,28749.97,16860,0,0,0
3,0,8183.44,41678.04,14143.2,0,0,0
3,0,17520,38730,13540,0,0,0
3,0,16200,14910,16730,0,0,0
3,0,24330,29390,15380,0,0,0
3,0,27353.03,29280.96,15390,0,0,0
3,0,-1150,29610,15220,0,0,0
3,0,12740,23740,14290,0,0,0
3,0,-1010,13160,16520,0,0,0
3,0,25930,24840,15120,0,0,0
3,0,1046.23,20929.22,15370,0,0,0
3,0,3250,41000,14700,0,0,0
3,0,15295.8,24458.3,14202.3,0,0,0
3,0,25452.18,30919.83,17153.34,0,0,0
3,0,11390,20860,14830,0,0,0
3,0,14023.43,24281.53,14249.59,0,0,0
3,0,473.46,29265.77,15101.29,0,0,0
3,0,-6576,23698,15660,0,0,0
3,0,-803.65,39299.64,14741.23,0,0,0
3,0,13213.49,34775.25,13568.18,0,0,0
3,0,30300,29940,15190,0,0,0
3,0,4351.42,21085.72,16131.37,0,0,0
3,0,25217,21252.77,15260,0,0,0
