zoneIndex,x,y,z,pitch,yaw,roll
3,17963.60,35124.51,13583.01,0,175,-8
3,16944.04,34656.19,14963.73,0,-140,0
3,21386.16,32146.73,13776.73,0,60,0
3,19253.23,29655.85,14440.59,0,78,18
3,15131.41,30362.46,13569.61,0,132,0
3,12864.67,31645.26,15570.20,0,-134,0
3,10369.84,30523.68,14963.87,0,-50,0
3,12717.07,28782.08,13685.67,0,-52,0
3,11315.83,34336.86,13685.11,0,50,0
3,12850.01,37502.42,13598.83,-16,-16,0
3,7880.85,39888.89,14233.68,0,12,0
3,5081.86,33330.26,14529.08,-18,1,-4
3,7190.30,30864.29,14136.86,0,0,0
3,5938.90,26133.57,13798.78,-10,50,-14
3,10645.95,26131.52,13791.06,-10,-16,10
3,14065.50,23932.31,14244.49,2,-24,8
3,14566.97,27232.05,13593.66,0,128,4
3,18657.35,28156.40,14063.92,0,-170,-2
3,17033.83,24956.06,13851.87,0,-18,0
3,17787.53,22186.76,14165.32,0,150,0
3,18563.73,24265.25,13866.73,0,118,0
3,22142.39,24014.81,14524.63,0,146,13
3,20826.09,26288.97,15113.78,0,-32,0
3,23251.35,29456.63,15179.94,0,-28,0
3,24543.84,29824.75,17153.34,0,150,0
3,28748.93,28773.21,17151.34,0,-28,0
3,27482.06,29620.79,15390.85,0,50,0
3,25947.15,29311.31,15386.55,0,-30,0
3,28020.76,30478.36,15174.06,0,-92,0
3,26210.39,30912.51,15992.61,0,58,0
3,26784.54,34374.14,14484.03,-6,33,12
3,28292.56,36955.34,14555.00,8,44,12
3,29946.26,35407.04,14918.87,-4,110,-10
3,32140.75,34770.69,15186.40,0,40,-6
3,31993.91,32508.71,15664.73,4,-60,-0
3,31644.20,30318.35,14822.44,0,0,-4
3,30795.74,25751.49,14924.42,-6,-16,-2
3,27522.62,23335.47,15109.74,-6,28,2
3,26926.10,26632.15,15124.93,-2,62,0
3,27826.27,27727.70,15394.03,0,-120,0
3,22413.41,26327.15,14992.18,0,152,0
3,25490.51,24194.07,15126.65,0,58,-4
3,27213.01,24629.57,15972.20,0,60,0
3,26543.04,26024.24,15153.81,0,146,-6
3,25497.27,21363.96,15278.00,8,-36,0
3,24078.89,19076.71,15132.76,0,-36,10
3,22565.53,17599.99,14996.95,0,46,0
3,21221.11,18191.19,15474.71,4,49,8
3,20717.63,20594.00,14632.30,0,56,0
3,23090.01,22895.63,15768.36,0,144,0
3,21900.33,21853.90,16145.85,0,146,0
3,24614.56,19677.58,14628.66,0,84,0
3,24850.76,22260.07,15139.83,-6,-14,-2
3,22914.36,22236.86,16740.93,0,-36,0
3,21435.24,22184.18,16620.40,0,-35,0
3,18790.54,21507.02,14789.78,0,-32,8
3,18457.77,18813.78,15818.29,-6,-3,-12
3,21413.35,15674.68,16050.33,-6,-31,12
3,21890.16,13595.86,16009.38,0,-4,0
3,20799.30,12058.38,15865.05,16,-59,2
3,16988.99,10302.09,15387.23,0,-122,-8
3,12005.87,8853.02,12913.78,0,-154,18
3,16866.98,12587.35,16466.40,0,100,2
3,18988.18,14212.86,16420.46,-26,-60,-2
3,17951.62,16857.10,16651.25,0,-148,4
3,16815.01,14799.34,17872.90,0,30,2
3,16075.46,16076.87,16760.73,0,122,0
3,13757.88,15779.09,16778.81,4,159,-0
3,14362.00,14334.98,15684.71,-12,-140,2
3,12829.28,14860.59,13653.74,0,-118,8
3,10686.48,11375.61,13114.08,0,160,6
3,10501.92,13475.97,13170.72,-2,-50,-2
3,7871.97,12194.99,13683.17,-8,-27,-10
3,13714.04,11891.69,14210.29,-32,-144,-12
3,17839.29,18981.23,16112.43,13,11,-23
3,15201.78,20295.84,14681.21,0,124,0
3,13443.51,18452.46,14666.89,0,72,-6
3,11146.62,16896.69,13817.09,0,-172,22
3,8826.59,16897.07,14166.14,-30,-40,-4
3,7701.61,18170.69,14511.38,0,38,20
3,5460.17,18470.15,14735.75,0,144,-4
3,5978.40,16420.53,15359.30,-6,-96,-2
3,5174.43,14601.21,15141.53,-6,61,-12
3,4477.35,10055.82,15032.32,-16,-44,4
3,6306.90,9808.37,13981.68,21,-8,25
3,6397.10,11260.93,14950.02,6,-166,-3
3,4187.09,12245.64,15935.97,0,-18,6
3,2272.89,8997.87,16208.99,0,-80,0
3,363.22,8985.26,16017.37,0,-70,4
3,-1575.07,10759.95,16297.31,8,-112,-4
3,562.60,11162.27,15859.49,-12,30,0
3,2630.75,13085.85,15775.25,0,-160,0
3,3360.30,15752.29,15341.00,-10,75,-8
3,1374.91,14439.18,15910.25,0,-52,0
3,-79.50,12661.34,16113.15,-1,-88,-6
3,-3123.64,12413.79,16018.83,0,-42,2
3,-3217.88,13344.52,15603.21,0,46,0
3,-4665.94,15134.89,15601.21,0,-44,0
3,-1213.20,15516.68,15148.49,0,138,0
3,-4415.21,14500.86,16650.21,0,-14,0
3,-3953.67,13213.36,17645.18,0,136,0
3,-5065.24,14733.57,17625.07,0,-42,0
3,-5040.48,11621.48,17626.92,0,136,0
3,685.08,9328.23,17612.22,0,-28,0
3,294.71,9652.30,19416.69,0,-118,0
3,-3968.42,11913.34,19301.33,0,-40,0
3,-5572.96,13119.18,19331.61,0,46,0
3,-4398.96,13466.00,18383.63,0,-133,0
3,-6752.11,14241.74,17514.64,4,-148,0
3,-8658.50,17713.25,17513.26,0,122,0
3,15360.23,38802.34,13332.50,0,8,0
3,-7460.02,15384.09,16031.35,-8,-146,-14
3,-5986.21,17579.84,15368.56,4,108,2
3,-8548.06,17685.78,19415.58,0,-150,0
3,-11057.35,19682.23,15099.98,-16,122,-4
3,-12404.59,20260.83,16139.07,16,-105,14
3,-11822.41,21996.73,16898.70,2,72,0
3,-10941.41,24309.66,18571.05,0,162,0
3,-12845.03,24851.42,16468.68,2,-10,-4
3,-10933.98,26437.24,16705.24,0,162,0
3,-11422.71,25972.65,17371.30,0,-108,0
3,-12183.45,27476.31,17040.42,0,-10,2
3,-10203.89,26920.45,14919.61,6,158,-0
3,-9363.63,31018.87,15303.21,4,-36,36
3,-8457.06,32790.29,14803.70,0,-60,0
3,-5893.67,33139.87,14522.82,0,-170,-4
3,-5586.86,30777.98,14879.53,0,158,16
3,-5488.07,34723.40,14684.77,0,92,2
3,-7038.50,35852.34,14581.49,0,-100,0
3,-2364.01,37486.84,14600.15,8,165,6
3,-3826.87,34751.40,14863.19,0,-14,0
3,-7363.64,29845.33,14842.94,4,-156,6
3,-6479.32,26486.39,14530.39,-2,52,-0
3,-3709.61,25517.32,14954.43,-1,138,8
3,-1373.02,25171.06,15084.76,4,14,0
3,2027.22,26642.58,15100.93,-6,32,4
3,4071.46,29929.76,15046.87,16,1,4
3,8213.30,28525.28,13672.63,2,-134,-0
3,3885.25,27875.37,15075.33,4,-102,2
3,2251.05,22460.16,14238.20,0,138,-10
3,2041.59,23344.61,15599.61,0,-42,0
3,4059.22,21285.63,15463.13,0,48,0
3,7666.02,24302.44,14178.60,18,-39,11
3,2711.85,22603.99,16129.39,0,-132,0
3,5448.85,20272.01,14561.41,12,-40,-4
3,7606.93,21688.23,14460.02,0,178,4
3,11611.14,20517.91,14526.38,0,-40,0
3,11244.52,23514.82,14425.34,6,55,6
3,10197.92,20674.97,14821.82,0,-146,0
3,10599.08,21256.71,15868.30,0,100,0
3,10369.11,20164.65,15726.90,0,80,0
3,3251.64,17080.88,15075.63,0,-18,0
3,1264.17,17963.12,14583.76,8,-85,-4
3,-299.82,15911.13,15018.38,7,-43,-9
3,-750.55,18975.27,14849.35,-18,-51,11
3,106.85,20552.38,14827.35,-24,-104,4
3,-3328.80,21584.29,15196.41,0,-38,0
3,-3999.17,19268.21,15221.90,-1,158,4
3,-2670.58,22585.19,15585.08,0,-44,0
3,-8433.22,17467.58,15414.72,0,-82,0
3,-7849.78,21604.37,14968.09,0,162,0
3,-6527.34,24114.59,14901.64,0,158,0
3,-4815.98,23128.20,15203.41,-0,142,10
3,-8828.90,23813.38,14812.13,0,162,0
3,-10793.62,21675.66,14968.97,2,132,-4
3,-10445.03,25738.10,14631.42,0,-28,0
3,-12383.15,23931.06,15043.61,0,-16,0
3,-8878.69,27605.50,14604.49,-30,-38,6
5,-82737.71,63551.01,9667.81,-4,-139,12
5,-86878.59,63260.18,10028.78,-22,106,-11
5,-93179.55,61502.28,10321.65,0,102,-4
5,-89087.09,59256.60,10716.86,-8,74,0
