pid,parent,zoneIndex,x,y,z,pitch,yaw,roll,ptype,category,path,comment,extraData
25048,-1,2,,,,,,,mirrorMaze,CrystalLabyrinth,World / Verdant Glen / DailyPuzzle / CrystalLabyrinth_25048,,
25049,-1,2,,,,,,,mirrorMaze,CrystalLabyrinth,World / Verdant Glen / DailyPuzzle / CrystalLabyrinth_25049,,
25050,-1,2,,,,,,,mirrorMaze,CrystalLabyrinth,World / Verdant Glen / DailyPuzzle / CrystalLabyrinth_25050,,
25054,-1,2,,,,,,,mirrorMaze,CrystalLabyrinth,World / Verdant Glen / DailyPuzzle / CrystalLabyrinth_25054,,
25063,-1,2,,,,,,,mirrorMaze,CrystalLabyrinth,World / Verdant Glen / DailyPuzzle / CrystalLabyrinth_25063,,
25064,-1,2,,,,,,,mirrorMaze,CrystalLabyrinth,World / Verdant Glen / DailyPuzzle / CrystalLabyrinth_25064,,
25067,-1,2,,,,,,,mirrorMaze,CrystalLabyrinth,World / Verdant Glen / DailyPuzzle / CrystalLabyrinth_25067,,
25071,-1,2,,,,,,,mirrorMaze,CrystalLabyrinth,World / Verdant Glen / DailyPuzzle / CrystalLabyrinth_25071,,
25072,-1,2,,,,,,,mirrorMaze,CrystalLabyrinth,World / Verdant Glen / DailyPuzzle / CrystalLabyrinth_25072,,
25073,-1,2,,,,,,,mirrorMaze,CrystalLabyrinth,World / Verdant Glen / DailyPuzzle / CrystalLabyrinth_25073,,
25074,-1,2,,,,,,,mirrorMaze,CrystalLabyrinth,World / Verdant Glen / DailyPuzzle / CrystalLabyrinth_25074,,
10776,-1,2,36745.63,54127.45,7965.03,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10776,,
10777,-1,2,29061.47,48781.62,9268.27,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10777,,
10778,-1,2,30134.83,86920.68,11518.40,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10778,,
10779,-1,2,33831.47,67360.73,18164.11,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10779,,
10780,-1,2,53603.44,53752.44,14615.39,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10780,,
10781,-1,2,48375.35,35400.70,13761.85,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10781,,
10782,-1,2,7350.74,51586.04,4228.74,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10782,,
10784,-1,2,52007.22,69315.53,11921.78,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10784,,
10785,-1,2,50073.73,82023.68,15168.01,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10785,,
10786,-1,2,46581.59,81292.23,12652.63,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10786,,
10787,-1,2,57044.82,57078.48,14077.86,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10787,,
10788,-1,2,18191.29,87174.80,11878.04,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10788,,
10789,-1,2,25942.39,55578.28,10612.86,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10789,,
10790,-1,2,51891.39,49247.88,12298.01,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10790,,
10791,-1,2,17746.28,55223.31,8222.19,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10791,,
10792,-1,2,36605.57,76238.71,7472.78,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10792,,
10793,-1,2,26316.93,83518.02,9363.06,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10793,,
10794,-1,2,12694.69,76189.34,3497.54,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10794,,
10795,-1,2,32454.73,80553.35,9730.51,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10795,,
10796,-1,2,24567.88,89026.78,11452.85,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10796,,
10797,-1,2,20799.57,77635.04,11047.14,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10797,,
10798,-1,2,36262.84,58693.47,6828.42,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10798,,
10799,-1,2,26948.01,53577.55,11186.07,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10799,,
10800,-1,2,43880.61,77308.34,10558.26,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10800,,
10801,-1,2,19290.10,70056.47,4552.66,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10801,,
10802,-1,2,11037.23,64011.84,3242.57,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10802,,
10803,-1,2,57510.07,71125.80,14229.73,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10803,,
10805,-1,2,41589.34,68161.30,2598.31,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10805,,
10809,-1,2,37242.44,82237.66,9781.88,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10809,,
10810,-1,2,35651.69,65229.30,1878.62,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10810,,
10813,-1,2,27095.79,44432.20,12623.02,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10813,,
10816,-1,2,14119.45,64604.96,1716.45,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10816,,
10817,-1,2,29717.44,79327.73,9112.08,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10817,,
10818,-1,2,6503.56,64358.06,2333.52,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10818,,
10820,-1,2,9014.65,63995.63,3268.25,0.00,0.00,0.00,racingBallCourse,FlowOrbs,World / Verdant Glen / DailyPuzzle / FlowOrbs_10820,,
4885,-1,2,-3352.33,71226.62,17118.50,0.00,115.00,0.00,racingRingCourse,GlideRings,World / Verdant Glen / DailyPuzzle / GlideRings_4885,,
11091,-1,2,4758.19,66015.98,4832.00,0.00,-82.67,0.00,racingRingCourse,GlideRings,World / Verdant Glen / DailyPuzzle / GlideRings_11091,,
11092,-1,2,5156.29,62454.15,4834.00,0.00,-108.60,0.00,racingRingCourse,GlideRings,World / Verdant Glen / DailyPuzzle / GlideRings_11092,,
11095,-1,2,18144.27,86315.66,11787.43,0.00,-60.00,0.00,racingRingCourse,GlideRings,World / Verdant Glen / DailyPuzzle / GlideRings_11095,,
11097,-1,2,59170.28,70246.74,16363.00,0.00,97.81,0.00,racingRingCourse,GlideRings,World / Verdant Glen / DailyPuzzle / GlideRings_11097,,
11098,-1,2,12553.00,51373.00,10442.00,0.00,65.00,0.00,racingRingCourse,GlideRings,World / Verdant Glen / DailyPuzzle / GlideRings_11098,,
11099,-1,2,47111.05,38906.56,17137.54,0.00,40.00,0.00,racingRingCourse,GlideRings,World / Verdant Glen / DailyPuzzle / GlideRings_11099,,
11100,-1,2,38320.66,62339.66,6281.00,0.00,60.00,0.00,racingRingCourse,GlideRings,World / Verdant Glen / DailyPuzzle / GlideRings_11100,,
11101,-1,2,63624.00,56359.00,20789.39,0.00,80.00,0.00,racingRingCourse,GlideRings,World / Verdant Glen / DailyPuzzle / GlideRings_11101,,
11106,-1,2,54363.00,76990.00,17059.00,0.00,180.00,0.00,racingRingCourse,GlideRings,World / Verdant Glen / DailyPuzzle / GlideRings_11106,,
11107,-1,2,19961.29,76656.11,11284.37,0.00,-96.87,0.00,racingRingCourse,GlideRings,World / Verdant Glen / DailyPuzzle / GlideRings_11107,,
11109,-1,2,5328.07,60674.05,4821.00,0.00,-82.67,0.00,racingRingCourse,GlideRings,World / Verdant Glen / DailyPuzzle / GlideRings_11109,,
11111,-1,2,27265.68,46713.61,13092.00,0.00,-50.00,0.00,racingRingCourse,GlideRings,World / Verdant Glen / DailyPuzzle / GlideRings_11111,,
11113,-1,2,28073.00,67992.00,4144.00,0.00,180.00,0.00,racingRingCourse,GlideRings,World / Verdant Glen / DailyPuzzle / GlideRings_11113,,
11115,-1,2,41607.00,83005.00,13125.00,0.00,30.00,0.00,racingRingCourse,GlideRings,World / Verdant Glen / DailyPuzzle / GlideRings_11115,,
11117,-1,2,37175.17,48301.77,12140.00,0.00,95.00,0.00,racingRingCourse,GlideRings,World / Verdant Glen / DailyPuzzle / GlideRings_11117,,
9072,-1,2,16741.58,44416.80,14104.09,0.00,164.33,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_9072,,
9373,-1,2,19589.56,42879.48,13596.46,0.00,-30.75,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_9373,,
9376,-1,2,20581.18,40827.84,13359.07,0.00,53.97,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_9376,,
11207,-1,2,19960.00,69120.00,6630.00,0.00,-20.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11207,,
11209,-1,2,14900.00,77370.00,8520.00,0.00,-50.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11209,,
11211,-1,2,9860.00,64920.00,3230.00,0.00,-170.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11211,,
11214,-1,2,33350.00,44430.00,9240.00,0.00,140.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11214,,
11216,-1,2,55730.00,48230.00,13610.00,-10.00,-100.15,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11216,,
11217,-1,2,50740.00,61590.00,12003.56,0.00,30.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11217,,
11218,-1,2,18530.00,69500.00,3860.00,0.00,0.00,-20.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11218,,
11219,-1,2,12450.00,80230.00,6880.00,0.00,-50.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11219,,
11220,-1,2,49182.30,59480.91,11947.58,0.00,98.97,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11220,,
11221,-1,2,61010.00,54280.00,15917.25,0.00,-70.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11221,,
11222,-1,2,31803.85,83648.59,9752.57,0.00,98.59,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11222,,
11223,-1,2,11450.85,67080.15,1235.79,0.00,10.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11223,,
11224,-1,2,29900.00,94290.00,9895.08,0.00,-130.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11224,,
11225,-1,2,3450.00,55900.00,1045.10,0.00,70.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11225,,
11226,-1,2,47350.00,38300.00,16910.00,0.00,10.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11226,,
11227,-1,2,26320.00,86850.00,9530.00,0.00,0.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11227,,
11228,-1,2,55577.84,61903.78,16368.65,0.00,-96.23,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11228,,
11229,-1,2,54960.10,53176.11,14730.00,0.00,-3.98,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11229,,
11230,-1,2,4620.00,63420.00,2150.00,0.00,-85.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11230,,
11231,-1,2,15090.00,76010.00,4380.00,0.00,30.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11231,,
11232,-1,2,61367.30,67574.80,15317.99,-6.26,117.67,2.33,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11232,,
11233,-1,2,30020.00,85630.00,11574.64,0.00,100.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11233,,
11234,-1,2,15710.00,55940.00,6210.00,0.00,40.00,20.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11234,,
11235,-1,2,29970.00,91660.00,9840.00,0.00,100.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11235,,
11236,-1,2,31236.76,93239.41,11120.00,0.00,10.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11236,,
11237,-1,2,19580.00,56440.00,8160.00,0.00,0.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11237,,
11238,-1,2,29520.00,91080.00,11500.00,0.00,-90.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11238,,
11239,-1,2,30500.00,52790.00,9540.00,0.00,-90.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11239,,
11240,-1,2,35595.84,56439.37,7171.83,-29.87,153.09,-180.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11240,,
11241,-1,2,23301.83,60908.34,5863.11,-2.37,-94.47,0.19,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11241,,
11242,-1,2,27160.00,62710.00,6440.00,-11.62,0.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11242,,
11243,-1,2,42080.00,49110.00,12209.34,0.00,180.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11243,,
11244,-1,2,45216.94,51825.44,10106.33,0.00,-140.34,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11244,,
11245,-1,2,36030.00,58720.00,9203.30,0.00,-180.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11245,,
11246,-1,2,40950.00,53180.00,9280.00,-10.00,0.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11246,,
11247,-1,2,25365.70,57365.21,9208.93,0.00,61.86,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11247,,
11248,-1,2,45050.00,54160.00,8620.00,0.00,80.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11248,,
11249,-1,2,14780.00,58430.00,2010.00,0.00,10.00,10.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11249,,
11250,-1,2,47674.92,62735.39,9313.73,0.00,93.40,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11250,,
11251,-1,2,46830.00,64670.00,7879.39,-1.27,-150.08,-0.73,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11251,,
11252,-1,2,31735.79,61435.50,6204.58,0.00,-30.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11252,,
11253,-1,2,21260.00,53670.00,8040.00,0.00,0.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11253,,
11254,-1,2,7240.00,51490.00,4210.00,0.00,10.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11254,,
11255,-1,2,33112.17,48207.62,10700.00,0.00,-180.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11255,,
11256,-1,2,54650.00,75080.00,14280.00,-4.98,-61.29,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11256,,
11257,-1,2,47910.00,69660.00,10350.00,0.00,5.00,0.00,hiddenArchway,HiddenArchway,World / Verdant Glen / DailyPuzzle / HiddenArchway_11257,,
