pid,index
8434,46
18413,9
15854,5
6944,19
6066,38
13528,24
15848,15
11721,22
15244,47
11457,22
6196,39
17112,15
10900,24
10589,17
13408,18
6893,20
10140,23
6970,21
5035,33
10613,18
18537,10
5384,34
10943,25
13198,26
8019,16
11625,23
10280,8
6065,40
5267,35
18062,23
6248,41
11841,24
6024,42
8463,48
5163,36
9744,20
7374,23
6272,43
10163,24
11285,23
8148,49
8688,20
8697,21
17335,12
5290,37
6903,22
5784,10
11568,24
6891,23
13484,19
12127,23
9504,5
15740,20
10101,25
11431,25
5913,44
18170,24
13300,15
9481,6
5747,11
5861,12
8876,21
17921,13
6193,45
5164,38
8263,50
16754,12
17038,19
8886,22
5166,39
9282,27
9648,21
11211,26
11467,27
10617,19
10575,20
8915,23
5191,22
11691,25
5629,8
5245,40
19078,41
9323,28
8044,17
4906,2
13259,16
11142,2
17534,2
5404,42
10512,21
9295,29
13961,25
15601,9
5368,43
10365,6
17899,14
17129,16
5442,44
18342,25
9622,22
9008,6
11068,27
6706,5
11872,26
9800,23
11860,27
8936,24
6355,46
7204,24
9252,30
18314,26
11370,28
8075,18
15761,25
18122,27
15370,26
13400,17
8718,23
11207,29
5517,24
10980,28
13386,18
11074,29
17080,20
8752,25
13952,27
11680,28
17551,20
7140,24
13742,26
9092,31
11471,30
4955,3
7198,25
5258,45
17638,21
6413,47
6741,25
9715,24
9594,25
5924,48
18255,28
5927,49
8000,19
20082,26
17118,17
6856,26
5817,13
17785,22
10993,7
5810,14
9152,32
10520,22
5313,46
9458,7
19838,4
18557,11
11174,4
10220,9
6086,50
9062,33
10017,26
5550,47
17643,23
18026,29
17199,6
9211,34
15868,7
17008,21
9706,26
8655,26
15426,27
22318,28
8848,27
6156,51
6032,52
9154,35
10384,7
18016,30
9960,27
6945,27
5570,48
11498,31
7146,28
9364,36
6085,53
17048,22
9718,27
7264,10
18172,31
9850,28
13422,20
17338,13
8208,51
11158,3
9502,8
13239,19
10166,28
15844,20
11168,5
9195,37
8135,21
18190,32
5993,54
13385,20
15864,8
15748,28
4915,5
13581,21
10501,23
10614,24
17445,4
5096,49
18084,33
11689,29
10314,10
8719,29
17864,15
22356,29
18083,34
16720,13
15766,30
10474,25
10907,30
9809,29
7216,27
5985,55
15841,22
10509,26
9242,38
17160,18
16946,23
6809,29
6256,56
9445,9
11335,32
10259,11
17201,7
12128,24
13832,28
13494,22
17124,19
10972,31
5512,50
11016,8
7096,30
9868,29
11409,33
8903,31
5405,51
6428,57
5229,52
8538,10
11178,6
15316,52
17116,20
15382,30
13623,5
11867,30
12080,25
11985,26
11497,34
15306,53
18483,12
10189,12
7973,23
10947,32
5829,15
11412,35
10559,27
8587,11
6027,58
9045,39
8699,31
10278,13
8770,4
18559,13
8531,12
5237,53
4998,3
11220,36
9764,30
11173,7
9499,10
15856,9
5885,16
4977,4
6769,31
13228,33
13512,29
8965,3
15872,10
10915,34
13519,23
16905,24
9894,30
8347,54
7990,24
5066,54
9413,11
17406,5
9883,31
18596,55
16898,21
13439,24
8516,13
7939,11
9991,32
6747,32
12005,27
13222,21
5866,17
17733,24
6921,33
11191,8
13912,30
10533,28
10012,33
9515,12
18004,35
17701,25
5213,32
15323,5
5862,14
10986,9
6175,59
5619,6
9975,34
8336,55
10397,4
5828,18
13896,31
17444,6
18530,14
10362,8
15627,12
8137,7
7305,28
10865,35
11051,10
7242,29
11151,4
11489,37
22344,32
11573,31
18041,36
17681,26
6171,60
13566,25
10223,14
13352,22
5264,56
18452,15
13866,32
5839,19
16865,22
6776,34
5822,20
17298,14
17016,25
12000,28
8997,11
9493,13
13367,23
8021,25
13583,26
13838,33
6880,35
9254,40
11224,38
13629,6
5684,9
17798,27
17835,28
18334,37
9514,14
16995,26
13575,27
15298,56
9789,31
17217,8
6189,61
15312,57
8868,33
5653,10
7902,13
9303,41
18481,16
6003,62
6128,63
17999,38
11139,5
16939,27
7940,14
10114,35
12169,29
9851,32
9169,42
18450,17
9442,15
6679,6
18147,39
6663,7
9569,33
10505,29
6939,36
11402,39
11576,32
13277,24
11429,40
7218,30
5059,57
18070,40
16932,28
17883,16
8664,33
17909,17
10919,36
12231,7
8331,58
18465,18
9357,43
7929,15
11952,30
15662,16
6205,64
11320,41
22326,17
13471,28
5150,58
10156,36
13256,25
17574,29
13753,34
5298,59
18037,41
5317,60
17716,30
15698,15
17101,23
8106,26
17755,31
5930,65
11967,31
8100,27
10845,37
18030,42
5334,61
7035,37
11596,33
6160,66
15780,35
13354,26
13530,34
10046,37
5568,62
9709,34
4949,6
13348,27
8361,59
9137,44
11560,34
17329,15
18182,43
10546,30
6145,67
10957,38
5976,68
9291,45
13447,29
5195,63
15422,34
10579,31
11290,42
6084,69
11273,43
10550,32
6407,70
12072,32
9340,46
10428,1
11047,11
8389,60
18338,44
11375,44
4971,5
8035,28
17584,32
7291,31
7335,32
9568,35
17266,16
8938,36
10600,33
7887,18
17515,3
17698,33
5094,64
11997,33
12200,8
10307,15
11920,34
9047,47
5349,65
5466,66
17429,7
13390,28
8031,29
11270,45
17104,24
11475,46
13290,29
11007,12
6018,71
10893,39
11583,35
11989,35
16961,29
8382,61
15741,37
6102,72
6719,8
8615,35
6934,38
13521,30
12053,36
11983,37
9048,48
15420,36
9119,49
8273,62
17748,34
18368,45
6974,39
9480,9
13710,8
5006,6
9615,36
6434,73
17510,4
10266,16
13480,31
22331,37
4956,7
17946,18
17741,35
15461,38
10006,38
9707,37
17164,25
8571,16
13863,35
11476,47
16725,14
15643,19
17490,8
9729,38
9091,50
18488,19
15770,38
6242,74
11440,48
5132,67
15346,36
17832,36
8406,63
17636,37
13241,30
9330,51
6409,75
18594,68
7248,33
15208,64
10002,39
8668,39
6947,40
9238,52
9649,39
10793,1
5996,65
12101,38
13563,32
8899,39
9588,40
10344,9
7326,34
22355,12
17102,26
6992,41
5410,69
6151,76
8831,40
5274,70
16892,27
7090,42
18208,46
4886,8
5333,71
15462,40
6070,77
18051,47
18371,48
7062,43
9105,53
11646,36
6043,78
5257,72
6931,44
13585,33
11048,40
17917,19
6759,45
11830,37
13339,31
10848,41
13621,10
5727,21
8671,41
10979,42
10610,34
7025,46
10956,43
11025,13
7944,20
10452,2
17030,30
6913,47
13201,32
13220,44
10242,10
10248,35
13879,37
10407,5
6760,41
6772,48
5937,54
6350,79
9235,55
5600,11
12051,39
8066,30
6411,80
5159,73
8790,5
5318,74
11367,49
11933,40
13262,33
11734,38
13941,38
10208,17
11760,39
20085,81
9310,56
8495,17
8847,42
11123,6
8379,66
10137,40
5869,22
17155,28
9958,41
6092,82
7066,49
17399,17
7211,35
11019,14
17679,38
8129,31
5503,75
5052,76
5673,12
8526,18
9133,57
11076,45
18525,20
10335,11
9589,41
6403,83
15368,39
5552,77
5899,84
17961,20
11024,15
13754,43
8363,67
11405,50
7185,36
6900,50
17079,31
17272,18
6222,85
8029,32
5770,23
10625,36
8069,33
10960,46
7009,51
16776,15
6907,52
17094,29
8478,68
13543,34
18547,21
10310,18
12015,41
15436,42
10346,12
9878,42
22357,44
17306,19
17550,39
6742,53
17170,30
13732,45
17887,21
13564,35
9921,43
15845,34
10495,37
11259,51
17671,40
17025,32
15284,69
7916,21
7932,22
17813,41
7931,23
10607,38
13274,34
15362,40
18146,49
18150,50
10532,39
17776,42
15417,43
9989,44
7231,37
15478,44
6739,54
8646,45
18319,51
9621,42
11854,40
13775,41
11132,7
6892,55
9381,58
17367,20
17854,22
11361,52
9885,45
6911,56
7336,38
10869,47
5875,24
6343,86
15279,70
8220,71
5788,25
10914,48
8098,35
15371,42
5789,26
8976,13
8748,46
15265,72
15361,43
17757,43
11436,53
9757,43
17439,9
10500,40
5204,78
7088,57
17578,44
9559,44
4952,9
10537,41
18093,52
15606,24
5735,19
17322,21
5601,13
16814,31
16711,16
17194,9
13821,44
10482,42
18343,53
13432,36
7212,39
5326,79
13787,45
11382,54
13920,46
10983,16
18069,54
18135,55
11249,55
7886,25
12201,11
6320,87
13282,35
5965,88
8638,47
5433,80
11758,41
17413,10
12194,42
8308,73
17577,45
6199,89
8054,36
6713,9
9227,59
13609,12
16988,33
12218,13
7256,40
17438,11
11355,56
8277,74
10224,19
8625,48
9209,60
9270,61
12141,43
9652,45
15819,46
13969,47
12086,44
6216,90
11454,57
18384,56
13944,48
9157,62
8037,37
17745,46
7968,38
13983,49
16919,34
17552,47
13988,50
11264,58
9500,16
10389,13
11641,42
10083,46
9665,46
5813,27
17497,5
15874,14
6817,58
9935,47
9010,15
6443,91
13735,47
15465,49
18370,57
18399,22
10896,49
13361,50
9149,63
9814,47
5523,81
7215,41
11995,45
7097,59
11043,17
8885,48
17258,22
17226,10
8692,50
7265,42
17222,11
18020,58
15806,49
11944,46
9631,48
13225,51
15702,20
12197,14
18258,59
11966,47
16949,35
15615,26
9517,17
4932,10
8557,21
10866,52
7889,27
17966,23
6127,92
9383,64
11994,48
8941,50
7205,28
13374,36
13466,37
13917,51
18365,60
5420,82
13265,37
11430,59
5532,83
11359,60
13698,9
15313,10
8863,51
6795,60
8725,51
11554,61
9325,65
9529,18
8154,75
13893,52
10028,48
17070,36
11727,43
13273,38
6699,10
15305,76
17575,48
11102,8
17036,37
15651,29
15831,39
17972,24
6147,93
14191,6
8122,40
15690,22
8756,52
5273,84
8653,53
10035,49
17709,49
9802,49
8723,54
8923,52
18044,61
5461,85
5339,86
13598,87
13805,53
9304,66
5935,94
11160,9
18541,23
11999,49
5973,95
7176,43
11346,62
4978,7
10415,6
17212,12
15837,41
17488,12
16966,38
10054,50
8253,77
11381,63
17537,50
18437,24
17337,23
10191,20
15602,30
5454,88
9356,67
6437,96
9284,68
9289,69
6993,61
8793,8
11229,64
10165,51
8717,55
16847,32
13235,39
10817,2
13788,54
17808,51
5984,97
8917,53
9455,19
17777,52
16727,17
15680,9
15285,78
16971,39
9922,52
17525,14
11404,65
17046,40
15870,16
13556,38
15763,54
18251,62
5210,89
11106,2
17826,53
8722,56
17676,54
11030,18
9472,20
6676,11
10447,3
4951,11
5833,28
17315,24
17432,13
16803,18
12049,50
12179,51
5152,90
5997,98
10237,21
5573,91
18514,25
22362,17
15639,31
4968,7
15795,55
6096,99
17591,55
6803,62
5049,92
17331,25
10229,22
15286,79
9247,70
15633,32
6783,63
5811,29
5004,8
8205,80
15828,42
7306,44
6203,100
5701,14
18123,63
9170,71
5342,93
18429,26
17304,26
9492,21
13850,55
6231,101
18551,27
5357,94
13758,56
17986,64
17891,25
8020,43
5025,95
12123,52
6274,102
17571,56
7255,45
13260,40
7981,44
16723,19
11090,53
6045,81
11722,44
11410,66
13483,39
10290,23
13613,15
17450,14
9273,72
13774,56
16872,33
11580,45
9992,53
8841,57
5280,96
9400,73
7877,33
6718,18
11056,19
15880,19
18036,65
7064,64
10593,43
8025,45
6785,58
17980,26
5100,97
9214,74
13791,57
5648,15
18569,28
6972,65
5999,103
16967,41
15301,82
16748,20
9645,50
11959,53
17990,66
16925,42
8011,46
22343,59
5092,98
5825,30
8298,83
13573,40
6811,66
15322,4
7115,67
17991,67
6685,12
5255,99
6695,20
17519,6
11579,46
5783,31
11693,47
12229,16
12043,54
5053,100
5462,101
4982,9
7974,47
10350,15
9740,51
5609,16
18063,68
16873,34
5498,102
10811,54
10987,20
17156,35
8839,60
12210,17
5947,104
5738,32
17411,15
8260,84
5871,33
18357,69
13724,21
11494,67
18590,103
15816,61
13492,41
5289,104
15365,58
5023,105
15775,62
11996,55
11292,68
18571,29
9657,52
17830,57
15390,57
11350,69
12078,56
22324,58
12108,57
9614,53
18210,70
17635,58
15779,63
13285,41
11307,70
5953,105
13733,64
6733,68
17466,16
18241,71
11958,58
17152,36
17099,37
8982,22
18136,72
5123,106
17697,59
9467,22
8773,10
7143,69
10634,44
11811,48
8271,85
17953,27
6379,106
8238,86
8077,48
15216,87
7138,54
17797,60
8591,23
18144,73
13989,11
6987,70
13499,42
17219,13
11873,49
15768,65
16860,38
8396,88
18540,30
9920,55
5823,34
13782,59
5546,107
9688,54
17588,61
8577,24
17670,62
13776,60
5469,108
13479,43
9985,56
17964,28
11045,21
8435,89
13966,61
5739,35
10555,45
5680,11
17417,17
9232,75
9148,76
10933,55
8534,25
18563,31
12079,59
5105,55
12163,60
11002,22
16987,43
10247,16
13312,42
11849,50
10058,57
13322,43
5613,17
9762,56
6936,71
10178,58
13632,18
15448,59
17040,44
9368,77
7383,46
15833,49
6874,72
18554,32
5032,109
11764,51
18152,74
15687,26
19076,110
11421,71
7872,34
9482,23
10312,24
9469,24
6307,107
17934,29
17979,30
15789,66
8289,90
7972,50
16942,45
12006,61
18236,75
9138,78
12081,62
6236,108
4916,12
13624,19
9787,57
9785,58
9988,59
9813,59
7923,35
8607,27
5647,18
18505,33
6324,109
11539,72
10626,46
6356,110
13943,62
15824,51
16979,46
10227,25
10340,17
13633,20
10901,56
9234,79
17987,76
9353,80
9902,60
6867,73
5925,111
16726,21
13880,63
11013,23
17699,63
8343,91
11930,63
10319,26
15474,60
6266,112
10786,3
5510,111
7926,36
17000,47
11635,52
9307,81
13611,21
10175,61
17781,64
5475,112
17761,65
9456,25
10057,62
7158,74
16858,39
10820,4
8990,23
5312,113
18443,34
17581,66
13967,64
22325,61
7289,47
15348,65
5365,114
9355,82
6090,92
10001,63
10971,57
7888,37
5958,113
17560,67
13226,44
15614,38
13894,66
11067,58
18460,35
9737,60
13518,44
15282,93
11020,24
11650,53
7893,39
9664,61
13584,45
17522,7
9659,62
9477,26
8509,28
18197,77
18169,78
8508,29
9774,63
15317,94
15612,40
13533,46
17262,27
17368,28
13236,45
5744,36
10291,27
12154,64
10112,64
5291,115
16736,22
17149,40
8305,95
9897,65
6347,114
17206,14
9376,73
7220,48
17516,8
5346,116
8800,67
7113,75
9199,83
9717,64
10104,66
15295,96
7910,41
10519,47
17982,31
6973,76
10976,59
6415,115
9796,65
6309,116
5809,37
17476,18
7116,77
7188,49
10499,48
4919,5
9405,84
16826,41
11148,10
18493,36
17005,48
6072,117
15799,68
8908,69
6967,78
8554,30
9513,27
17382,29
16812,42
5354,117
8464,97
13452,47
13379,46
15701,31
9226,85
10391,7
10992,25
8891,70
18335,79
10451,4
11396,74
10895,60
5771,38
11022,26
8599,62
9055,86
17482,19
9116,87
9110,88
6173,118
17992,80
11248,75
6111,119
4989,10
16944,49
13763,71
17387,30
8639,63
10424,5
8267,98
10033,67
17207,15
11204,9
5076,118
8459,99
11548,76
17454,20
5722,39
18533,37
11138,11
11819,54
13994,12
17931,32
8053,52
10604,49
11520,77
8737,64
10136,68
8618,65
7352,50
6688,24
11308,78
5636,19
5891,40
18446,38
9264,89
5931,120
8228,100
7137,72
9601,66
7310,51
10055,69
7324,52
11679,55
5356,119
16982,50
10823,61
13223,62
15288,101
11906,56
11483,79
8008,53
6093,121
10618,50
8384,102
8907,73
11439,80
5250,120
8935,74
15620,42
8695,66
17609,68
13217,63
8230,103
5039,67
11408,81
12009,65
6977,79
5916,122
18096,81
16978,51
6126,123
9474,28
18513,39
10173,70
10777,5
17426,21
12165,66
17617,69
10998,27
9769,67
9834,68
16863,43
7263,53
9350,90
8826,75
6684,13
5888,41
13464,48
13191,47
15712,76
13475,49
10275,28
11470,82
8987,25
8964,6
5217,121
8242,104
18475,40
16833,44
7927,43
10830,64
13593,69
7193,54
17913,33
10561,51
17361,31
5639,20
16756,23
13314,48
11281,83
7043,80
11053,28
11087,65
15630,44
13334,49
17825,70
17926,34
16811,45
7165,81
5028,122
11546,84
12069,67
13891,67
8547,32
9637,70
5206,123
8971,26
11399,85
10053,71
17458,22
10286,29
8715,68
15842,54
6298,124
10918,66
7370,55
13313,50
18153,82
13561,50
8483,105
17192,16
13682,12
8515,33
10525,52
15722,77
17013,52
13495,51
5599,18
11950,68
8572,34
18073,83
18578,41
11912,57
18336,84
9895,72
11501,86
5816,42
15695,35
8393,106
6285,125
17381,32
17862,35
16728,24
9320,91
8838,78
5688,21
11589,58
17809,71
9918,73
9697,71
10515,53
6218,126
17850,36
7275,56
11021,29
8989,27
6225,127
8061,55
9011,28
10414,8
11306,87
10385,19
17261,33
17846,37
17058,53
13440,52
8734,69
15709,79
17353,34
17380,35
15641,45
10405,9
15438,70
10873,67
17795,72
6982,82
18207,85
13953,68
8575,36
5428,124
5803,43
6374,128
8461,107
12117,69
11033,30
9700,72
8490,108
11604,59
10953,68
15447,71
11714,60
18395,42
18271,86
8502,37
8861,80
13696,13
8043,56
10826,69
16838,46
10295,30
9407,92
18082,87
17683,73
5409,125
10422,6
6113,129
17900,38
17091,47
15409,72
17544,74
11283,88
5533,126
17436,23
13591,53
13814,69
7002,83
18383,88
8199,109
22313,46
18518,43
15307,110
10261,31
7112,84
6306,130
17499,9
15437,73
13600,127
6291,131
9301,93
11127,12
18400,44
5030,128
7967,57
7024,85
11395,89
17327,36
15716,81
8374,111
8878,82
4943,13
11608,61
8016,58
13846,70
13448,54
19089,129
11606,62
15289,112
10516,54
5388,130
11603,63
10038,74
8360,113
6337,132
8815,83
5038,131
8352,114
8637,74
13915,71
17938,39
11622,64
12097,70
16843,48
15434,75
5850,44
17897,40
8402,115
15215,116
18451,45
18218,89
18094,90
18277,91
17339,37
17856,41
17020,54
17596,75
9193,94
10358,20
17006,55
17998,92
13413,55
17461,24
18367,93
17547,76
6952,86
13193,51
18155,94
15449,76
8958,7
10492,55
6124,133
18157,95
9899,75
8946,84
15878,29
8372,117
6949,87
6229,134
5611,22
15374,72
6378,135
5652,23
9126,95
6214,136
10449,7
10419,10
17487,25
17796,77
7298,57
17484,26
17183,17
8820,85
5531,132
10908,70
13630,22
10215,32
17564,78
17150,49
17767,79
13347,52
11111,3
16989,56
19835,14
7179,86
11855,65
6302,137
17391,38
9463,29
8922,87
7017,88
7282,58
8785,13
15328,73
13829,74
18419,46
15446,77
13435,56
5360,133
13911,75
11216,90
17180,18
8869,88
13481,57
10225,33
10961,71
10388,21
9793,73
15413,78
5091,134
6865,89
9450,30
9297,96
15290,118
5008,11
9862,76
18327,96
4981,12
8022,59
13547,58
11113,4
17415,27
5045,135
15428,79
18549,47
15715,89
11012,31
17853,42
5922,138
4992,13
8059,60
9155,97
18267,97
12114,71
8810,90
8776,14
7197,59
17071,57
17486,28
17924,43
18110,98
10412,11
17823,80
10148,77
10850,72
15707,91
7249,60
9494,31
11357,91
7168,90
12223,23
7341,61
6105,139
8325,119
14193,47
7015,91
5382,136
11972,72
11631,66
11252,92
6963,92
11592,67
6372,140
17902,44
8414,120
13870,76
12056,73
16996,58
11584,68
9978,78
7003,93
11274,93
11776,69
13858,77
18595,137
9932,79
5423,138
7075,94
13923,78
10504,56
11880,70
12068,74
9611,74
12178,75
16864,50
17229,19
11015,32
16788,25
10556,57
10238,34
18237,99
5502,139
13420,59
11532,94
8119,61
6841,80
11344,95
7964,62
13773,79
11120,13
15807,92
9682,75
8166,121
7190,62
8484,122
13802,80
12237,24
9987,81
5007,14
10966,73
12052,76
5740,45
18184,100
9820,76
5538,140
17430,29
8921,93
17616,81
9094,98
10230,35
8544,38
5614,24
8047,63
15333,81
17434,30
10573,58
15237,123
9275,99
6677,30
7303,63
10300,36
15725,94
7313,64
5844,46
11549,96
10549,59
8601,39
18113,101
17802,82
17019,59
5707,47
13373,53
11005,33
9892,82
15386,80
17449,31
11951,77
12026,78
12107,79
15294,124
15675,15
5249,141
6106,125
10135,83
7039,95
17027,60
5193,142
13369,54
22335,81
9201,100
8107,64
10313,37
8158,126
18586,143
17747,83
5459,144
11943,80
6117,141
17712,84
17033,61
8651,82
5992,142
9748,77
11486,97
17583,85
6904,96
11645,71
10050,84
15330,8
12007,81
6012,143
6016,144
10476,60
17169,51
18453,48
17976,45
6770,97
17932,46
17073,62
20087,145
6228,146
17421,32
11648,72
11823,73
11310,98
8590,40
8634,83
16761,26
17103,52
7351,65
18430,49
5073,145
9237,101
7082,85
22339,95
9210,102
8523,41
8745,84
6926,98
17163,53
9818,78
9503,32
15445,85
10249,61
5465,146
13557,60
16770,27
4904,15
10984,34
11593,74
5983,147
16889,54
5714,48
5548,147
9417,33
11907,75
16749,28
9191,103
12240,25
10356,22
15343,82
17002,63
7277,66
16915,64
11196,10
8596,42
5003,15
9875,86
18280,102
12227,26
18579,50
12100,82
8371,127
5834,49
8215,128
15743,96
8764,86
9830,79
15391,87
10620,62
17500,10
5934,148
10863,74
5518,148
17821,86
16709,29
5757,50
9329,104
10839,75
9486,34
8977,31
18050,103
12157,83
15767,97
15383,88
5526,89
11323,99
6711,14
17074,65
17066,66
11818,76
12008,84
6786,99
13515,83
17666,87
17995,104
19081,14
6792,100
5178,149
15460,90
5723,51
8912,98
6800,101
13984,84
10928,76
9147,105
11881,77
16997,67
5842,52
9428,35
12195,85
6257,149
8375,129
5042,150
5715,23
13995,16
11225,100
13987,85
11913,78
18249,105
4945,16
18448,51
13801,86
13586,61
17529,11
5431,151
8623,91
17970,47
12249,27
