pid,parent,zoneIndex,ptype,category,path,comment,extraData,family,solveValue,coords
2974,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_2974,,{"cluster":"Cong"},cluster,0,[]
2975,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_2975,,{"cluster":"Cong"},cluster,0,[]
2977,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_2977,,{"cluster":"Cong"},cluster,0,[]
2978,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_2978,,{"cluster":"Cong"},cluster,0,[]
4507,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_4507,,{"cluster":"Cong"},cluster,0,[]
4511,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_4511,,{"cluster":"Cong"},cluster,0,[]
4519,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_4519,,{"cluster":"Cong"},cluster,0,[]
4527,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_4527,,{"cluster":"Cong"},cluster,0,[]
14639,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_14639,,{"cluster":"Cong"},cluster,0,[]
15100,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_15100,,{"cluster":"Cong"},cluster,0,[]
15117,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_15117,,{"cluster":"Cong"},cluster,0,[]
17239,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_17239,,{"cluster":"Cong"},cluster,0,[]
17242,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_17242,,{"cluster":"Cong"},cluster,0,[]
17243,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_17243,,{"cluster":"Cong"},cluster,0,[]
17244,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_17244,,{"cluster":"Cong"},cluster,0,[]
19781,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_19781,,{"cluster":"Cong"},cluster,0,[]
19789,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_19789,,{"cluster":"Cong"},cluster,0,[]
25087,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25087,,{"cluster":"Cong"},cluster,0,[]
25088,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25088,,{"cluster":"Cong"},cluster,0,[]
25089,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25089,,{"cluster":"Cong"},cluster,0,[]
25090,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25090,,{"cluster":"Cong"},cluster,0,[]
25091,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25091,,{"cluster":"Cong"},cluster,0,[]
25093,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25093,,{"cluster":"Cong"},cluster,0,[]
25094,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25094,,{"cluster":"Cong"},cluster,0,[]
25095,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25095,,{"cluster":"Cong"},cluster,0,[]
25096,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25096,,{"cluster":"Cong"},cluster,0,[]
25097,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25097,,{"cluster":"Cong"},cluster,0,[]
25098,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25098,,{"cluster":"Cong"},cluster,0,[]
25100,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25100,,{"cluster":"Cong"},cluster,0,[]
25101,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25101,,{"cluster":"Cong"},cluster,0,[]
25102,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25102,,{"cluster":"Cong"},cluster,0,[]
25104,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25104,,{"cluster":"Cong"},cluster,0,[]
25105,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25105,,{"cluster":"Cong"},cluster,0,[]
25106,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25106,,{"cluster":"Cong"},cluster,0,[]
25107,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25107,,{"cluster":"Cong"},cluster,0,[]
25109,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25109,,{"cluster":"Cong"},cluster,0,[]
25111,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25111,,{"cluster":"Cong"},cluster,0,[]
25118,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25118,,{"cluster":"Cong"},cluster,0,[]
25119,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25119,,{"cluster":"Cong"},cluster,0,[]
25120,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25120,,{"cluster":"Cong"},cluster,0,[]
25122,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25122,,{"cluster":"Cong"},cluster,0,[]
25125,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25125,,{"cluster":"Cong"},cluster,0,[]
25127,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25127,,{"cluster":"Cong"},cluster,0,[]
25128,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25128,,{"cluster":"Cong"},cluster,0,[]
25131,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25131,,{"cluster":"Cong"},cluster,0,[]
25132,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25132,,{"cluster":"Cong"},cluster,0,[]
25133,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25133,,{"cluster":"Cong"},cluster,0,[]
25134,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25134,,{"cluster":"Cong"},cluster,0,[]
25135,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25135,,{"cluster":"Cong"},cluster,0,[]
25137,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25137,,{"cluster":"Cong"},cluster,0,[]
25138,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25138,,{"cluster":"Cong"},cluster,0,[]
25139,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25139,,{"cluster":"Cong"},cluster,0,[]
25140,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25140,,{"cluster":"Cong"},cluster,0,[]
25141,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25141,,{"cluster":"Cong"},cluster,0,[]
25144,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25144,,{"cluster":"Cong"},cluster,0,[]
25145,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25145,,{"cluster":"Cong"},cluster,0,[]
25146,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25146,,{"cluster":"Cong"},cluster,0,[]
25147,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25147,,{"cluster":"Cong"},cluster,0,[]
25149,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25149,,{"cluster":"Cong"},cluster,0,[]
25153,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25153,,{"cluster":"Cong"},cluster,0,[]
25154,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25154,,{"cluster":"Cong"},cluster,0,[]
25155,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25155,,{"cluster":"Cong"},cluster,0,[]
25157,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25157,,{"cluster":"Cong"},cluster,0,[]
25159,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25159,,{"cluster":"Cong"},cluster,0,[]
25160,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25160,,{"cluster":"Cong"},cluster,0,[]
25161,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25161,,{"cluster":"Cong"},cluster,0,[]
25162,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25162,,{"cluster":"Cong"},cluster,0,[]
25163,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25163,,{"cluster":"Cong"},cluster,0,[]
25164,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25164,,{"cluster":"Cong"},cluster,0,[]
25166,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25166,,{"cluster":"Cong"},cluster,0,[]
25167,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25167,,{"cluster":"Cong"},cluster,0,[]
25169,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25169,,{"cluster":"Cong"},cluster,0,[]
25171,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25171,,{"cluster":"Cong"},cluster,0,[]
25172,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25172,,{"cluster":"Cong"},cluster,0,[]
25173,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25173,,{"cluster":"Cong"},cluster,0,[]
25174,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25174,,{"cluster":"Cong"},cluster,0,[]
25189,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25189,,{"cluster":"Cong"},cluster,0,[]
25192,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25192,,{"cluster":"Cong"},cluster,0,[]
25193,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25193,,{"cluster":"Cong"},cluster,0,[]
25196,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25196,,{"cluster":"Cong"},cluster,0,[]
25197,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25197,,{"cluster":"Cong"},cluster,0,[]
25198,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25198,,{"cluster":"Cong"},cluster,0,[]
25207,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25207,,{"cluster":"Cong"},cluster,0,[]
25208,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25208,,{"cluster":"Cong"},cluster,0,[]
25211,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25211,,{"cluster":"Cong"},cluster,0,[]
25213,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25213,,{"cluster":"Cong"},cluster,0,[]
25215,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25215,,{"cluster":"Cong"},cluster,0,[]
25216,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25216,,{"cluster":"Cong"},cluster,0,[]
25217,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25217,,{"cluster":"Cong"},cluster,0,[]
25219,-1,4,logicGrid,LogicGrid,World / Autumn Falls / Cluster / Congruence / ClusterPuzzle / LogicGrid_25219,,{"cluster":"Cong"},cluster,0,[]
221,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_221,,{"cluster":"HardCOWYC"},cluster,0,[]
236,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_236,,{"cluster":"HardCOWYC"},cluster,0,[]
237,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_237,,{"cluster":"HardCOWYC"},cluster,0,[]
238,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_238,,{"cluster":"HardCOWYC"},cluster,0,[]
496,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_496,,{"cluster":"HardCOWYC"},cluster,0,[]
497,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_497,,{"cluster":"HardCOWYC"},cluster,0,[]
498,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_498,,{"cluster":"HardCOWYC"},cluster,0,[]
868,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_868,,{"cluster":"HardCOWYC"},cluster,0,[]
1341,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_1341,,{"cluster":"HardCOWYC"},cluster,0,[]
1354,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_1354,,{"cluster":"HardCOWYC"},cluster,0,[]
1381,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_1381,,{"cluster":"HardCOWYC"},cluster,0,[]
1713,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_1713,,{"cluster":"HardCOWYC"},cluster,0,[]
1714,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_1714,,{"cluster":"HardCOWYC"},cluster,0,[]
2407,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_2407,,{"cluster":"HardCOWYC"},cluster,0,[]
2570,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_2570,,{"cluster":"HardCOWYC"},cluster,0,[]
2573,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_2573,,{"cluster":"HardCOWYC"},cluster,0,[]
3022,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_3022,,{"cluster":"HardCOWYC"},cluster,0,[]
3382,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_3382,,{"cluster":"HardCOWYC"},cluster,0,[]
3607,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_3607,,{"cluster":"HardCOWYC"},cluster,0,[]
4187,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_4187,,{"cluster":"HardCOWYC"},cluster,0,[]
4200,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_4200,,{"cluster":"HardCOWYC"},cluster,0,[]
4219,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_4219,,{"cluster":"HardCOWYC"},cluster,0,[]
4237,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_4237,,{"cluster":"HardCOWYC"},cluster,0,[]
4467,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_4467,,{"cluster":"HardCOWYC"},cluster,0,[]
4469,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_4469,,{"cluster":"HardCOWYC"},cluster,0,[]
4471,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_4471,,{"cluster":"HardCOWYC"},cluster,0,[]
4472,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_4472,,{"cluster":"HardCOWYC"},cluster,0,[]
4493,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_4493,,{"cluster":"HardCOWYC"},cluster,0,[]
7753,-1,3,logicGrid,LogicGrid,World / Lucent Waters / Cluster / Lucent_1 / ClusterPuzzle / LogicGrid_7753,,{"cluster":"HardCOWYC"},cluster,0,[]
