id,zone,ptype
982,4,logicGrid
986,3,logicGrid
995,5,logicGrid
996,5,logicGrid
998,5,logicGrid
1025,4,logicGrid
1030,4,logicGrid
1040,2,logicGrid
1050,5,logicGrid
1051,6,logicGrid
1076,2,logicGrid
1077,4,logicGrid
1078,6,logicGrid
1079,4,logicGrid
1081,4,logicGrid
1082,4,logicGrid
1083,4,logicGrid
1084,4,logicGrid
1091,6,logicGrid
1093,4,logicGrid
1094,4,logicGrid
1095,6,logicGrid
1096,4,logicGrid
1105,5,logicGrid
1114,2,logicGrid
1116,5,logicGrid
1126,5,logicGrid
1128,5,logicGrid
1138,5,logicGrid
1169,5,logicGrid
1182,5,logicGrid
1183,6,logicGrid
1184,3,logicGrid
1186,2,logicGrid
1193,5,logicGrid
1194,5,logicGrid
1195,5,logicGrid
1196,5,logicGrid
1199,5,logicGrid
1200,5,logicGrid
1201,5,logicGrid
1202,5,logicGrid
1207,4,logicGrid
1208,2,logicGrid
1213,3,logicGrid
1214,6,logicGrid
1218,4,logicGrid
1224,5,logicGrid
1225,3,logicGrid
1226,2,logicGrid
1228,5,logicGrid
1230,6,logicGrid
1232,6,logicGrid
1234,4,logicGrid
1235,5,logicGrid
1236,5,logicGrid
1237,5,logicGrid
1238,5,logicGrid
1239,5,logicGrid
1240,6,logicGrid
1241,5,logicGrid
1242,5,logicGrid
1249,5,logicGrid
1250,5,logicGrid
1251,5,logicGrid
1252,5,logicGrid
1261,2,logicGrid
1262,5,logicGrid
1264,3,logicGrid
1265,6,logicGrid
1270,5,logicGrid
1271,4,logicGrid
1273,5,logicGrid
1274,4,logicGrid
1275,6,logicGrid
1276,5,logicGrid
1278,2,logicGrid
1279,2,logicGrid
1282,4,logicGrid
1283,4,logicGrid
1284,4,logicGrid
1286,6,logicGrid
1287,5,logicGrid
1288,5,logicGrid
1289,5,logicGrid
1292,4,logicGrid
1295,2,completeThePattern
1296,2,completeThePattern
1297,3,completeThePattern
1298,3,completeThePattern
1300,2,completeThePattern
1301,2,completeThePattern
1304,3,logicGrid
1305,3,logicGrid
1316,3,completeThePattern
1318,4,completeThePattern
1321,5,logicGrid
1338,2,logicGrid
1340,5,logicGrid
1344,4,logicGrid
1347,3,logicGrid
1349,3,logicGrid
1351,4,logicGrid
1355,6,logicGrid
1363,6,logicGrid
1364,2,logicGrid
1366,3,logicGrid
1375,4,logicGrid
1376,4,logicGrid
1398,6,logicGrid
1410,5,logicGrid
1411,5,logicGrid
1414,6,logicGrid
1416,6,logicGrid
1418,6,logicGrid
1423,4,logicGrid
1430,5,logicGrid
1434,5,logicGrid
1435,5,logicGrid
1436,5,logicGrid
1437,5,logicGrid
1439,5,logicGrid
1441,2,logicGrid
1442,3,logicGrid
1443,3,logicGrid
1444,2,logicGrid
1447,6,logicGrid
1448,5,logicGrid
1449,5,logicGrid
1454,2,logicGrid
1455,3,logicGrid
1456,2,logicGrid
1457,2,logicGrid
1459,3,logicGrid
1460,2,logicGrid
1461,2,logicGrid
1473,2,logicGrid
1475,2,logicGrid
1476,6,logicGrid
1479,3,logicGrid
1486,4,logicGrid
1490,6,logicGrid
1491,2,logicGrid
1492,6,logicGrid
1493,3,logicGrid
1496,5,logicGrid
1501,5,logicGrid
1502,4,logicGrid
1526,4,logicGrid
1533,4,logicGrid
1534,4,logicGrid
1536,4,logicGrid
1554,2,logicGrid
1555,3,logicGrid
1556,5,logicGrid
1557,6,logicGrid
1558,2,logicGrid
1559,2,logicGrid
1560,2,logicGrid
1561,2,logicGrid
1562,3,logicGrid
1563,2,logicGrid
1568,3,logicGrid
1572,6,logicGrid
1580,6,logicGrid
1583,2,logicGrid
1585,3,logicGrid
1586,3,logicGrid
1587,5,logicGrid
1588,2,logicGrid
1589,6,logicGrid
1590,5,logicGrid
1591,3,logicGrid
1592,2,logicGrid
1594,2,logicGrid
1596,6,logicGrid
1597,5,logicGrid
1600,6,logicGrid
1601,6,logicGrid
1602,5,logicGrid
1603,5,logicGrid
1604,5,logicGrid
1605,2,logicGrid
1606,3,logicGrid
1607,2,logicGrid
1609,3,logicGrid
1610,4,logicGrid
1614,2,logicGrid
1615,4,logicGrid
1616,3,logicGrid
1617,2,logicGrid
1618,3,logicGrid
1620,2,logicGrid
1621,2,logicGrid
1622,5,logicGrid
1623,4,logicGrid
1624,3,logicGrid
1625,2,logicGrid
1626,3,logicGrid
1627,2,logicGrid
1628,5,logicGrid
1629,4,logicGrid
1630,3,logicGrid
1631,4,logicGrid
1632,5,logicGrid
1635,3,logicGrid
1636,5,logicGrid
1637,6,logicGrid
1638,5,logicGrid
1639,3,logicGrid
1640,2,logicGrid
1643,2,logicGrid
1644,6,logicGrid
1645,4,logicGrid
1646,5,logicGrid
1647,3,logicGrid
1648,4,logicGrid
1649,3,logicGrid
1650,2,logicGrid
1651,5,logicGrid
1652,2,logicGrid
1653,3,logicGrid
1654,2,logicGrid
1655,5,logicGrid
1656,3,logicGrid
1657,2,logicGrid
1659,3,logicGrid
1661,4,logicGrid
1663,5,logicGrid
1665,6,logicGrid
1667,6,logicGrid
1669,2,logicGrid
1670,4,logicGrid
1671,4,logicGrid
1672,3,logicGrid
1673,2,logicGrid
1674,5,logicGrid
1675,3,logicGrid
1676,2,logicGrid
1677,4,logicGrid
1678,2,logicGrid
1679,3,logicGrid
1680,5,logicGrid
1683,4,logicGrid
1684,2,logicGrid
1685,3,logicGrid
1686,2,logicGrid
1687,3,logicGrid
1690,5,logicGrid
1691,5,logicGrid
1692,5,logicGrid
1693,6,logicGrid
1694,2,logicGrid
1695,3,logicGrid
1696,2,logicGrid
1697,3,logicGrid
1698,2,logicGrid
1699,2,logicGrid
1700,5,logicGrid
1701,5,logicGrid
1702,2,logicGrid
1703,6,logicGrid
1710,4,logicGrid
1715,2,logicGrid
1717,6,logicGrid
1722,3,logicGrid
1723,4,logicGrid
1726,2,logicGrid
1727,5,logicGrid
1752,3,logicGrid
1754,2,logicGrid
1755,6,logicGrid
1756,2,logicGrid
1758,6,logicGrid
1760,6,logicGrid
1763,6,logicGrid
1764,2,logicGrid
1765,5,logicGrid
1769,4,logicGrid
1770,3,logicGrid
1771,6,logicGrid
1772,2,logicGrid
1774,4,logicGrid
1776,6,logicGrid
1778,3,logicGrid
1779,4,logicGrid
1780,4,logicGrid
1781,2,logicGrid
1782,3,logicGrid
1783,6,logicGrid
1784,2,logicGrid
1785,2,logicGrid
1786,5,logicGrid
1787,2,logicGrid
1788,3,logicGrid
1789,3,logicGrid
1790,3,logicGrid
1791,4,logicGrid
1792,2,logicGrid
1793,2,logicGrid
1794,2,logicGrid
1795,2,logicGrid
1796,3,logicGrid
1797,2,logicGrid
1798,2,logicGrid
1799,3,logicGrid
1800,2,logicGrid
1802,3,logicGrid
1804,6,logicGrid
1806,4,logicGrid
1810,2,logicGrid
1811,5,logicGrid
1812,5,logicGrid
1813,5,logicGrid
1814,2,logicGrid
1815,6,logicGrid
1816,3,logicGrid
1817,6,logicGrid
1818,6,logicGrid
1819,6,logicGrid
1820,6,logicGrid
1821,6,logicGrid
1822,2,logicGrid
1824,4,logicGrid
1825,2,logicGrid
1826,4,logicGrid
1827,4,logicGrid
1828,4,logicGrid
1829,3,logicGrid
1830,6,logicGrid
1831,4,logicGrid
1832,3,logicGrid
1833,4,logicGrid
1836,4,logicGrid
1837,5,logicGrid
1838,4,logicGrid
1839,3,logicGrid
1841,3,logicGrid
1842,2,logicGrid
1843,4,logicGrid
1844,6,logicGrid
1845,6,logicGrid
1847,2,logicGrid
1849,2,logicGrid
1850,3,logicGrid
1851,2,logicGrid
1852,2,logicGrid
1853,2,logicGrid
1854,2,logicGrid
1855,2,logicGrid
1856,3,logicGrid
1857,3,logicGrid
1858,3,logicGrid
1859,2,logicGrid
1860,2,logicGrid
1861,4,logicGrid
1862,2,logicGrid
1863,4,logicGrid
1864,4,logicGrid
1865,4,logicGrid
1866,5,logicGrid
1867,6,logicGrid
1868,5,logicGrid
1869,5,logicGrid
1870,2,logicGrid
1871,4,logicGrid
1872,4,logicGrid
1873,3,logicGrid
1874,2,logicGrid
1875,2,logicGrid
1876,3,logicGrid
1877,2,logicGrid
1878,3,logicGrid
1879,2,logicGrid
1880,3,logicGrid
1881,2,logicGrid
1882,2,logicGrid
1883,3,logicGrid
1884,3,logicGrid
1885,2,logicGrid
1886,4,logicGrid
1887,3,logicGrid
1889,2,logicGrid
1890,3,logicGrid
1892,2,logicGrid
1893,2,logicGrid
1895,5,logicGrid
1896,4,logicGrid
1897,5,logicGrid
1898,5,logicGrid
1900,5,logicGrid
1901,6,logicGrid
1908,4,logicGrid
1911,2,logicGrid
1913,6,logicGrid
1915,3,logicGrid
1918,4,logicGrid
1919,2,logicGrid
1921,4,logicGrid
1922,4,logicGrid
1924,6,logicGrid
1925,5,logicGrid
1927,6,logicGrid
1928,6,logicGrid
1932,6,logicGrid
1934,6,logicGrid
1935,6,logicGrid
1936,2,logicGrid
1938,5,logicGrid
1939,4,logicGrid
1940,5,logicGrid
1941,4,logicGrid
1942,6,logicGrid
1945,6,logicGrid
1947,6,logicGrid
1948,2,logicGrid
1950,3,logicGrid
1951,6,logicGrid
1953,4,logicGrid
1954,5,logicGrid
1955,4,logicGrid
1958,5,logicGrid
1963,4,logicGrid
1964,3,logicGrid
1967,5,logicGrid
1974,5,logicGrid
1981,4,logicGrid
1982,4,logicGrid
1983,4,logicGrid
1984,4,logicGrid
1985,4,logicGrid
1989,4,logicGrid
1990,5,logicGrid
1993,4,logicGrid
1995,4,logicGrid
1996,4,logicGrid
1997,4,logicGrid
1999,4,logicGrid
2001,4,logicGrid
2006,4,logicGrid
2008,4,logicGrid
2011,4,logicGrid
2012,4,logicGrid
2013,4,logicGrid
2017,4,logicGrid
2019,4,logicGrid
2020,4,logicGrid
2021,4,logicGrid
2024,6,logicGrid
2025,4,logicGrid
2059,4,logicGrid
2062,4,logicGrid
2064,5,logicGrid
2071,5,logicGrid
2073,4,logicGrid
2074,4,logicGrid
2075,6,logicGrid
2076,5,logicGrid
2077,4,logicGrid
2079,4,logicGrid
2080,4,logicGrid
2084,5,logicGrid
2086,2,logicGrid
2087,2,logicGrid
2095,4,logicGrid
2096,6,logicGrid
2097,4,logicGrid
2098,6,logicGrid
2099,5,logicGrid
2100,5,logicGrid
2101,5,logicGrid
2102,5,logicGrid
2103,4,logicGrid
2104,4,logicGrid
2113,4,logicGrid
2116,4,logicGrid
2117,4,logicGrid
2125,4,logicGrid
2126,4,logicGrid
2127,5,logicGrid
2128,3,logicGrid
2130,5,logicGrid
2131,5,logicGrid
2134,2,logicGrid
2135,2,logicGrid
2136,5,logicGrid
2147,6,logicGrid
2148,5,logicGrid
2149,3,logicGrid
2150,3,logicGrid
2151,2,logicGrid
2152,3,logicGrid
2155,2,logicGrid
2156,2,logicGrid
2157,3,logicGrid
2158,4,logicGrid
2159,4,logicGrid
2163,4,logicGrid
2164,4,logicGrid
2170,2,logicGrid
2173,5,logicGrid
2177,2,logicGrid
2178,2,logicGrid
2179,3,logicGrid
2183,4,logicGrid
2184,4,logicGrid
2185,4,logicGrid
2186,4,logicGrid
2187,4,logicGrid
2188,5,logicGrid
2189,4,logicGrid
2192,4,logicGrid
2193,4,logicGrid
2197,4,logicGrid
2202,2,logicGrid
2213,3,logicGrid
2214,3,logicGrid
2215,3,logicGrid
2216,2,logicGrid
2217,2,logicGrid
2218,4,logicGrid
2219,3,logicGrid
2220,3,logicGrid
2221,5,logicGrid
2222,4,logicGrid
2223,4,logicGrid
2225,4,logicGrid
2226,5,logicGrid
2233,3,logicGrid
2234,3,logicGrid
2235,3,logicGrid
2236,3,logicGrid
2237,2,logicGrid
2238,3,logicGrid
2239,2,logicGrid
2240,2,logicGrid
2241,4,logicGrid
2242,3,logicGrid
2243,2,logicGrid
2244,3,logicGrid
2245,2,logicGrid
2246,3,logicGrid
2247,3,logicGrid
2248,6,logicGrid
2249,6,logicGrid
2250,4,logicGrid
2251,3,logicGrid
2252,2,logicGrid
2253,5,logicGrid
2254,3,logicGrid
2256,3,logicGrid
2258,6,logicGrid
2263,3,logicGrid
2264,3,logicGrid
2265,3,logicGrid
2266,3,logicGrid
2267,6,logicGrid
2270,4,logicGrid
2272,2,logicGrid
2273,6,logicGrid
2274,2,logicGrid
2276,3,logicGrid
2277,3,logicGrid
2279,2,logicGrid
2280,3,logicGrid
2281,5,logicGrid
2285,2,logicGrid
2287,4,logicGrid
2288,2,logicGrid
2290,3,logicGrid
2291,4,logicGrid
2293,4,logicGrid
2294,4,logicGrid
2295,4,logicGrid
2296,4,logicGrid
2297,4,logicGrid
2299,6,logicGrid
2300,2,logicGrid
2301,2,logicGrid
2302,2,logicGrid
2304,3,logicGrid
2307,3,logicGrid
2308,3,logicGrid
2310,3,logicGrid
2312,2,logicGrid
2313,3,logicGrid
2317,3,logicGrid
2318,4,logicGrid
2319,4,logicGrid
2320,6,logicGrid
2321,4,logicGrid
2323,6,logicGrid
2324,4,logicGrid
2326,5,logicGrid
2327,6,logicGrid
2328,6,logicGrid
2329,6,logicGrid
2330,6,logicGrid
2337,5,logicGrid
2344,4,logicGrid
2346,3,logicGrid
2347,4,logicGrid
2353,2,logicGrid
2361,5,logicGrid
2362,5,logicGrid
2363,4,logicGrid
2371,3,logicGrid
2373,5,logicGrid
2374,4,logicGrid
2375,4,logicGrid
2377,2,logicGrid
2378,6,logicGrid
2379,6,logicGrid
2382,6,logicGrid
2467,2,logicGrid
2468,2,logicGrid
2471,2,logicGrid
2475,2,logicGrid
2484,3,logicGrid
2487,3,logicGrid
2488,3,logicGrid
2489,3,logicGrid
2490,3,logicGrid
2491,3,logicGrid
2492,3,logicGrid
2494,3,logicGrid
2495,3,logicGrid
2496,3,logicGrid
2504,3,logicGrid
2511,3,logicGrid
2512,3,logicGrid
2514,3,logicGrid
2515,3,logicGrid
2516,4,logicGrid
2517,5,logicGrid
2518,3,logicGrid
2519,3,logicGrid
2520,3,logicGrid
2523,5,logicGrid
2525,5,logicGrid
2526,6,logicGrid
2527,5,logicGrid
2531,5,logicGrid
2532,3,logicGrid
2533,5,logicGrid
2534,5,logicGrid
2536,5,logicGrid
2538,6,logicGrid
2539,5,logicGrid
2540,3,logicGrid
2541,5,logicGrid
2549,5,logicGrid
2550,5,logicGrid
2551,3,logicGrid
2552,3,logicGrid
2553,3,logicGrid
2554,4,logicGrid
2555,6,logicGrid
2557,3,logicGrid
2558,3,logicGrid
2559,3,logicGrid
2560,3,logicGrid
2561,3,logicGrid
2562,5,logicGrid
2564,5,logicGrid
2566,5,logicGrid
2567,5,logicGrid
2577,3,logicGrid
2579,3,logicGrid
2585,3,logicGrid
2589,2,logicGrid
2596,3,logicGrid
2597,2,logicGrid
2598,3,logicGrid
2599,2,logicGrid
2601,2,logicGrid
2602,3,logicGrid
2604,2,logicGrid
2608,2,logicGrid
2609,3,logicGrid
2610,3,logicGrid
2611,3,logicGrid
2612,3,logicGrid
2614,3,logicGrid
2617,3,logicGrid
2618,5,logicGrid
2619,3,logicGrid
2620,2,logicGrid
2625,3,logicGrid
2627,2,logicGrid
2633,3,logicGrid
2634,3,logicGrid
2636,3,logicGrid
2637,3,logicGrid
2638,3,logicGrid
2639,3,logicGrid
2645,3,logicGrid
2646,3,logicGrid
2647,4,logicGrid
2648,3,logicGrid
2649,3,logicGrid
2652,2,logicGrid
2653,3,logicGrid
2654,2,logicGrid
2655,2,logicGrid
2656,3,logicGrid
2659,3,logicGrid
2660,4,logicGrid
2661,3,logicGrid
2662,3,logicGrid
2664,4,logicGrid
2665,5,logicGrid
2666,4,logicGrid
2667,5,logicGrid
2670,4,logicGrid
2671,4,logicGrid
2672,3,logicGrid
2676,3,logicGrid
2677,3,logicGrid
2678,2,logicGrid
2679,2,logicGrid
2680,2,logicGrid
2681,3,logicGrid
2682,2,logicGrid
2683,2,logicGrid
2685,3,logicGrid
2686,3,logicGrid
2688,3,logicGrid
2689,3,logicGrid
2690,5,logicGrid
2692,3,logicGrid
2699,2,logicGrid
2701,2,logicGrid
2702,3,logicGrid
2708,2,logicGrid
2711,2,logicGrid
2712,3,logicGrid
2714,6,logicGrid
2715,4,logicGrid
2716,2,logicGrid
2724,4,logicGrid
2732,5,logicGrid
2733,2,logicGrid
2734,3,logicGrid
2735,5,logicGrid
2736,2,logicGrid
2737,3,logicGrid
2739,4,logicGrid
2741,3,logicGrid
2742,3,logicGrid
2743,2,logicGrid
2744,6,logicGrid
2745,2,logicGrid
2746,2,logicGrid
2747,2,logicGrid
2751,2,logicGrid
2753,3,logicGrid
2754,6,logicGrid
2756,4,logicGrid
2757,2,logicGrid
2758,2,logicGrid
2759,3,logicGrid
2760,2,logicGrid
2761,2,logicGrid
2762,4,logicGrid
2763,6,logicGrid
2764,3,logicGrid
2765,2,logicGrid
2766,5,logicGrid
2770,2,logicGrid
2772,5,logicGrid
2773,3,logicGrid
2774,4,logicGrid
2775,2,logicGrid
2776,2,logicGrid
2777,4,logicGrid
2779,3,logicGrid
2795,6,logicGrid
2798,6,logicGrid
2802,5,logicGrid
2803,6,logicGrid
2804,4,logicGrid
2805,4,logicGrid
2806,4,logicGrid
2807,4,logicGrid
2808,4,logicGrid
2812,5,logicGrid
2814,6,logicGrid
2815,6,logicGrid
2816,6,logicGrid
2817,6,logicGrid
2818,6,logicGrid
2822,4,logicGrid
2823,6,logicGrid
2827,2,logicGrid
2828,4,logicGrid
2829,6,logicGrid
2830,6,logicGrid
2831,4,logicGrid
2832,5,logicGrid
2834,4,logicGrid
2835,4,logicGrid
2838,2,logicGrid
2840,3,logicGrid
2842,2,logicGrid
2844,2,logicGrid
2845,3,logicGrid
2846,3,logicGrid
2848,6,logicGrid
2849,6,logicGrid
2850,3,logicGrid
2852,6,logicGrid
2853,5,logicGrid
2854,4,logicGrid
2855,4,logicGrid
2856,3,logicGrid
2857,6,logicGrid
2858,4,logicGrid
2859,4,logicGrid
2860,4,logicGrid
2861,4,logicGrid
2862,4,logicGrid
2863,6,logicGrid
2864,4,logicGrid
2865,2,logicGrid
2866,4,logicGrid
2867,4,logicGrid
2868,4,logicGrid
2869,4,logicGrid
2873,6,logicGrid
2874,2,logicGrid
2875,4,logicGrid
2876,2,logicGrid
2882,4,logicGrid
2883,5,logicGrid
2885,6,logicGrid
2886,6,logicGrid
2890,3,logicGrid
2891,4,logicGrid
2892,2,logicGrid
2893,2,logicGrid
2894,3,logicGrid
2895,2,logicGrid
2896,3,logicGrid
2897,6,logicGrid
2898,3,logicGrid
2899,2,logicGrid
2900,2,logicGrid
2901,2,logicGrid
2902,6,logicGrid
2904,3,logicGrid
2905,2,logicGrid
2912,3,logicGrid
2916,3,logicGrid
2917,5,logicGrid
2921,3,logicGrid
2924,3,logicGrid
2925,3,logicGrid
2926,3,logicGrid
2929,3,logicGrid
2931,3,logicGrid
2933,3,logicGrid
2937,3,logicGrid
2939,3,logicGrid
2940,2,logicGrid
2941,2,logicGrid
2942,2,logicGrid
2943,2,logicGrid
2944,2,logicGrid
2945,4,logicGrid
2946,4,logicGrid
2947,6,logicGrid
2948,6,logicGrid
2949,3,logicGrid
2950,4,logicGrid
2951,4,logicGrid
2952,3,logicGrid
2953,2,logicGrid
2955,4,logicGrid
2957,4,logicGrid
2958,2,logicGrid
2959,2,logicGrid
2960,6,logicGrid
2961,6,logicGrid
2962,2,logicGrid
2963,2,logicGrid
2981,6,logicGrid
2991,4,logicGrid
2992,4,logicGrid
2995,4,logicGrid
2996,5,logicGrid
2997,4,logicGrid
3002,6,logicGrid
3005,4,logicGrid
3006,4,logicGrid
3007,4,logicGrid
3008,2,logicGrid
3009,4,logicGrid
3010,3,logicGrid
3011,3,logicGrid
3012,4,logicGrid
3013,4,logicGrid
3014,3,logicGrid
3015,2,logicGrid
3016,5,logicGrid
3017,4,logicGrid
3020,2,logicGrid
3021,3,logicGrid
3024,5,logicGrid
3025,5,logicGrid
3026,4,logicGrid
3027,5,logicGrid
3033,6,logicGrid
3034,4,logicGrid
3035,4,logicGrid
3036,5,logicGrid
3037,5,logicGrid
3038,5,logicGrid
3039,2,logicGrid
3040,3,logicGrid
3041,5,logicGrid
3042,5,logicGrid
3043,3,logicGrid
3044,5,logicGrid
3046,5,logicGrid
3050,5,logicGrid
3052,4,logicGrid
3053,5,logicGrid
3054,5,logicGrid
3055,4,logicGrid
3056,6,logicGrid
3057,5,logicGrid
3058,4,logicGrid
3059,4,logicGrid
3060,4,logicGrid
3061,4,logicGrid
3062,4,logicGrid
3063,5,logicGrid
3064,4,logicGrid
3065,4,logicGrid
3066,4,logicGrid
3067,4,logicGrid
3069,4,logicGrid
3070,4,logicGrid
3072,2,logicGrid
3073,4,logicGrid
3074,4,logicGrid
3075,4,logicGrid
3076,5,logicGrid
3079,6,logicGrid
3080,5,logicGrid
3081,5,logicGrid
3083,4,logicGrid
3084,3,logicGrid
3085,4,logicGrid
3087,6,logicGrid
3089,4,logicGrid
3090,3,logicGrid
3091,3,logicGrid
3092,3,logicGrid
3093,6,logicGrid
3094,5,logicGrid
3095,6,logicGrid
3096,2,logicGrid
3097,6,logicGrid
3099,4,logicGrid
3100,4,logicGrid
3101,5,logicGrid
3102,4,logicGrid
3103,5,logicGrid
3104,3,logicGrid
3105,3,logicGrid
3106,3,logicGrid
3108,4,logicGrid
3111,4,logicGrid
3112,4,logicGrid
3114,4,logicGrid
3116,5,logicGrid
3117,4,logicGrid
3118,3,logicGrid
3119,4,logicGrid
3120,2,logicGrid
3123,3,logicGrid
3128,3,logicGrid
3130,3,logicGrid
