localID,pid,fields,dx,dyv,dz,dpitch,dyaw,droll,msx,msy,msz,datetime,comment
chest_2_ABG,-1,ActorTransform,45986,64978,7086,0,0,0,1,1,1,,
chest_2_ABH,-1,ActorTransform,54993,66317,13342,0,0,0,1,1,1,,
chest_2_ABI,-1,ActorTransform,27617,56583,10501,0,0,0,1,1,1,,
chest_2_ABJ,-1,ActorTransform,14561,67145,3250,0,0,0,1,1,1,,
chest_2_ABK,-1,ActorTransform,23962,52159,8209,0,0,0,1,1,1,,
chest_2_ABL,-1,ActorTransform,31616.14,39987.34,12150.41,0,0,0,1,1,1,,
chest_2_ABM,-1,ActorTransform,32864,50434,9004,0,0,0,1,1,1,,
chest_2_ABN,-1,ActorTransform,16632,48404,12116,0,0,0,1,1,1,,
chest_2_ABO,-1,ActorTransform,17767,60829,1224,0,0,0,1,1,1,,
chest_2_ABP,-1,ActorTransform,55080,78157,16066,0,0,0,1,1,1,,
chest_2_ABQ,-1,ActorTransform,41947,43300,9292,0,0,0,1,1,1,,
chest_2_ABR,-1,ActorTransform,16636,61988,3248,0,0,0,1,1,1,,
chest_2_ABS,-1,ActorTransform,6393,57547,1077,0,0,0,1,1,1,,
chest_2_ABT,-1,ActorTransform,30381,65872,1392,0,0,0,1,1,1,,
chest_2_ABU,-1,ActorTransform,41261,60407,6311,0,0,0,1,1,1,,
chest_2_ABV,-1,ActorTransform,57256,47767,15611,0,0,0,1,1,1,,
chest_2_ABW,-1,ActorTransform,47810,56564,11779,0,0,0,1,1,1,,
chest_2_ABX,-1,ActorTransform,44294,61395,6946,0,0,0,1,1,1,,
chest_2_ABY,-1,ActorTransform,38678,43801,8869,0,0,0,1,1,1,,
chest_2_ABZ,-1,ActorTransform,30258,53768,9693,0,0,0,1,1,1,,
chest_2_ACA,-1,ActorTransform,19709,52166,10302,0,0,0,1,1,1,,
chest_2_ACB,-1,ActorTransform,29201,70038,4106,0,0,0,1,1,1,,
chest_2_ACC,-1,ActorTransform,25047,90007,11414,0,0,0,1,1,1,,
chest_2_ACD,-1,ActorTransform,20588,72356,4607,0,0,0,1,1,1,,
chest_2_ACE,-1,ActorTransform,50489,44921,10451,0,0,0,1,1,1,,
chest_2_ACF,-1,ActorTransform,26091,90907,11630,0,0,0,1,1,1,,
chest_2_ACG,-1,ActorTransform,22775,89837,10620,0,0,0,1,1,1,,
chest_2_ACH,-1,ActorTransform,56346,66876,14239,0,0,0,1,1,1,,
chest_2_ACI,-1,ActorTransform,31022,51406,9254,0,0,0,1,1,1,,
chest_2_ACJ,-1,ActorTransform,17987,76812,6493,0,0,0,1,1,1,,
chest_2_ACK,-1,ActorTransform,52554,65446,13013,0,0,0,1,1,1,,
chest_2_ACL,-1,ActorTransform,14943,69569,1083,0,0,0,1,1,1,,
chest_2_ACM,-1,ActorTransform,28689,76745,8422,0,0,0,1,1,1,,
chest_2_ACN,-1,ActorTransform,50536,61907,11827,0,0,0,1,1,1,,
chest_2_ACO,-1,ActorTransform,31856,46261,9060,0,0,0,1,1,1,,
chest_2_ACP,-1,ActorTransform,12630,64222,2893,0,0,0,1,1,1,,
chest_2_ACQ,-1,ActorTransform,39496,81281,10005,0,0,0,1,1,1,,
chest_2_ACR,-1,ActorTransform,29055,80770,9184,0,0,0,1,1,1,,
chest_2_ACS,-1,ActorTransform,54718.72,64364.02,13515.37,0,0,0,1,1,1,,
chest_2_ACT,-1,ActorTransform,23927,90472,11057,0,0,0,1,1,1,,
chest_2_ACU,-1,ActorTransform,24674,82456,9086,0,0,0,1,1,1,,
chest_2_ACV,-1,ActorTransform,12035,65706,2196,0,0,0,1,1,1,,
chest_2_ACW,-1,ActorTransform,44033,34752,11670,0,0,0,1,1,1,,
chest_2_ACX,-1,ActorTransform,65030,62740,18064,0,0,0,1,1,1,,
chest_2_ACY,-1,ActorTransform,16981,58776,2136,0,0,0,1,1,1,,
chest_2_ACZ,-1,ActorTransform,25066,49509,9149,0,0,0,1,1,1,,
chest_2_ADA,-1,ActorTransform,27994.82,41324.64,12590.85,0,0,0,1,1,1,,
chest_2_ADB,-1,ActorTransform,28268,83858,9400,0,0,0,1,1,1,,
chest_2_ADC,-1,ActorTransform,26285,71943,6815,0,0,0,1,1,1,,
chest_2_ADD,-1,ActorTransform,35423,71583,2123,0,0,0,1,1,1,,
chest_2_ADE,-1,ActorTransform,42324,42296,9410,0,0,0,1,1,1,,
chest_2_ADF,-1,ActorTransform,15234,47149,12803,0,0,0,1,1,1,,
chest_2_ADG,-1,ActorTransform,21847,49315,9899,0,0,0,1,1,1,,
chest_2_ADH,-1,ActorTransform,26847,76197,7928,0,0,0,1,1,1,,
chest_2_ADI,-1,ActorTransform,43311,57664,7787,0,0,0,1,1,1,,
chest_2_ADJ,-1,ActorTransform,37963,72666,2771,0,0,0,1,1,1,,
chest_2_ADK,-1,ActorTransform,47812,75489,10157,0,0,0,1,1,1,,
chest_2_ADL,-1,ActorTransform,18574,79886,7659,0,0,0,1,1,1,,
chest_2_ADM,-1,ActorTransform,10861,63092,4088,0,0,0,1,1,1,,
chest_2_ADN,-1,ActorTransform,13397,71192,1078,0,0,0,1,1,1,,
chest_2_ADO,-1,ActorTransform,44143,50388,9216,0,0,0,1,1,1,,
chest_2_ADP,-1,ActorTransform,45923,42997,10594,0,0,0,1,1,1,,
chest_2_ADQ,-1,ActorTransform,11248,77205,2004,0,0,0,1,1,1,,
chest_2_ADR,-1,ActorTransform,11817,71391,826,0,0,0,1,1,1,,
chest_2_ADS,-1,ActorTransform,45900,47654,9540,0,0,0,1,1,1,,
chest_2_ADT,-1,ActorTransform,15979,67309,3247,0,0,0,1,1,1,,
chest_2_ADU,-1,ActorTransform,58853,65550,13654,0,0,0,1,1,1,,
chest_2_ADV,-1,ActorTransform,45654,80091,12238,0,0,0,1,1,1,,
chest_2_ADW,-1,ActorTransform,45482,62927,7016,0,0,0,1,1,1,,
chest_2_ADX,-1,ActorTransform,38440,73269,5053,0,0,0,1,1,1,,
chest_2_ADY,-1,ActorTransform,42804,37261,10544,0,0,0,1,1,1,,
chest_2_ADZ,-1,ActorTransform,31404,91876,11673,0,0,0,1,1,1,,
chest_2_AEA,-1,ActorTransform,35510,75837,5838,0,0,0,1,1,1,,
chest_2_AEB,-1,ActorTransform,13560,55042,4129,0,0,0,1,1,1,,
chest_2_AEC,-1,ActorTransform,61050,51285,17498,0,0,0,1,1,1,,
chest_2_AED,-1,ActorTransform,43042,83688,11536,0,0,0,1,1,1,,
chest_2_AEE,-1,ActorTransform,13082,72350,999,0,0,0,1,1,1,,
chest_2_AEF,-1,ActorTransform,44697,73254,6768,0,0,0,1,1,1,,
chest_2_AEG,-1,ActorTransform,19771,50365,10143,0,0,0,1,1,1,,
chest_2_AEH,-1,ActorTransform,10893,65150,3148,0,0,0,1,1,1,,
chest_2_AEI,-1,ActorTransform,43851,42343,10707,0,0,0,1,1,1,,
chest_2_AEJ,-1,ActorTransform,23894,58870,6164,0,0,0,1,1,1,,
chest_2_AEK,-1,ActorTransform,25826,49790,9155,0,0,0,1,1,1,,
chest_2_AEL,-1,ActorTransform,45294,82490,12279,0,0,0,1,1,1,,
chest_2_AEM,-1,ActorTransform,22685,55695,7522,0,0,0,1,1,1,,
chest_2_AEN,-1,ActorTransform,18839,88471,11853,0,0,0,1,1,1,,
chest_2_AEO,-1,ActorTransform,49994,79114,13230,0,0,0,1,1,1,,
chest_2_AEP,-1,ActorTransform,50268,71189,11381,0,0,0,1,1,1,,
chest_2_AEQ,-1,ActorTransform,57336.46,50535.62,16107.19,0,0,0,1,1,1,,
chest_2_AER,-1,ActorTransform,63284,52550,18818,0,0,0,1,1,1,,
chest_2_AES,-1,ActorTransform,21567,56017,7495,0,0,0,1,1,1,,
chest_2_AET,-1,ActorTransform,17523,51737,10485,0,0,0,1,1,1,,
chest_2_AEU,-1,ActorTransform,32413.55,42508.94,11778.4,0,0,0,1,1,1,,
chest_2_AEV,-1,ActorTransform,21837,82030,8676,0,0,0,1,1,1,,
chest_2_AEW,-1,ActorTransform,32773.43,77772.29,8517.36,0,0,0,1,1,1,,
chest_2_AEX,-1,ActorTransform,48160,64878,9010,0,0,0,1,1,1,,
chest_2_AEY,-1,ActorTransform,48701,73884,10752,0,0,0,1,1,1,,
chest_2_AEZ,-1,ActorTransform,14167,75691,4273,0,0,0,1,1,1,,
chest_2_AFA,-1,ActorTransform,28639,91733,14789,0,0,0,1,1,1,,
chest_2_AFB,-1,ActorTransform,5380,66813,1174,0,0,0,1,1,1,,
chest_2_AFC,-1,ActorTransform,65763,59068,18707,0,0,0,1,1,1,,
chest_2_AFD,-1,ActorTransform,26620,56641,10542,0,0,0,1,1,1,,
chest_2_AFE,-1,ActorTransform,47834,58848,11675,0,0,0,1,1,1,,
chest_2_AFF,-1,ActorTransform,49682,73436,11118,0,0,0,1,1,1,,
chest_2_AFG,-1,ActorTransform,26856.82,80528.66,8896.46,0,0,0,1,1,1,,
chest_2_AFH,-1,ActorTransform,29598,48458,9109,0,0,0,1,1,1,,
chest_2_AFI,-1,ActorTransform,12337,57841,1323,0,0,0,1,1,1,,
chest_2_AFJ,-1,ActorTransform,53421,46274,13243,0,0,0,1,1,1,,
chest_2_AFK,-1,ActorTransform,41651,37891,9998,0,0,0,1,1,1,,
chest_2_AFL,-1,ActorTransform,31692,78578,8437.4,0,0,0,1,1,1,,
chest_2_AFM,-1,ActorTransform,32266,93502,11953,0,0,0,1,1,1,,
chest_2_AFN,-1,ActorTransform,43679,59938,7013,0,0,0,1,1,1,,
chest_2_AFO,-1,ActorTransform,42621,36411,10815,0,0,0,1,1,1,,
chest_2_AFP,-1,ActorTransform,35394,92385,11675,0,0,0,1,1,1,,
chest_2_AFQ,-1,ActorTransform,14314,82208,6603,0,0,0,1,1,1,,
chest_2_AFR,-1,ActorTransform,49139,60192,11893,0,0,0,1,1,1,,
chest_2_AFS,-1,ActorTransform,8876,55282,994,0,0,0,1,1,1,,
chest_2_AFT,-1,ActorTransform,61191,63956,15814,0,0,0,1,1,1,,
chest_2_AFU,-1,ActorTransform,13234,76963,4274,0,0,0,1,1,1,,
chest_2_AFV,-1,ActorTransform,39110,83217,11378,0,0,0,1,1,1,,
chest_2_AFW,-1,ActorTransform,22996,88051,10029,0,0,0,1,1,1,,
chest_2_AFX,-1,ActorTransform,48340,34701,12552,0,0,0,1,1,1,,
chest_2_AFY,-1,ActorTransform,37120,71464,2211,0,0,0,1,1,1,,
chest_2_AFZ,-1,ActorTransform,25175,73531,6501,0,0,0,1,1,1,,
chest_2_AGA,-1,ActorTransform,60284,62309,14758,0,0,0,1,1,1,,
chest_2_AGB,-1,ActorTransform,20388.62,76358.91,11124.26,0,0,0,1,1,1,,
chest_2_AGC,-1,ActorTransform,45674.85,43926.01,10490.41,0,0,0,1,1,1,,
chest_2_AGD,-1,ActorTransform,27291,71741,6928,0,0,0,1,1,1,,
chest_2_AGE,-1,ActorTransform,36556,89910,11377,0,0,0,1,1,1,,
chest_2_AGF,-1,ActorTransform,33064,74536,5046,0,0,0,1,1,1,,
chest_2_AGG,-1,ActorTransform,50066.77,37639.25,13342.92,0,0,0,1,1,1,,
chest_2_AGH,-1,ActorTransform,30004,82110,11377,0,0,0,1,1,1,,
chest_2_AGI,-1,ActorTransform,56268,65422,13490,0,0,0,1,1,1,,
chest_2_AGJ,-1,ActorTransform,40994,74679,4685,0,0,0,1,1,1,,
chest_2_AGK,-1,ActorTransform,27420.06,82520.17,9340.9,0,0,0,1,1,1,,
chest_2_AGL,-1,ActorTransform,50163.41,65450.52,10754.87,0,0,0,1,1,1,,
chest_2_AGM,-1,ActorTransform,48888,77427,12043,0,0,0,1,1,1,,
chest_2_AGN,-1,ActorTransform,34693,36772,11905,0,0,0,1,1,1,,
chest_2_AGO,-1,ActorTransform,45284,57508,8434,0,0,0,1,1,1,,
chest_2_AGP,-1,ActorTransform,8866,60232,1145,0,0,0,1,1,1,,
chest_2_AGQ,-1,ActorTransform,48640,53369,11513,0,0,0,1,1,1,,
chest_2_AGR,-1,ActorTransform,23893,71577,5444,0,0,0,1,1,1,,
chest_2_AGS,-1,ActorTransform,17139,73953,2940,0,0,0,1,1,1,,
chest_2_AGT,-1,ActorTransform,29776,59940,6203,0,0,0,1,1,1,,
chest_2_AGU,-1,ActorTransform,34917,74524,5222,0,0,0,1,1,1,,
chest_2_AGV,-1,ActorTransform,40293,41009,9091,0,0,0,1,1,1,,
chest_2_AGW,-1,ActorTransform,46717,54889,11702,0,0,0,1,1,1,,
chest_2_AGX,-1,ActorTransform,30783.45,77803.17,8540.92,0,0,0,1,1,1,,
chest_2_AGY,-1,ActorTransform,54421,48363,13361,0,0,0,1,1,1,,
chest_2_AGZ,-1,ActorTransform,26601.11,83289.39,9300.91,0,0,0,1,1,1,,
chest_2_AHA,-1,ActorTransform,49460,38854,13722,0,0,0,1,1,1,,
chest_2_AHB,-1,ActorTransform,10020,72907,366,0,0,0,1,1,1,,
chest_2_AHC,-1,ActorTransform,43569,73416,6145,0,0,0,1,1,1,,
chest_2_AHD,-1,ActorTransform,19831,61909,948,0,0,0,1,1,1,,
chest_2_AHE,-1,ActorTransform,14024,71828,1053,0,0,0,1,1,1,,
chest_2_AHF,-1,ActorTransform,50818,43545,10882,0,0,0,1,1,1,,
chest_2_AHG,-1,ActorTransform,23947,86173,9410,0,0,0,1,1,1,,
chest_2_AHH,-1,ActorTransform,49770,77879,12541,0,0,0,1,1,1,,
chest_2_AHI,-1,ActorTransform,55597,53445,14187,0,0,0,1,1,1,,
chest_2_AHJ,-1,ActorTransform,39834,73046,3485,0,0,0,1,1,1,,
chest_2_AHK,-1,ActorTransform,52156,74403,12444,0,0,0,1,1,1,,
chest_2_AHL,-1,ActorTransform,48844,40688,13820,0,0,0,1,1,1,,
chest_2_AHM,-1,ActorTransform,54580.25,69682.49,12645.87,0,0,0,1,1,1,,
chest_2_AHN,-1,ActorTransform,21152,63661,962,0,0,0,1,1,1,,
chest_2_AHO,-1,ActorTransform,28471.41,78420.53,8739.67,0,0,0,1,1,1,,
chest_2_AHP,-1,ActorTransform,6054,61779,2216,0,0,0,1,1,1,,
chest_2_AHQ,-1,ActorTransform,35667.13,41132.63,10099.15,0,0,0,1,1,1,,
chest_2_AHR,-1,ActorTransform,23078,84080,9772,0,0,0,1,1,1,,
chest_2_AHS,-1,ActorTransform,45308,59685,8672,0,0,0,1,1,1,,
chest_2_AHT,-1,ActorTransform,16597,64284,3901,0,0,0,1,1,1,,
chest_2_AHU,-1,ActorTransform,47053,63232,8911,0,0,0,1,1,1,,
chest_2_AHV,-1,ActorTransform,52047,40829,12276,0,0,0,1,1,1,,
chest_2_AHW,-1,ActorTransform,16313,68871,1151,0,0,0,1,1,1,,
chest_2_AHX,-1,ActorTransform,15833,61027,1200,0,0,0,1,1,1,,
chest_2_AHY,-1,ActorTransform,48515.34,48290.21,10259.83,0,0,0,1,1,1,,
chest_2_AHZ,-1,ActorTransform,16281,58270,2170,0,0,0,1,1,1,,
chest_2_AIA,-1,ActorTransform,22124,89933,10660,0,0,0,1,1,1,,
chest_2_AIB,-1,ActorTransform,29224.45,79832.84,9264.68,0,0,0,1,1,1,,
chest_2_AIC,-1,ActorTransform,13780,73677,2003,0,0,0,1,1,1,,
chest_2_AID,-1,ActorTransform,55505,45896,13244,0,0,0,1,1,1,,
chest_2_AIE,-1,ActorTransform,5654,65062,2211,0,0,0,1,1,1,,
chest_2_AIF,-1,ActorTransform,49646.54,36558.91,12881.75,0,0,0,1,1,1,,
chest_2_AIG,-1,ActorTransform,20253,65652,965,0,0,0,1,1,1,,
chest_2_AIH,-1,ActorTransform,26287,66290,1428,0,0,0,1,1,1,,
chest_2_AII,-1,ActorTransform,40364,85118,9770,0,0,0,1,1,1,,
chest_2_AIJ,-1,ActorTransform,28839,68938,4226,0,0,0,1,1,1,,
chest_2_AIK,-1,ActorTransform,32793.35,40861.2,11421.55,0,0,0,1,1,1,,
chest_2_AIL,-1,ActorTransform,6109,63438,2765,0,0,0,1,1,1,,
chest_2_AIM,-1,ActorTransform,44069,55771,8458,0,0,0,1,1,1,,
chest_2_AIN,-1,ActorTransform,43435,35664,11305,0,0,0,1,1,1,,
chest_2_AIO,-1,ActorTransform,14310,59606,1375,0,0,0,1,1,1,,
chest_2_AIP,-1,ActorTransform,15184,61852,3250,0,0,0,1,1,1,,
chest_2_AIQ,-1,ActorTransform,21681,50096,9880,0,0,0,1,1,1,,
chest_2_AIR,-1,ActorTransform,50510.22,56383.65,14659.63,0,0,0,1,1,1,,
chest_2_AIS,-1,ActorTransform,20214,55514,7850,0,0,0,1,1,1,,
chest_2_AIT,-1,ActorTransform,47481,61664,8894,0,0,0,1,1,1,,
chest_2_AIU,-1,ActorTransform,5521,59543,1114,0,0,0,1,1,1,,
chest_2_AIV,-1,ActorTransform,24284,79464,9462,0,0,0,1,1,1,,
chest_2_AIW,-1,ActorTransform,40293,45349,8994,0,0,0,1,1,1,,
chest_2_AIX,-1,ActorTransform,44164,46367,9207,0,0,0,1,1,1,,
chest_2_AIY,-1,ActorTransform,40365,42267,8996,0,0,0,1,1,1,,
chest_2_AIZ,-1,ActorTransform,19945,48027,10919,0,0,0,1,1,1,,
chest_2_AJA,-1,ActorTransform,48045,44915,10309,0,0,0,1,1,1,,
chest_2_AJB,-1,ActorTransform,52928,73656,12755,0,0,0,1,1,1,,
chest_2_AJC,-1,ActorTransform,51140,79099,13925,0,0,0,1,1,1,,
chest_2_AJD,-1,ActorTransform,50790,66894,11401,0,0,0,1,1,1,,
chest_2_AJE,-1,ActorTransform,42491,85408,10620,0,0,0,1,1,1,,
chest_2_AJF,-1,ActorTransform,49188,68923,11009.66,0,0,0,1,1,1,,
chest_2_AJG,-1,ActorTransform,46007,49096,9717,0,0,0,1,1,1,,
chest_2_AJH,-1,ActorTransform,39381,75806,5474,0,0,0,1,1,1,,
chest_2_AJI,-1,ActorTransform,27866,68263,4130,0,0,0,1,1,1,,
chest_2_AJJ,-1,ActorTransform,53715,72428,13342,0,0,0,1,1,1,,
chest_2_AJK,-1,ActorTransform,53012,79695,15107,0,0,0,1,1,1,,
chest_2_AJL,-1,ActorTransform,9782,50240,4989,0,0,0,1,1,1,,
chest_2_AJM,-1,ActorTransform,22606,65933,974,0,0,0,1,1,1,,
chest_2_AJN,-1,ActorTransform,48038,76950,11913,0,0,0,1,1,1,,
chest_2_AJO,-1,ActorTransform,33824,50946,8826,0,0,0,1,1,1,,
chest_2_AJP,-1,ActorTransform,7941,64541,4089,0,0,0,1,1,1,,
chest_2_AJQ,-1,ActorTransform,24719.56,83198.95,9103.79,0,0,0,1,1,1,,
chest_2_AJR,-1,ActorTransform,25640,55029,10537,0,0,0,1,1,1,,
chest_2_AJS,-1,ActorTransform,47430,70463,9339,0,0,0,1,1,1,,
chest_2_AJT,-1,ActorTransform,49328,64460,10740,0,0,0,1,1,1,,
chest_2_AJU,-1,ActorTransform,37643.72,66533.13,1930.07,0,0,0,1,1,1,,
chest_2_AJV,-1,ActorTransform,31768,49465,9032,0,0,0,1,1,1,,
chest_2_AJW,-1,ActorTransform,46072,71639,7171,0,0,0,1,1,1,,
chest_2_AJX,-1,ActorTransform,49455,35565,12835,0,0,0,1,1,1,,
chest_2_AJY,-1,ActorTransform,25808.45,45375.74,12571.78,0,0,0,1,1,1,,
chest_2_AJZ,-1,ActorTransform,45565,37079,14458,0,0,0,1,1,1,,
chest_2_AKA,-1,ActorTransform,44862,80842,12234,0,0,0,1,1,1,,
chest_2_AKB,-1,ActorTransform,24013,61069,6993,0,0,0,1,1,1,,
chest_2_AKC,-1,ActorTransform,46143,77902,11872,0,0,0,1,1,1,,
chest_2_AKD,-1,ActorTransform,18987,48429,11246,0,0,0,1,1,1,,
chest_2_AKE,-1,ActorTransform,49944,75242,11856,0,0,0,1,1,1,,
chest_2_AKF,-1,ActorTransform,58772,62122,14117,0,0,0,1,1,1,,
chest_2_AKG,-1,ActorTransform,12485,52707,4834,0,0,0,1,1,1,,
chest_2_AKH,-1,ActorTransform,47109,44246,10356,0,0,0,1,1,1,,
chest_2_AKI,-1,ActorTransform,46713,34114,12144,0,0,0,1,1,1,,
chest_2_AKJ,-1,ActorTransform,33328,82496,11377,0,0,0,1,1,1,,
chest_2_AKK,-1,ActorTransform,11174,62881,3148,0,0,0,1,1,1,,
chest_2_AKL,-1,ActorTransform,17545.01,83777.84,11774.21,0,0,0,1,1,1,,
chest_2_AKM,-1,ActorTransform,30394,78583,8643,0,0,0,1,1,1,,
chest_2_AKN,-1,ActorTransform,55618,76518,16714,0,0,0,1,1,1,,
chest_2_AKO,-1,ActorTransform,19415,85777,12763,0,0,0,1,1,1,,
chest_2_AKP,-1,ActorTransform,50613,52436,12365,0,0,0,1,1,1,,
chest_2_AKQ,-1,ActorTransform,25287,52864,9880,0,0,0,1,1,1,,
chest_2_AKR,-1,ActorTransform,15073,52033,10593,0,0,0,1,1,1,,
chest_2_AKS,-1,ActorTransform,20447,64895,962,0,0,0,1,1,1,,
chest_2_AKT,-1,ActorTransform,50755,38098,13208,0,0,0,1,1,1,,
chest_2_AKU,-1,ActorTransform,49951,71071,10970,0,0,0,1,1,1,,
chest_2_AKV,-1,ActorTransform,32780,51918,8252,0,0,0,1,1,1,,
chest_2_AKW,-1,ActorTransform,51067,63303,11849,0,0,0,1,1,1,,
chest_2_AKX,-1,ActorTransform,33048,72581,5054,0,0,0,1,1,1,,
chest_2_AKY,-1,ActorTransform,52617,51522,13050,0,0,0,1,1,1,,
chest_2_AKZ,-1,ActorTransform,52110,38608,12919,0,0,0,1,1,1,,
chest_2_ALA,-1,ActorTransform,50513,66648,11018,0,0,0,1,1,1,,
chest_2_ALB,-1,ActorTransform,15484,59972,1277,0,0,0,1,1,1,,
chest_2_ALC,-1,ActorTransform,22218,74210,6260,0,0,0,1,1,1,,
chest_2_ALD,-1,ActorTransform,24068,65556,1202,0,0,0,1,1,1,,
chest_2_ALE,-1,ActorTransform,53584,51702,13187,0,0,0,1,1,1,,
chest_2_ALF,-1,ActorTransform,50802,74489,11883,0,0,0,1,1,1,,
chest_2_ALG,-1,ActorTransform,22264,78597,10294,0,0,0,1,1,1,,
chest_2_ALH,-1,ActorTransform,42646,79313,11182,0,0,0,1,1,1,,
chest_2_ALI,-1,ActorTransform,42485,74775,5300,0,0,0,1,1,1,,
chest_2_ALJ,-1,ActorTransform,40565,76272,5175,0,0,0,1,1,1,,
chest_2_ALK,-1,ActorTransform,42718,53791,8669,0,0,0,1,1,1,,
chest_2_ALL,-1,ActorTransform,16501,65115,3901,0,0,0,1,1,1,,
chest_2_ALM,-1,ActorTransform,42297,52465,8955,0,0,0,1,1,1,,
chest_2_ALN,-1,ActorTransform,8582,72110,343,0,0,0,1,1,1,,
chest_2_ALO,-1,ActorTransform,49695,72669,10938,0,0,0,1,1,1,,
chest_2_ALP,-1,ActorTransform,7426,64790,3148,0,0,0,1,1,1,,
chest_2_ALQ,-1,ActorTransform,17118,66701,1171,0,0,0,1,1,1,,
chest_2_ALR,-1,ActorTransform,54270,63179,13864,0,0,0,1,1,1,,
chest_2_ALS,-1,ActorTransform,19619,58535,3464,0,0,0,1,1,1,,
chest_2_ALT,-1,ActorTransform,44068,44493,9176,0,0,0,1,1,1,,
chest_2_ALU,-1,ActorTransform,64553,57533,19658,0,0,0,1,1,1,,
chest_2_ALV,-1,ActorTransform,32495,59164,6208,0,0,0,1,1,1,,
chest_2_ALW,-1,ActorTransform,53959,52622,13576,0,0,0,1,1,1,,
chest_2_ALX,-1,ActorTransform,38962,41806,9028,0,0,0,1,1,1,,
chest_2_ALY,-1,ActorTransform,55599,72778,14237,0,0,0,1,1,1,,
chest_2_ALZ,-1,ActorTransform,53932,65274,13277,0,0,0,1,1,1,,
chest_2_AMA,-1,ActorTransform,16373,79066,6599,0,0,0,1,1,1,,
chest_2_AMB,-1,ActorTransform,7200,68071,769,0,0,0,1,1,1,,
chest_2_AMC,-1,ActorTransform,46322,46522,9628,0,0,0,1,1,1,,
chest_2_AMD,-1,ActorTransform,35046,93568,11029,0,0,0,1,1,1,,
chest_2_AME,-1,ActorTransform,58991.01,50498.83,16524.73,0,0,0,1,1,1,,
chest_2_AMF,-1,ActorTransform,14993,56684,3072,0,0,0,1,1,1,,
chest_2_AMG,-1,ActorTransform,47022,66171,7147,0,0,0,1,1,1,,
chest_2_AMH,-1,ActorTransform,13912,58105,1567,0,0,0,1,1,1,,
chest_2_AMI,-1,ActorTransform,14227,50585,10595,0,0,0,1,1,1,,
chest_2_AMJ,-1,ActorTransform,7696,62483,3148,0,0,0,1,1,1,,
