localID,pid,fields,dx,dy,dz,dpitch,dyaw,droll,comment
racingRingCourse--jonat--HOEDEDREXFVKGSEFEBQOZYBYIEVU--1683769429--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_4,17406,StartingPlatformTransform,-61,-273,2,-2,9,1,
racingRingCourse--Utilisateur--EJEVEWGKOLPQMPZWEHATZNBXKAER--1687361648--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_10,17472,StartingPlatformTransform,-35,-6,13,-4,3,1,
racingRingCourse--Utilisateur--EOETLOXQRNXKTEKOWKNTYOBVJQEW--1686840110--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_1,17460,StartingPlatformTransform,-31,-46,-34,11,-5,11,
racingRingCourse--Utilisateur--EVKOXLVHDVYAVYKBSHZSRNEYWYIS--1686662152--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_4,17457,StartingPlatformTransform,23,15,4,-3,0,-3,
racingRingCourse--Utilisateur--GFOUXRPKJJBFAYAKTKCXYPZJOVSG--1686252666--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_15,17429,StartingPlatformTransform,0,0,23,0,0,-2.5,
racingRingCourse--Utilisateur--HIXCOBOWRWTHWOQFBWIXSFRPWEDW--1687280031--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_4,17463,StartingPlatformTransform,-3,-52,7,5,1,-1,
racingRingCourse--Utilisateur--PASBQKTSXMQEYCFAUNZVTBVVQYTM--1686584340--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_10,17442,StartingPlatformTransform,0,0,19,2,0,-8,
racingRingCourse--jonat--IZJGHFMRMDBSWRCGEZDOPHFYRFHY--1685043787--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_1,17422,StartingPlatformTransform,0,0,10,0.5,0,-1,
racingRingCourse--jonat--JOFDNHMGTOYSQNUPOPQAOEAYRBMA--1684392333--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_13,17426,StartingPlatformTransform,59,2,-20,-9,0,1,
racingRingCourse--jonat--KAXSWVTAOLTADTTEOBPCVEPQMKQP--1683782788--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_30,17416,StartingPlatformTransform,0,0,-5,-1,0,8,
racingRingCourse--jonat--LFNSBJUZRFSIEBTIWXZOUIKHUWMW--1683794314--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_3,17413,StartingPlatformTransform,0,0,7,-0.5,0,17.5,
racingRingCourse--jonat--LTVDDAMYDWFPZVFOVEJZMLDYWMPN--1683862565--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_1,17414,StartingPlatformTransform,0,0,3,6,0,5,
racingRingCourse--jonat--WDOUXVJHONMNNJLMRVLBPKARWZGV--1685120688--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_7,17167,StartingPlatformTransform,0,0,10,0,0,2,
racingRingCourse--jonat--XOTDNEGMIYLAHNPYOBCQTHHNRXKI--1684391104--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_4,17421,StartingPlatformTransform,-22,-149,55,4,0,4,
followTheShiny--jonat--BIHOBQAIXFGGFKPUFZXHJVIXHTRJ--1686554923--BP_FollowTheShiny_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_FollowTheShiny_C_1,16724,ActorTransform,0,0,24,0,0,0,
ghostObject--jonat--RDNUDUDZCGQVOSPSUAPMUIVOUQHZ--1682978282--BP_GhostHiddenObject_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_GhostHiddenObject171,16983,ActorTransform,0,0,30,0,0,0,
lightPattern--jonat--OCCZZZHRKOIMTSBRMCHPSUTDXLZK--1682057444--BP_ProjectionCone_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_ProjectionCone_C_1,17914,ActorTransform|captureComponentTransform|lightDecalTransform,-58,-17,-11,0,3,0,
racingRingCourse--Utilisateur--AVCLFYQRWQFQRFNYWVGTCYBOKRDG--1686334572--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_1,17437,StartingPlatformTransform,0,-25,3.5,-1.5,0,-3,
racingRingCourse--Utilisateur--BAPKCNDDSYFKFMHVUAFCMRABBZKI--1686585027--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_13,17444,StartingPlatformTransform,120,46,-22,5,0,6.5,
racingRingCourse--Utilisateur--BOQWHJVRCZLKGLMZFBQBDCITGJNR--1687283115--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_10,17467,StartingPlatformTransform,74,-46,12,13.5,0,-6,
racingRingCourse--Utilisateur--BPFDEIIJGVSNEYNDLJHEWQMTYAIQ--1686582506--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_7,17443,StartingPlatformTransform,0,0,32.5,2,0,-14,
racingRingCourse--Utilisateur--CADBBCELACQKLUZJLOQBEFLCEEVO--1686592825--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_29,17448,StartingPlatformTransform,0,0,13.5,-2.5,0,-1,
racingRingCourse--Utilisateur--CRWRWYCVESCLYVGBHKCIILPQIHUX--1687281341--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_7,17466,StartingPlatformTransform,2,-12,27.5,5.5,-7,-18,
racingRingCourse--Utilisateur--DCUJITPACTPHMMFJDTRLMGFPQWCW--1686591771--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_26,17449,StartingPlatformTransform,-40,-26,1,3,0,1.5,
racingRingCourse--Utilisateur--HMAJEXHSIIAVTZSEADEJFXTMIMZO--1687450881--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_19,17483,StartingPlatformTransform,-109,62,-4.5,-3.5,7,2.5,
racingRingCourse--Utilisateur--HVXCMROOSOQTXHKAAUYADGJWWOAX--1686669070--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_13,17462,StartingPlatformTransform,0,0,2,0,0,2,
racingRingCourse--Utilisateur--IEOTGJMRWYLUSSDLINCSNUONTUES--1687377171--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_4,17478,StartingPlatformTransform,51,73,33,9,0,13,
racingRingCourse--Utilisateur--IGUGAHXXHILLUDLXYCPFYYQNPCXT--1687448766--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_11,17486,StartingPlatformTransform,137,-89,-8,5,-1,-12,
racingRingCourse--Utilisateur--IPAUFHETVQZMQJYYITUCVQTSUAXG--1686661503--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_1,17453,StartingPlatformTransform,22,3,6,-0.5,0,-3.5,
racingRingCourse--Utilisateur--ITHZLLJXHBJGMAWTFKXYFZGMHOXC--1686590942--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_23,17446,StartingPlatformTransform,0,0,7.5,4.5,0,-10.5,
racingRingCourse--Utilisateur--KMJCBHOIHJXLZIYBUXIZZRUNRXKH--1687356739--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_4,17470,StartingPlatformTransform,0,-39,6,0,0,3,
racingRingCourse--Utilisateur--NPXGKBNUYZJMAXCGVIKLCNIGQXUU--1687444431--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_1,17482,StartingPlatformTransform,17,-42,10,10,-20,1,
racingRingCourse--Utilisateur--NUMJQFJSZIWGMPYUOIQOBFXDCGXV--1686842748--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_4,17464,StartingPlatformTransform,-93,14,19,0,-4,-5,
racingRingCourse--Utilisateur--PQYWJKKJCLVTAAFGNFNWTNBQDNTL--1687359205--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_7,17471,StartingPlatformTransform,0,0,-2,-1,-0.5,0,
racingRingCourse--Utilisateur--SDTGINJOWHIFSBDKTZJSMNQRTCSP--1687372184--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_28,17476,StartingPlatformTransform,0,0,-14,1.5,0,0,
racingRingCourse--Utilisateur--SORRJVADKNXCQWBLNDVDNMDHGVBQ--1686589404--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_16,17447,StartingPlatformTransform,2,-4,10,0,0,0,
racingRingCourse--Utilisateur--UAMBALIKKPDGPFSKKKWVDIOBJGJL--1687278850--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_1,17465,StartingPlatformTransform,-18,-32,13,-2,4,-7,
racingRingCourse--Utilisateur--UEXXXBUFSIYEQPQFTGVBURDLLTFI--1686238940--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_3,17487,StartingPlatformTransform,0,0,5,2,0,-1,
racingRingCourse--jonat--CLOEWJACCKDMCUBJXDCBCTPDCKZW--1686833613--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_1,17454,StartingPlatformTransform,0,0,17.5,1,0,5,
racingRingCourse--jonat--KRNTWDGUNRQRRKWRZKYICYBSXWRZ--1684392260--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_10,17420,StartingPlatformTransform,9,-31,-22,0.5,0,10.5,
racingRingCourse--jonat--OEYWKLSYIRENBIVNAGWHJGMOSBXB--1687541416--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_4,17479,StartingPlatformTransform,0,0,14.5,-1.5,0,-5.5,
racingRingCourse--jonat--UFKRVHVMPYQWFUNFEZPUAHCLTAPF--1687537804--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_1,17481,StartingPlatformTransform,-5,-11,4,0,-1,0,
racingRingCourse--jonat--UHILSXAYPKPABWEPZKORAZHGJIUX--1686556972--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_4,17430,StartingPlatformTransform,-97,-85,15,-1,6,1,
racingRingCourse--jonat--UZNNAKKIESHEBRIZHEVPFBOEMXUE--1683567023--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_5,17495,StartingPlatformTransform,30,-25,-10,-0.5,0,4,
racingRingCourse--jonat--VDIMQNTQYXFYGFVCIKUEZOEDREFR--1683740819--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_1,17411,StartingPlatformTransform,-32,73,0,0,2,-12,
racingRingCourse--jonat--VVPAOLWBJUQJERZTCALJCDDVAWAX--1687148487--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_4,17456,StartingPlatformTransform,-27,0,38,8,0,-15,
racingRingCourse--jonat--WBLOFJIIUFYTKUUUDFVDBCGBSWAB--1685119067--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_4,17428,StartingPlatformTransform,19,-93,46.5,9,0,9,
racingRingCourse--jonat--WPPLEUYUPJUSOIUTDPNTZGTICIME--1686558244--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_10,17435,StartingPlatformTransform,9,168,-56,3,0,0,
racingRingCourse--jonat--XFZLAWLDTESDTKDYYSDZICQAMANM--1685118363--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_1,17432,StartingPlatformTransform,0,0,28.5,2.5,0,-7,
racingRingCourse--jonat--YQXGFRWKHKPFWZHNGGHWEOSASWKD--1683772791--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_10,17415,StartingPlatformTransform,-12.5,45,8,0,-1,0,
racingRingCourse--jonat--ZXSHFRKITGXTKRAJJAKWQTOITZQY--1686688068--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_1,17451,StartingPlatformTransform,-51,61,-9.5,-5.5,0,3,
seek5--jonat--QYZRSIZRMNKUOXZYXPSVIIOKIBPK--1684192451--BP_Seek5_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_Seek5_C_46,17196,CentralPillarTransform,-92,32,-50,0,0,0,
hiddenArchway--main_gi--UJVTBBOEOWSIMQVLNAGHWRWNJTWG--1681948562--BP_ArchwayFind_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Javis.Mountain_Javis:PersistentLevel.BP_ArchwayFind_C_10,18405,ActorTransform,23,0,-65,0,0,0,
matchbox--jonat--JPGVOZBTYHYUNLDXXNPLCYYFZSHK--1685390927--BP_Matchbox_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_Matchbox_C_107,16889,Mesh1Transform,-76,-245,50,-4,-27,0,
matchbox--jonat--JPGVOZBTYHYUNLDXXNPLCYYFZSHK--1685390927--BP_Matchbox_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_Matchbox_C_107,16889,Mesh2Transform,0,-37,4,5,0,1,
matchbox--jonat--YQEJUYTXMFYFLZINRCDPJMRNGXJW--1685543742--BP_Matchbox_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_Matchbox_C_16,17094,Mesh1Transform,6,0,35,0,0,0,
matchbox--jonat--YQEJUYTXMFYFLZINRCDPJMRNGXJW--1685543742--BP_Matchbox_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_Matchbox_C_16,17094,Mesh2Transform,0,-181,-17,0,0,0,
matchbox--jonat--ZNOPVJEPZSJJBXTWFSEUQUZRMHUN--1685392078--BP_Matchbox_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_Matchbox_C_119,16894,Mesh1Transform,6,2,0,0,-2,0,
racingRingCourse--jonat--QHTGSTSWMIDHSVXAHCEKHCMIOVBW--1683593341--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_10,17491,StartingPlatformTransform,-58,-38,12,0,-8,2,
racingRingCourse--jonat--XCSMUUAZIFCGOJFAMINYESQBMFWD--1687149230--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_10,17455,StartingPlatformTransform,3,-39,18,-11,0,11,
racingRingCourse--Utilisateur--PQYWJKKJCLVTAAFGNFNWTNBQDNTL--1687359205--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_7,17471,DuplicateTransform-3,0,-40,26,0,0,0,
racingRingCourse--Utilisateur--PQYWJKKJCLVTAAFGNFNWTNBQDNTL--1687359205--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_7,17471,DuplicateTransform-4,0,-32,26,0,0,0,
racingRingCourse--jonat--AJYRGIUXUBJNZINSGWIGCWZWACAL--1683779051--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_20,17412,StartingPlatformTransform,-139,-586,-131,0,1,0,
racingRingCourse--Utilisateur--AOTTDOBXQNEEPZFEMVWEXHXYVNGN--1687446642--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_4,17492,StartingPlatformTransform,6,-34,5,0,15,-1,
racingRingCourse--Utilisateur--GUFZLHTZHNMMAJFCRXFFAIINFMOI--1686664714--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_10,17458,StartingPlatformTransform,60,-37,21,0,0,-4,
racingRingCourse--Utilisateur--HKJRQJGRWXLLUXTOHMXPYKUSZEAO--1686579240--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_4,17445,StartingPlatformTransform,0,0,2,-3,0,-2,
racingRingCourse--Utilisateur--ODTTTVLALEPZAXJALSOQIVERDBSP--1687378872--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_7,17485,StartingPlatformTransform,0,0,-3,-1,0,-3,
racingRingCourse--Utilisateur--OYNGBPQPEHZTBRLUZXUHHCSASPKI--1686577619--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_1,17439,StartingPlatformTransform,-68,-42,5,-1,0,4,
racingRingCourse--Utilisateur--UGTJHXYSVRFYAAUAJPGKAWIWEJNG--1687363548--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_15,17473,StartingPlatformTransform,-8,-3,11,0,1,1,
racingRingCourse--Utilisateur--UVAJXLKFINIBHONJRSTBMQHPNKTU--1686249847--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Danael.Mountain_Danael:PersistentLevel.BP_RacingRings_C_9,17490,StartingPlatformTransform,-104,-76,-47,0,3.5,17,
racingRingCourse--jonat--ASOZDZZVOXLZXGPWHKVSRDSBUPLU--1683773943--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_13,17419,StartingPlatformTransform,-31,186,138,-2,0,33,
racingRingCourse--jonat--GCUUHKWPHUCCTQYTQLUVWVWJIXKD--1683792437--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/Mountain_Placement.Mountain_Placement:PersistentLevel.BP_RacingRings_C_10,17417,StartingPlatformTransform,0,0,2,0.5,0,3,
racingRingCourse--jonat--HAJXCNXGUCPPQIEQQSDNAROWNCEP--1683663365--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_1,17400,StartingPlatformTransform,-22,-95,81,2,6,-14,
racingRingCourse--jonat--JTMICQJOCVIHVOLOXIQBCEKRFXXW--1683863359--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_4,17424,StartingPlatformTransform,-55,-36,-3,0,0,-6,
racingRingCourse--jonat--LIHNJXTQJPSAWCNMYFJJAJTFOOAW--1683584734--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_17,17461,StartingPlatformTransform,50,9,18,-4,0,-5,
racingRingCourse--jonat--LUUOLOJFGHVBEDTHVZMQMTWVRPPW--1683591310--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_1,17469,DuplicateTransform-1,-309,0,0,0,0,0,
