zoneIndex,flags,x,y,z,pitch,yaw,roll
2,0,47810,56564,11779,0,0,0
2,0,44294,61395,6946,0,0,0
2,0,38678,43801,8869,0,0,0
2,0,30258,53768,9693,0,0,0
2,0,19709,52166,10302,0,0,0
2,0,29201,70038,4106,0,0,0
2,0,25047,90007,11414,0,0,0
2,0,20588,72356,4607,0,0,0
2,0,50489,44921,10451,0,0,0
2,0,26091,90907,11630,0,0,0
2,0,22775,89837,10620,0,0,0
2,0,56346,66876,14239,0,0,0
2,0,31022,51406,9254,0,0,0
2,0,17987,76812,6493,0,0,0
2,0,52554,65446,13013,0,0,0
2,0,14943,69569,1083,0,0,0
2,0,28689,76745,8422,0,0,0
2,0,50536,61907,11827,0,0,0
2,0,31856,46261,9060,0,0,0
2,0,12630,64222,2893,0,0,0
2,0,39496,81281,10005,0,0,0
2,0,29055,80770,9184,0,0,0
2,0,54718.72,64364.02,13515.37,0,0,0
2,0,23927,90472,11057,0,0,0
2,0,24674,82456,9086,0,0,0
2,0,12035,65706,2196,0,0,0
2,0,44033,34752,11670,0,0,0
2,0,65030,62740,18064,0,0,0
2,0,16981,58776,2136,0,0,0
2,0,25066,49509,9149,0,0,0
2,0,27994.82,41324.64,12590.85,0,0,0
2,0,28268,83858,9400,0,0,0
2,0,26285,71943,6815,0,0,0
2,0,35423,71583,2123,0,0,0
2,0,42324,42296,9410,0,0,0
2,0,15234,47149,12803,0,0,0
2,0,21847,49315,9899,0,0,0
2,0,26847,76197,7928,0,0,0
2,0,43311,57664,7787,0,0,0
2,0,37963,72666,2771,0,0,0
2,0,47812,75489,10157,0,0,0
2,0,18574,79886,7659,0,0,0
2,0,10861,63092,4088,0,0,0
2,0,13397,71192,1078,0,0,0
2,0,44143,50388,9216,0,0,0
2,0,45923,42997,10594,0,0,0
2,0,11248,77205,2004,0,0,0
2,0,11817,71391,826,0,0,0
2,0,45900,47654,9540,0,0,0
2,0,15979,67309,3247,0,0,0
2,0,58853,65550,13654,0,0,0
2,0,45654,80091,12238,0,0,0
2,0,45482,62927,7016,0,0,0
2,0,38440,73269,5053,0,0,0
2,0,42804,37261,10544,0,0,0
2,0,31404,91876,11673,0,0,0
2,0,35510,75837,5838,0,0,0
2,0,13560,55042,4129,0,0,0
2,0,61050,51285,17498,0,0,0
2,0,43042,83688,11536,0,0,0
2,0,13082,72350,999,0,0,0
2,0,44697,73254,6768,0,0,0
2,0,19771,50365,10143,0,0,0
2,0,10893,65150,3148,0,0,0
2,0,43851,42343,10707,0,0,0
2,0,23894,58870,6164,0,0,0
2,0,25826,49790,9155,0,0,0
2,0,45294,82490,12279,0,0,0
2,0,22685,55695,7522,0,0,0
2,0,18839,88471,11853,0,0,0
2,0,49994,79114,13230,0,0,0
2,0,50268,71189,11381,0,0,0
2,0,57336.46,50535.62,16107.19,0,0,0
2,0,63284,52550,18818,0,0,0
2,0,21567,56017,7495,0,0,0
2,0,17523,51737,10485,0,0,0
2,0,32413.55,42508.94,11778.4,0,0,0
2,0,21837,82030,8676,0,0,0
2,0,32773.43,77772.29,8517.36,0,0,0
2,0,48160,64878,9010,0,0,0
2,0,48701,73884,10752,0,0,0
2,0,14167,75691,4273,0,0,0
2,0,28639,91733,14789,0,0,0
2,0,5380,66813,1174,0,0,0
2,0,65763,59068,18707,0,0,0
2,0,26620,56641,10542,0,0,0
2,0,47834,58848,11675,0,0,0
2,0,49682,73436,11118,0,0,0
2,0,26856.82,80528.66,8896.46,0,0,0
2,0,29598,48458,9109,0,0,0
2,0,12337,57841,1323,0,0,0
2,0,53421,46274,13243,0,0,0
2,0,41651,37891,9998,0,0,0
2,0,31692,78578,8437.4,0,0,0
2,0,32266,93502,11953,0,0,0
2,0,43679,59938,7013,0,0,0
2,0,42621,36411,10815,0,0,0
2,0,35394,92385,11675,0,0,0
2,0,14314,82208,6603,0,0,0
2,0,49139,60192,11893,0,0,0
2,0,8876,55282,994,0,0,0
2,0,61191,63956,15814,0,0,0
2,0,13234,76963,4274,0,0,0
2,0,39110,83217,11378,0,0,0
2,0,22996,88051,10029,0,0,0
2,0,48340,34701,12552,0,0,0
2,0,37120,71464,2211,0,0,0
2,0,25175,73531,6501,0,0,0
2,0,60284,62309,14758,0,0,0
2,0,20388.62,76358.91,11124.26,0,0,0
2,0,45674.85,43926.01,10490.41,0,0,0
2,0,27291,71741,6928,0,0,0
2,0,36556,89910,11377,0,0,0
2,0,33064,74536,5046,0,0,0
2,0,50066.77,37639.25,13342.92,0,0,0
2,0,30004,82110,11377,0,0,0
2,0,56268,65422,13490,0,0,0
2,0,40994,74679,4685,0,0,0
2,0,27420.06,82520.17,9340.9,0,0,0
2,0,50163.41,65450.52,10754.87,0,0,0
2,0,48888,77427,12043,0,0,0
2,0,34693,36772,11905,0,0,0
2,0,45284,57508,8434,0,0,0
2,0,8866,60232,1145,0,0,0
2,0,48640,53369,11513,0,0,0
2,0,23893,71577,5444,0,0,0
2,0,17139,73953,2940,0,0,0
2,0,29776,59940,6203,0,0,0
2,0,34917,74524,5222,0,0,0
2,0,40293,41009,9091,0,0,0
2,0,46717,54889,11702,0,0,0
2,0,30783.45,77803.17,8540.92,0,0,0
2,0,54421,48363,13361,0,0,0
2,0,26601.11,83289.39,9300.91,0,0,0
2,0,49460,38854,13722,0,0,0
2,0,10020,72907,366,0,0,0
2,0,43569,73416,6145,0,0,0
2,0,19831,61909,948,0,0,0
2,0,14024,71828,1053,0,0,0
2,0,50818,43545,10882,0,0,0
2,0,23947,86173,9410,0,0,0
2,0,49770,77879,12541,0,0,0
2,0,55597,53445,14187,0,0,0
2,0,39834,73046,3485,0,0,0
2,0,52156,74403,12444,0,0,0
2,0,48844,40688,13820,0,0,0
2,0,54580.25,69682.49,12645.87,0,0,0
2,0,21152,63661,962,0,0,0
2,0,28471.41,78420.53,8739.67,0,0,0
2,0,6054,61779,2216,0,0,0
2,0,35667.13,41132.63,10099.15,0,0,0
2,0,23078,84080,9772,0,0,0
2,0,45308,59685,8672,0,0,0
2,0,16597,64284,3901,0,0,0
2,0,47053,63232,8911,0,0,0
2,0,52047,40829,12276,0,0,0
2,0,16313,68871,1151,0,0,0
2,0,15833,61027,1200,0,0,0
2,0,48515.34,48290.21,10259.83,0,0,0
2,0,16281,58270,2170,0,0,0
2,0,22124,89933,10660,0,0,0
2,0,29224.45,79832.84,9264.68,0,0,0
2,0,13780,73677,2003,0,0,0
2,0,55505,45896,13244,0,0,0
2,0,5654,65062,2211,0,0,0
2,0,49646.54,36558.91,12881.75,0,0,0
2,0,20253,65652,965,0,0,0
2,0,26287,66290,1428,0,0,0
2,0,40364,85118,9770,0,0,0
2,0,28839,68938,4226,0,0,0
2,0,32793.35,40861.2,11421.55,0,0,0
2,0,6109,63438,2765,0,0,0
2,0,44069,55771,8458,0,0,0
2,0,43435,35664,11305,0,0,0
2,0,14310,59606,1375,0,0,0
2,0,15184,61852,3250,0,0,0
2,0,21681,50096,9880,0,0,0
2,0,50510.22,56383.65,14659.63,0,0,0
2,0,20214,55514,7850,0,0,0
2,0,47481,61664,8894,0,0,0
2,0,5521,59543,1114,0,0,0
2,0,24284,79464,9462,0,0,0
2,0,40293,45349,8994,0,0,0
2,0,44164,46367,9207,0,0,0
2,0,40365,42267,8996,0,0,0
2,0,19945,48027,10919,0,0,0
2,0,48045,44915,10309,0,0,0
2,0,52928,73656,12755,0,0,0
2,0,51140,79099,13925,0,0,0
2,0,50790,66894,11401,0,0,0
2,0,42491,85408,10620,0,0,0
2,0,49188,68923,11009.66,0,0,0
2,0,46007,49096,9717,0,0,0
2,0,39381,75806,5474,0,0,0
2,0,27866,68263,4130,0,0,0
2,0,53715,72428,13342,0,0,0
2,0,53012,79695,15107,0,0,0
2,0,9782,50240,4989,0,0,0
2,0,22606,65933,974,0,0,0
2,0,48038,76950,11913,0,0,0
2,0,33824,50946,8826,0,0,0
2,0,7941,64541,4089,0,0,0
2,0,24719.56,83198.95,9103.79,0,0,0
2,0,25640,55029,10537,0,0,0
2,0,47430,70463,9339,0,0,0
2,0,49328,64460,10740,0,0,0
2,0,37643.72,66533.13,1930.07,0,0,0
2,0,31768,49465,9032,0,0,0
2,0,46072,71639,7171,0,0,0
2,0,49455,35565,12835,0,0,0
2,0,25808.45,45375.74,12571.78,0,0,0
2,0,45565,37079,14458,0,0,0
2,0,44862,80842,12234,0,0,0
2,0,24013,61069,6993,0,0,0
2,0,46143,77902,11872,0,0,0
2,0,18987,48429,11246,0,0,0
2,0,49944,75242,11856,0,0,0
2,0,58772,62122,14117,0,0,0
2,0,12485,52707,4834,0,0,0
2,0,47109,44246,10356,0,0,0
2,0,46713,34114,12144,0,0,0
2,0,33328,82496,11377,0,0,0
2,0,11174,62881,3148,0,0,0
2,0,17545.01,83777.84,11774.21,0,0,0
2,0,30394,78583,8643,0,0,0
2,0,55618,76518,16714,0,0,0
2,0,19415,85777,12763,0,0,0
2,0,50613,52436,12365,0,0,0
2,0,25287,52864,9880,0,0,0
2,0,15073,52033,10593,0,0,0
2,0,20447,64895,962,0,0,0
2,0,50755,38098,13208,0,0,0
2,0,49951,71071,10970,0,0,0
2,0,32780,51918,8252,0,0,0
2,0,51067,63303,11849,0,0,0
2,0,33048,72581,5054,0,0,0
2,0,52617,51522,13050,0,0,0
2,0,52110,38608,12919,0,0,0
2,0,50513,66648,11018,0,0,0
2,0,15484,59972,1277,0,0,0
2,0,22218,74210,6260,0,0,0
2,0,24068,65556,1202,0,0,0
2,0,53584,51702,13187,0,0,0
2,0,50802,74489,11883,0,0,0
2,0,22264,78597,10294,0,0,0
2,0,42646,79313,11182,0,0,0
2,0,42485,74775,5300,0,0,0
2,0,40565,76272,5175,0,0,0
2,0,42718,53791,8669,0,0,0
2,0,16501,65115,3901,0,0,0
2,0,42297,52465,8955,0,0,0
2,0,8582,72110,343,0,0,0
2,0,49695,72669,10938,0,0,0
2,0,7426,64790,3148,0,0,0
2,0,17118,66701,1171,0,0,0
2,0,54270,63179,13864,0,0,0
2,0,19619,58535,3464,0,0,0
2,0,44068,44493,9176,0,0,0
2,0,64553,57533,19658,0,0,0
2,0,32495,59164,6208,0,0,0
2,0,53959,52622,13576,0,0,0
2,0,38962,41806,9028,0,0,0
2,0,55599,72778,14237,0,0,0
2,0,53932,65274,13277,0,0,0
2,0,16373,79066,6599,0,0,0
2,0,7200,68071,769,0,0,0
2,0,46322,46522,9628,0,0,0
2,0,35046,93568,11029,0,0,0
2,0,58991.01,50498.83,16524.73,0,0,0
2,0,14993,56684,3072,0,0,0
2,0,47022,66171,7147,0,0,0
2,0,13912,58105,1567,0,0,0
2,0,14227,50585,10595,0,0,0
2,0,7696,62483,3148,0,0,0
2,0,23932,49761,9336,0,0,0
2,0,49178,61319,11896,0,0,0
2,0,29336,87288,11377,0,0,0
2,0,12874,81964,5901,0,0,0
2,0,27157,81803,9192,0,0,0
2,0,27883,61960,6184,0,0,0
2,0,52398,42345,11655,0,0,0
2,0,46664.86,48631.73,9808.29,0,0,0
2,0,30818,89240,11374,0,0,0
2,0,27607,84424,9297,0,0,0
2,0,34629.7,40230.04,10746.54,0,0,0
2,0,14786,80588,6793,0,0,0
2,0,31734,66873,1733,0,0,0
2,0,62655,63622,16725,0,0,0
2,0,46533,74853,9962,0,0,0
2,0,48267,66428,9185,0,0,0
2,0,48922,72395,10813,0,0,0
2,0,52799,52190,13146,0,0,0
2,0,52577,79232,14481,0,0,0
2,0,28108,72702,6874,0,0,0
2,0,49231.49,63513.11,10738.66,0,0,0
2,0,46553,51022,10181,0,0,0
2,0,11358,56011,1251,0,0,0
2,0,29752.98,77370.54,8470.23,0,0,0
2,0,45968,78832,11982,0,0,0
2,0,51085.65,64243.96,12007.08,0,0,0
2,0,44040,56617,8352,0,0,0
2,0,10655,64882,4088,0,0,0
2,0,39108,40090,9220,0,0,0
2,0,48287,71309,9411,0,0,0
2,0,21477,54734,7724,0,0,0
2,0,12401,62616,2199,0,0,0
2,0,58421,49366,16343,0,0,0
2,0,64685,60596,18239,0,0,0
2,0,29470,40595,12294,0,0,0
2,0,29752,49174,9179,0,0,0
2,0,29394,56823,10248,0,0,0
2,0,21972,59504,4977,0,0,0
2,0,55322,73741,13176,0,0,0
2,0,33481,45501,9048,0,0,0
2,0,26648,50487,9251,0,0,0
2,0,48121,51369,10680,0,0,0
2,0,51813,80143,14622,0,0,0
2,0,57426,51770,15224,0,0,0
2,0,26390,77203,8106,0,0,0
2,0,34534,38096,11675,0,0,0
2,0,33975,93718,11953,0,0,0
2,0,20999,62871,957,0,0,0
2,0,23249,82920,8985,0,0,0
2,0,20279,85726,11853,0,0,0
2,0,52175,64013,12438,0,0,0
2,0,54440,66747,13344,0,0,0
2,0,23900.2,84735.6,9537.84,0,0,0
2,0,30879.18,41424.39,12046.28,0,0,0
2,0,47513,72930,9616,0,0,0
2,0,11822,80385,4985,0,0,0
2,0,54956,45392,13036,0,0,0
2,0,20742,89658,10778,0,0,0
2,0,38067,41054,9214,0,0,0
2,0,7018,58614,1077,0,0,0
2,0,47271,77884,11940,0,0,0
2,0,59760,49873,16804,0,0,0
2,0,18344,87733,12764,0,0,0
2,0,31249,52355,9354,0,0,0
2,0,56982,63974,13706,0,0,0
2,0,24437,74042,6424,0,0,0
2,0,45393,50358,9659,0,0,0
2,0,41496,80558,10869,0,0,0
2,0,29495,55981,10187,0,0,0
2,0,36410,43945,9022,0,0,0
2,0,54503,47363,13254,0,0,0
2,0,29763,78251,8610,0,0,0
2,0,19625,89642,11089,0,0,0
2,0,58672.17,64260,13757.62,0,0,0
2,0,27492,79415,8736,0,0,0
2,0,25578,84469,9283,0,0,0
2,0,48562,39704,13817,0,0,0
2,0,34463,50373,9112,0,0,0
2,0,47824,37212,13805,0,0,0
2,0,8157,62784,4089,0,0,0
2,0,12315,78830,4530,0,0,0
2,0,56766,45527,14111,0,0,0
2,0,21162,49481,9993.08,0,0,0
2,0,38498,88470,11375,0,0,0
2,0,45597,34878,12171,0,0,0
2,0,20325,75208,6333,0,0,0
2,0,26477,48652,9283,0,0,0
2,0,52151,80806,14641,0,0,0
2,0,27602,49230,9253,0,0,0
2,0,18538,75809,6409,0,0,0
2,0,28036.79,80278.75,9020.05,0,0,0
2,0,23037,72597,5520,0,0,0
2,0,16999,53969,8057,0,0,0
2,0,35892,76769,5848,0,0,0
2,0,35537,82788,11377,0,0,0
2,0,53121,80974,14852,0,0,0
2,0,30450,54757,9825,0,0,0
2,0,35506,44792,9048,0,0,0
2,0,54292,50167,13430,0,0,0
2,0,20065,81763,8572,0,0,0
2,0,13547,60979,1182,0,0,0
2,0,14918,73137,1803,0,0,0
2,0,33530,39872,11223,0,0,0
2,0,27704.33,77712.17,8498.38,0,0,0
3,0,572.62,49076.96,12898.28,0,0,0
3,0,-2536.7,49549.45,14224.38,0,0,0
3,0,-1280.48,47415.92,13680.34,0,0,0
3,0,-4152.44,44454.23,15435.66,0,0,0
3,0,-2460,33140,17030,0,0,0
3,0,19170,13410,16120,0,0,0
3,0,22280,34510,13670,0,0,0
3,0,-4050,20990,15450,0,0,0
3,0,-2502.68,35994.21,14651.48,0,0,0
3,0,22980,22940,14610,0,0,0
3,0,11410,14660,13300,0,0,0
3,0,18250,19630,15440,0,0,0
3,0,3379.71,36997.52,14551.45,0,0,0
3,0,26880,25250,15330,0,0,0
3,0,-6820,18140,15460,0,0,0
3,0,18377.09,41447.23,13630,0,0,0
3,0,735.13,24521.59,15580,0,0,0
3,0,18546.04,17506.8,16545.85,0,0,0
3,0,-800,33930,14850,0,0,0
3,0,5794.01,38626.11,15015.63,0,0,0
3,0,21250,20450,15730,0,0,0
3,0,-2385.19,21810.78,15567.19,0,0,0
3,0,7305.41,18634.92,14467.63,0,0,0
3,0,14110,29200,14940,0,0,0
3,0,2060,25750,14981.42,0,0,0
3,0,19400,30500,14420,0,0,0
3,0,22120,21690,16600,0,0,0
3,0,1070,10780,15960,0,0,0
3,0,25740,28860,15370,0,0,0
3,0,13290,18840,14610,0,0,0
3,0,8919.04,39637.37,14108.06,0,0,0
3,0,16750,33980,13670,0,0,0
3,0,15190,35590,14910,0,0,0
3,0,15820,40960,13330,0,0,0
3,0,50,40820,15610,0,0,0
3,0,5080,25230,13950,0,0,0
3,0,-390,24510,15200,0,0,0
3,0,-3908.45,22481.48,15347.03,0,0,0
3,0,13290,35990,13670,0,0,0
3,0,1220,19460,14520,0,0,0
3,0,23680,19000,14610,0,0,0
3,0,930,44730,13896.11,0,0,0
3,0,-5520,27890,14820,0,0,0
3,0,-557.16,42971.67,14719.39,0,0,0
3,0,25288.21,34076.24,15120.58,0,0,0
3,0,9773.67,26732.53,13784.9,0,0,0
3,0,14277.54,10190.23,14456.57,0,0,0
3,0,-2992.74,28073.02,15162.94,0,0,0
3,0,10240,40140,14370,0,0,0
3,0,24970,32460,16840,0,0,0
3,0,727.35,30512.8,15040.15,0,0,0
3,0,12160,16840,14343.6,0,0,0
3,0,7597.62,12647.85,14465.85,0,0,0
3,0,20950,26230,15100,0,0,0
3,0,13900,26170,15260,0,0,0
3,0,-9372,23838,14820,0,0,0
3,0,7196.1,38398.86,14707.96,0,0,0
3,0,25180,21240,14610,0,0,0
3,0,24238.77,24152.85,15292.96,0,0,0
3,0,5030,32890,14740,0,0,0
3,0,22600,26600,15120,0,0,0
3,0,-4260,35010,15050,0,0,0
3,0,17077.29,16271.89,16736.57,0,0,0
3,0,4160,39640,14526.5,0,0,0
3,0,18890,36410,13570,0,0,0
3,0,12887.95,29247.4,13670,0,0,0
3,0,16379.49,15821.54,18259.88,0,0,0
3,0,10470,36970,13608.65,0,0,0
3,0,17575.11,33742.63,13653.79,0,0,0
3,0,-100,27460,15270,0,0,0
3,0,2311.42,11991.98,15899.85,0,0,0
3,0,13190,14830,15040,0,0,0
3,0,-4080,18820,15400,0,0,0
3,0,18930,23880,14330,0,0,0
3,0,27420,30220,15370,0,0,0
3,0,9268.84,43295.52,14262.91,0,0,0
3,0,9330,13000,13510,0,0,0
3,0,-1490,41690,15580,0,0,0
3,0,16660,34270,14910,0,0,0
3,0,-9510,21150,15030,0,0,0
3,0,15290,41760,13330,0,0,0
3,0,13400.8,32887.77,13660,0,0,0
3,0,2040,44190,15300,0,0,0
3,0,-7052.24,23975.76,15273.62,0,0,0
3,0,21525.71,40149.51,13360.2,0,0,0
3,0,-6560,23770,15050,0,0,0
3,0,3490,43930,13950,0,0,0
3,0,20770.19,14420,16280,0,0,0
3,0,6590.1,22024.48,14732.81,0,0,0
3,0,19090,29370,14890,0,0,0
3,0,17030,32350,13670,0,0,0
3,0,-8228.66,24862.13,16191.8,0,0,0
3,0,330,31170,17030,0,0,0
3,0,14150.21,22744.97,14243.8,0,0,0
3,0,8856,29139,15350,0,0,0
3,0,1220,12790,16660,0,0,0
3,0,-3910,32300,15160,0,0,0
3,0,22420.95,23340.27,16682.55,0,0,0
3,0,2281.04,18810.33,15354.46,0,0,0
3,0,19948.35,37994.68,13536.94,0,0,0
3,0,23280,20270,14350,0,0,0
3,0,-257.12,30907.66,15332.15,0,0,0
3,0,16150,21850,14520,0,0,0
3,0,8924,30905,14760,0,0,0
3,0,23850,21100,14350,0,0,0
3,0,28050,27300,15380,0,0,0
3,0,-9240,25178,16400,0,0,0
3,0,25540,31560,15360,0,0,0
3,0,26504.52,30152.9,15370,0,0,0
3,0,5904.16,44815.27,14763.95,0,0,0
3,0,16229.01,35212.6,13610,0,0,0
3,0,-2925.4,33033.45,15196.54,0,0,0
3,0,-1531,32289,15320,0,0,0
3,0,21240,20460,14610,0,0,0
3,0,23461.03,24640.45,15110,0,0,0
3,0,5660.69,16301.78,15199.69,0,0,0
3,0,26133.21,34180.16,14940,0,0,0
3,0,27320.15,29078.22,16254.76,0,0,0
3,0,7150,13960,14830,0,0,0
3,0,19274.38,15460.44,16591.13,0,0,0
3,0,12751.58,16288.04,15932.99,0,0,0
3,0,10310,30680,15350,0,0,0
3,0,2880,42940,13893.25,0,0,0
3,0,12752.92,27440.86,15010,0,0,0
3,0,11097.98,29807.27,13610,0,0,0
3,0,17630,18520,16410,0,0,0
3,0,13239.21,26965.24,13676.02,0,0,0
3,0,8430,24370,14310,0,0,0
3,0,11256.07,39087.68,13926.97,0,0,0
3,0,11502.04,34648.63,15060,0,0,0
3,0,2180.96,43241.78,14034.61,0,0,0
3,0,7670,15030,14700,0,0,0
3,0,18549.39,21679.01,15908.29,0,0,0
3,0,3395.62,16836.15,15068.58,0,0,0
3,0,18340.45,39539.8,13507.78,0,0,0
3,0,-8503.66,21571.78,14948.09,0,0,0
3,0,20980,21430,16600,0,0,0
3,0,-2184.59,33954.03,15380.99,0,0,0
3,0,18757.07,27793.15,14424.87,0,0,0
3,0,29220,27990,15160,0,0,0
3,0,26840,25870,15250,0,0,0
3,0,6520.78,19334.22,14467.63,0,0,0
3,0,4753.99,14195.73,16144.88,0,0,0
3,0,2778.6,13063.04,16038.7,0,0,0
3,0,-1932.84,29876.72,17038.53,0,0,0
3,0,2863.07,15130.68,15958.45,0,0,0
3,0,14130.79,14884.74,16406.95,0,0,0
3,0,-6790,23100,15640,0,0,0
3,0,4855.43,18912.23,15233.96,0,0,0
3,0,2800,39510,14524.14,0,0,0
3,0,17200,16130,17950,0,0,0
3,0,14620,16420,16880,0,0,0
3,0,6506.37,19350.27,15080,0,0,0
3,0,21426.01,38686.15,13630,0,0,0
3,0,28150,26150,15180,0,0,0
3,0,22237.25,22152.36,15741.92,0,0,0
3,0,22042.99,23362.56,15741.96,0,0,0
3,0,6230,14690,15180,0,0,0
3,0,16160,30300,15030,0,0,0
3,0,2850,30470,14830,0,0,0
3,0,-2960,20790,15330,0,0,0
3,0,2002.6,23372.57,16110,0,0,0
3,0,10410,31500,13670,0,0,0
3,0,25525.57,23455.76,15092.89,0,0,0
3,0,-6080,34410,14790,0,0,0
3,0,-2293,40172,15600,0,0,0
3,0,-50,32980,15190,0,0,0
3,0,28090,29880,17130,0,0,0
3,0,4881.38,20997.15,15444.28,0,0,0
3,0,2180,35940,14660,0,0,0
3,0,18460,22623.4,14705.85,0,0,0
3,0,6690,28130,14580,0,0,0
3,0,16410,36780,13740,0,0,0
3,0,9320,43760,13140,0,0,0
3,0,9695.6,38578.31,14269.24,0,0,0
3,0,-3856,36700,14910,0,0,0
3,0,-5090,31940,15050,0,0,0
3,0,150,25880,15180,0,0,0
3,0,11650,25200,14070,0,0,0
3,0,-1382.87,37411.39,14760,0,0,0
3,0,20847.75,28949.09,14940.45,0,0,0
3,0,6640,11370,15220,0,0,0
3,0,7981.04,16825.83,14893.9,0,0,0
3,0,-3557.81,25228.79,15232.04,0,0,0
3,0,16821.79,24736.37,14166.58,0,0,0
3,0,10791.49,21166.42,14805.58,0,0,0
3,0,-110,36500,14760,0,0,0
3,0,25020,29030,17130,0,0,0
3,0,9758.48,22256.85,14821.73,0,0,0
3,0,6620,17170,15470,0,0,0
3,0,25632.28,25978.23,16071.29,0,0,0
3,0,1957.86,17860.5,14600,0,0,0
3,0,13900,14790,16970,0,0,0
3,0,3660,29924.03,15175.19,0,0,0
3,0,14930,35740,13670,0,0,0
3,0,-4200,24214,15280,0,0,0
3,0,18994.14,40351.48,13640,0,0,0
3,0,8300,20180,14650,0,0,0
3,0,13899.83,38433.88,13641.93,0,0,0
3,0,4120,42750,14980,0,0,0
3,0,24700,37110,13500,0,0,0
3,0,12347.01,20845.97,14524.67,0,0,0
3,0,-6143.59,37238.24,14686.88,0,0,0
3,0,-3286.78,31108.54,14962.15,0,0,0
3,0,-7990,20630,15030,0,0,0
3,0,14080,41104,13710,0,0,0
3,0,14630,29300,13670,0,0,0
3,0,27280,24750,16180,0,0,0
3,0,1261.65,41940.88,14605.67,0,0,0
3,0,4000,28070,15290,0,0,0
3,0,11186.74,43848.72,12975.1,0,0,0
3,0,22372.22,23145.12,14610,0,0,0
3,0,2700,16820,15250,0,0,0
3,0,-2584.55,40776.42,14588.61,0,0,0
3,0,20524.5,21197.94,15741.98,0,0,0
3,0,9750,15320,13770,0,0,0
3,0,22667.27,28034.59,15039.64,0,0,0
3,0,19290.23,21127.11,14832.76,0,0,0
3,0,-3640,40920,14790,0,0,0
3,0,24037.76,30594.29,15159.65,0,0,0
3,0,8100,18390,14660,0,0,0
3,0,23700,18980,15230,0,0,0
3,0,25200,27200,15120,0,0,0
3,0,-8290,27510,14705,0,0,0
3,0,23440,19440,14350,0,0,0
3,0,507,27980,17000,0,0,0
3,0,16297.4,40035.36,13322.26,0,0,0
3,0,4930.06,36999.93,14616,0,0,0
3,0,2220,27570,15040,0,0,0
3,0,23425.18,28749.97,16840,0,0,0
3,0,8183.44,41678.04,14123.2,0,0,0
3,0,17520,38730,13520,0,0,0
3,0,16200,14910,16710,0,0,0
3,0,24330,29390,15360,0,0,0
3,0,27353.03,29280.96,15370,0,0,0
3,0,-1150,29610,15200,0,0,0
3,0,12740,23740,14270,0,0,0
3,0,-1010,13160,16500,0,0,0
3,0,25930,24840,15100,0,0,0
3,0,1046.23,20929.22,15350,0,0,0
3,0,3250,41000,14680,0,0,0
3,0,15295.8,24458.3,14182.3,0,0,0
3,0,25452.18,30919.83,17133.34,0,0,0
3,0,11390,20860,14810,0,0,0
3,0,14023.43,24281.53,14229.59,0,0,0
3,0,473.46,29265.77,15081.29,0,0,0
3,0,-6576,23698,15640,0,0,0
3,0,-803.65,39299.64,14721.23,0,0,0
3,0,13213.49,34775.25,13548.18,0,0,0
3,0,30300,29940,15170,0,0,0
3,0,4351.42,21085.72,16111.37,0,0,0
3,0,25217,21252.77,15240,0,0,0
