localID,pid,fields,dx,dy,dz,dpitch,dyaw,droll,comment
hiddenArchway--alyss--KEYZCGAOAKWXPXSXBSYFBMTPMNNG--1673348721--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralArchwaysFind.CentralArchwaysFind:PersistentLevel.BP_ArchwayFind288,9198,ActorTransform,30,-20,0,0,0,0,glidering nicer
hiddenCube--jonat--JKUIKKKKYCENSPTRTFBPCTNAMKRJ--1677688728--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/CentralPlacement/CentralJonathan.CentralJonathan:PersistentLevel.BP_HiddenCube117,13202,ActorTransform,560,530,-453,0,0,0,stuck in matchbox
hiddenCube--jonat--RIADYHGFZWVGWGSXPCUPJWXSEZHT--1677673059--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/CentralPlacement/CentralJonathan.CentralJonathan:PersistentLevel.BP_HiddenCube88,13380,ActorTransform,30,0,610,0,80,0,stuck in matchbox
BP_RacingRings_C--jbard--EKZKJXMDMDTYKZINFZXTNZKHYCOI--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings15_13,10414,StartingPlatformTransform,88,-80,10,0,11,0,florb
seek5--jbard--ZYXJPZZFLHEVOBVUMHEIHAAJSVKO--1666106084--BP_Seek5_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralSeek5.CentralSeek5:PersistentLevel.BP_Seek5_12,10452,ActorTransform,0,0,-30,0,0,0,florb
followTheShiny--jbard--MXGDHNSFIORFJFMCMYEGDLCJHYCF--1666024276--BP_FollowTheShiny_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralFollowTheShiny.CentralFollowTheShiny:PersistentLevel.BP_FollowTheShiny_21,9399,ActorTransform,0,0,30,0,0,0,slight bump; works better
matchbox--jbard--OITAABHXCJPLSVSGQVDOFSEEPUVB--1673498056--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox133_47,10146,Mesh2Transform,1,0,-109,0,0,0,move inside the pillar
matchbox--jbard--ZBWWQHOCCDPLPCXEZYNMVOIKGGNK--1673498056--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox135_49,10164,Mesh1Transform,2,0,-108,0,0,0,move inside the pillar
matchbox--jbard--WYHZXRAJGZKCJXJBRGYFJPNUIEBU--1673498056--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox142_56,10139,Mesh1Transform,0,-1,-109,0,0,0,move inside the pillar
seek5--jbard--UQDNWJYYFVRJBPSZVLHRDLDTAFQR--1666106084--BP_Seek5_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralSeek5.CentralSeek5:PersistentLevel.BP_Seek5_22,10441,CentralPillarTransform,-50,-200,0,0,0,0,just nicer a bit
BP_RacingRings_C--jbard--APYFLLXMZLJYXRQRZXPVVQIYQYXW--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings12_10,10410,OriginalTransform,0,0,-130,0,0,0,this glide ring always felt really broken to me especially for an early zone; I either fixed it or made it easier; either is fine
hiddenCube--jonat--XLQUTRZLXIXGEWSIOUGETCMXFJRW--1677688192--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/CentralPlacement/CentralJonathan.CentralJonathan:PersistentLevel.BP_HiddenCube109,13189,ActorTransform,-600,-433,5,0,-10,0,inside matchbox 10079
hiddenCube--jonat--RANHWJOXUWMQIELJHGYJZRYWTHYF--1677690030--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/CentralPlacement/CentralJonathan.CentralJonathan:PersistentLevel.BP_HiddenCube140,13234,ActorTransform,303,285,100,0,0,0,cube submerged into a matchbox close to verdant border; moved it onto the building nearby
BP_ArchwayFind_C--jbard--DPIRELZLZCEMZQNAYYCMPGJCSJJU--1664491208--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralArchwaysFind.CentralArchwaysFind:PersistentLevel.BP_ArchwayFind165,9323,ActorTransform,55,10,0,0,0,0,florb
BP_RacingRings_C--jbard--APYFLLXMZLJYXRQRZXPVVQIYQYXW--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings12_10,10410,StartingPlatformTransform,20,-20,0,0,0,0,florb deactivates
BP_RacingRings_C--jbard--GUODUFXHHEQBLEEKJAVWPRPRHAGE--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings11_9,10411,StartingPlatformTransform,0,0,25,0,0,0,unstick from the ground
BP_Matchbox_C--Danae--BWTLUCGRZOTNXPLVUFSPCFMUPVOY--1660151910--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox_C_67,10010,Mesh2Transform,270,-202,-118,0,53,0,severely blocks florb
BP_ArchwayFind_C--Danae--IJJONGSDHWTTCSKSVFHAYGGRPLEY--1660580262--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralArchwaysFind.CentralArchwaysFind:PersistentLevel.BP_ArchwayFind52_76,9080,ActorTransform,463,-401,0,0,0,0,
BP_ArchwayFind_C--Danae--TZWCGVPHXMCLOTIOXMLQWOMYNBHN--1660574086--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralArchwaysFind.CentralArchwaysFind:PersistentLevel.BP_ArchwayFind19_37,9185,ActorTransform,-85,54,0,0,0,0,
BP_ArchwayFind_C--jbard--INYKOCJVJALMQEFLRKBZVEMICSLI--1664491208--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralArchwaysFind.CentralArchwaysFind:PersistentLevel.BP_ArchwayFind163,9332,ActorTransform,46,-14,0,0,0,0,
BP_ArchwayFind_C--jbard--NFAXCHVBZHOVIADSBZULZBHRYIPA--1664491208--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralArchwaysFind.CentralArchwaysFind:PersistentLevel.BP_ArchwayFind224,9269,ActorTransform,-141,-48,0,0,0,0,
BP_ArchwayFind_C--jbard--PUFDZIPWDJKOTIQMYSGJYUGNTKNE--1664491208--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralArchwaysFind.CentralArchwaysFind:PersistentLevel.BP_ArchwayFind198,9293,ActorTransform,74,-17,0,0,0,0,
BP_Matchbox_C--Danae--OSKMKOXDQHBYTMKJSWNLYIHTRLPI--1660149488--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox_C_34,10079,Mesh1Transform,150,201,0,0,4,0,
BP_Matchbox_C--Danae--PLVXHSSGNUPSLNVBEPXZKYZHLAOI--1660655946--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox_C_22,9928,Mesh1Transform,101,-67,4,0,-39,0,
BP_Matchbox_C--jbard--HTAEGVJWCVRNUSTFFRBCIEVEUPVK--1662491588--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox29,10168,Mesh1Transform,23,8,-15,0,0,0,
BP_RacingRings_C--jbard--CZOSYCDAQESJOTRSLWIBZBFBVSGJ--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings27_25,10399,StartingPlatformTransform,0,0,26,0,0,0,
BP_RacingRings_C--jbard--IHQUNKUQRFYEUJQJRCVHCVECFODC--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings30_28,10395,StartingPlatformTransform,130,-48,-10,-8,0,0,
BP_RacingRings_C--jbard--LTUOLGVPOHDZCIJEDSNLNHECANOH--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings14_12,10408,StartingPlatformTransform,8,-7,22,0,0,0,
matchbox--jbard--JLLLFMDWXXHIKOJSMKVPVCDJFCXM--1673498056--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox191,10087,Mesh1Transform,39,1,24,0,0,0,
matchbox--jbard--LMQPRBDFLNTOMQSFHPDFYDYCLOMT--1668125884--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox213,10057,Mesh2Transform,0,0,-11,0,0,0,
matchbox--jbard--LZWQMNPDVLLOBQDBNCURWJLQAPFQ--1673498056--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox279,9878,Mesh1Transform,-2,2,-270,0,0,0,
seek5--jbard--MGNQJSAIVFMLIHITCJZIQCHXJMVI--1666106084--BP_Seek5_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralSeek5.CentralSeek5:PersistentLevel.BP_Seek5_14,10464,DuplicateTransform-0,0,0,64,0,0,0,
BP_ArchwayFind_C--Danae--HGCACHXWOKWMLOJAAXFHVDAQZPMB--1660573877--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralArchwaysFind.CentralArchwaysFind:PersistentLevel.BP_ArchwayFind19_33,9224,ActorTransform,66,-220,-26,0,0,0,
BP_ArchwayFind_C--arkan--GPPXBCZQNISJPPCRIGXCFDYKWWGC--1658760289--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandArchwayFind.RiverlandArchwayFind:PersistentLevel.BP_ArchwayFind144,5951,ActorTransform,-69.5,45,0,0,0,0,
BP_Matchbox_C--Danae--PDIZNWZKNCZUKLCNPRBRULXVDBED--1660158080--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox_C_13,9959,Mesh1Transform,122,74,-252,0,0,0,
BP_Matchbox_C--Danae--SEQZEAPRSFHUVNFPTXOIGWEENJEZ--1660570349--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox_C_13,9971,Mesh1Transform,0,0,-8,0,0,0,
BP_Matchbox_C--Danae--UZXWFTHHLRIUEYOWTKTXHERHEHFA--1660568928--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox_C_4,9957,Mesh1Transform,-105,-571,-266,0,110,0,
BP_Matchbox_C--jbard--DQKRKBIXXWEVSBZVPCGUUTTNGSAR--1662491588--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox12,9899,Mesh2Transform,-20,8,0,0,22,0,
BP_Matchbox_C--jbard--JUBNKESLKPMYWBJLUUUXQGIFKBLF--1664493865--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox74,10022,Mesh2Transform,18,6,10,0,0,0,
BP_RacingRings_C--arkan--JRHJNPGFTMHSWGFTXEAHMFHSXTZW--1666739721--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandRacingRings.RiverlandRacingRings:PersistentLevel.BP_RacingRings45_24,4927,StartingPlatformTransform,-50,44,30,8,-46,-5,
BP_RacingRings_C--arkan--WIDAKXZEDDIJYNHUUSXYNTALAWRC--1666739721--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandRacingRings.RiverlandRacingRings:PersistentLevel.BP_RacingRings59_32,4938,StartingPlatformTransform,14,2,8,0,0,6,
BP_RacingRings_C--jbard--BNOJVDEKUWZYEIYGFKYNOYEPPJVM--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings16_14,10405,StartingPlatformTransform,-4,-22,19,0,0,0,
BP_RacingRings_C--jbard--ESGWHYVVXYJJTABCGXHPBEILRJMA--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings10_8,10413,StartingPlatformTransform,32,16,30,0,0,0,
BP_RacingRings_C--jbard--GCANASPTPCIKRXADUZUCEDKIYNDM--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings4_2,10391,StartingPlatformTransform,-14,-14,14.5,0,0,3.5,
BP_RacingRings_C--jbard--IRPUESSJFTLWXFFJKUMEPLAJDSBK--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings13_11,10415,StartingPlatformTransform,78,0,8,0,0,0,
BP_RacingRings_C--jbard--KBAKOBPMKAOOJPJVEZZSIUVMEQHZ--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings31,10394,StartingPlatformTransform,36,-24,14,0,0,0,
BP_RacingRings_C--jbard--LTUOLGVPOHDZCIJEDSNLNHECANOH--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings14_12,10408,DuplicateTransform-0,-42,-128,0,0,0,0,
BP_RacingRings_C--jbard--LXURQYVBPKBKADOWOIUVTITIBNXU--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings3_1,10390,StartingPlatformTransform,0,0,28,0,0,0,
BP_RacingRings_C--jbard--RHJXQCKUCDNURHGKQIVLLATMXXHJ--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings18_16,10407,StartingPlatformTransform,10,68,24,0,0,0,
BP_RacingRings_C--jbard--SISBHQVQEJHUOKJIXNALXUMVSDKT--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings9_7,10386,StartingPlatformTransform,0,0,24,0,0,0,
BP_RacingRings_C--jbard--WFXCARJYIWRIIQZFZEJLPUZJWZLJ--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings5_3,10403,StartingPlatformTransform,76,24,28,0,40,0,
BP_RacingRings_C--jbard--ZOOYZJDIVEITVNNDFNEQVPEAYBVT--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings17_15,10418,StartingPlatformTransform,22,-4,24,0,0,0,
hiddenCube--jonat--ECKWZEGNGLLGRBFDTJROXMXVVGLA--1677695494--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/CentralPlacement/CentralJonathan.CentralJonathan:PersistentLevel.BP_HiddenCube_C_300,13284,ActorTransform,-8,-20,14,0,0,2,
hiddenCube--jonat--GGBGCYGZDIUWYGYSDSLSHDWFTSMO--1677672428--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/CentralPlacement/CentralJonathan.CentralJonathan:PersistentLevel.BP_HiddenCube78,13373,ActorTransform,-230,56,0,0,0,0,
hiddenCube--jonat--GWLTINKLYECKOZOPNLFPFGRBASAS--1677690319--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/CentralPlacement/CentralJonathan.CentralJonathan:PersistentLevel.BP_HiddenCube146,13240,ActorTransform,0,10,0,0,0,0,
hiddenCube--jonat--HRDLBHWEVKOUGHAKTJNPELQINUZU--1677622491--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/CentralPlacement/CentralJonathan.CentralJonathan:PersistentLevel.BP_HiddenCube_C_111,13340,ActorTransform,26,-24,-40,-18,2,-4,
hiddenCube--jonat--MIZENJTRENLXOPQWJGGQAHHTQSWD--1677690127--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/CentralPlacement/CentralJonathan.CentralJonathan:PersistentLevel.BP_HiddenCube142,13236,ActorTransform,10,4,10,2,0,0,
hiddenCube--jonat--MXXPFJVQJMQBLDXTRZNKKIUBIHWZ--1677690076--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/CentralPlacement/CentralJonathan.CentralJonathan:PersistentLevel.BP_HiddenCube141,13237,ActorTransform,-86,-90,-228,0,0,0,
hiddenCube--jonat--NSVRZTKNRVMYLQWZDOEIYKIQIDWN--1677672447--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/CentralPlacement/CentralJonathan.CentralJonathan:PersistentLevel.BP_HiddenCube79,13366,ActorTransform,78,344,0,0,0,0,
hiddenCube--jonat--OHPYUSQVHLEIIFKRUERBFAYBYOMP--1677687273--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/CentralPlacement/CentralJonathan.CentralJonathan:PersistentLevel.BP_HiddenCube_C_87,13390,ActorTransform,-66,28,66,2,0,0,
hiddenCube--jonat--OKUPZEYESRZPIYWJUIZFPXFTZCFU--1677620852--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/CentralPlacement/CentralJonathan.CentralJonathan:PersistentLevel.BP_HiddenCube_C_31,13275,ActorTransform,-26,-18,24,0,0,0,
hiddenCube--jonat--ONPCVSOGEGRIJIPCPJAAQLBTKNYG--1677689610--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/CentralPlacement/CentralJonathan.CentralJonathan:PersistentLevel.BP_HiddenCube_C_186,13226,ActorTransform,36,40,-20,-8,-10,0,
hiddenCube--jonat--QFLXYKKHBLEKFZHVSGSBFLECDPYM--1677690743--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/CentralPlacement/CentralJonathan.CentralJonathan:PersistentLevel.BP_HiddenCube155,13255,ActorTransform,56,-192,-428,84,-34,-94,
hiddenCube--jonat--UOCGVHRFQIRNIQSJLNAXQBKUENNC--1677690633--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/CentralPlacement/CentralJonathan.CentralJonathan:PersistentLevel.BP_HiddenCube153,13249,ActorTransform,-48,272,-44,0,0,0,
hiddenCube--jonat--VHYALCZUVQWDCYCFUNOWLZJTHGDF--1677687557--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/CentralPlacement/CentralJonathan.CentralJonathan:PersistentLevel.BP_HiddenCube102,13208,ActorTransform,40,172,24,-12,2,4,
hiddenCube--jonat--VUZRAYJMJUJQGNNAONRAMZSNITBA--1677672813--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/CentralPlacement/CentralJonathan.CentralJonathan:PersistentLevel.BP_HiddenCube84,13376,ActorTransform,-2,116,2,0,0,0,
matchbox--jbard--GOKHZDWNPDEUXARSJWIBOZMVDHJE--1673498056--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox136_50,10166,Mesh1Transform,0,0,-170,0,0,0,
matchbox--jbard--IQUHXZWFSTXYMZYDOUKSZUSYWWLM--1673498056--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox292,10003,Mesh2Transform,0,0,-94,0,0,0,
matchbox--jbard--QCRDBFDTALQHTPMDEASGJSCLMGRS--1673498056--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox268,9893,Mesh2Transform,0,-52,-106,0,0,0,
matchbox--jbard--QNINFTJZRAIRUVLNYBSPVGOABVGR--1673498056--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox291,9875,Mesh1Transform,-174,-178,0,0,0,0,
matchbox--jbard--QNINFTJZRAIRUVLNYBSPVGOABVGR--1673498056--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox291,9875,Mesh2Transform,192,192,-8,0,0,0,
matchbox--jbard--XZUHKFXJCDCRMRJTGNEZMDNYVSZF--1673498056--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox144_58,10137,Mesh2Transform,0,0,-28,0,0,0,
BP_ArchwayFind_C--Danae--OMWGNPMXNAQODCEFUOBTPFUQLEOM--1660665834--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralArchwaysFind.CentralArchwaysFind:PersistentLevel.BP_ArchwayFind31_42,9379,ActorTransform,-74,-32,-222,0,0,-90,
BP_ArchwayFind_C--jbard--MCIWPHXBSCUXJQFDGVSUSGAYXAUS--1664491208--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralArchwaysFind.CentralArchwaysFind:PersistentLevel.BP_ArchwayFind210,9280,ActorTransform,56,1275,-200,0,-2,0,
BP_Matchbox_C--Danae--BBSVFFUHNYWIHLQRQPLXBUZJUIOA--1660667887--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox_C_43,9911,Mesh1Transform,48,16,-2,0,0,0,
BP_Matchbox_C--Danae--WEHRFXKLIZOOIGLPQYBCSHUANQLL--1660659980--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox_C_28,9923,Mesh2Transform,0,0,8,0,0,0,
BP_Matchbox_C--jbard--BOAAFPPRCIETHBQVBSVQUSLCLDFG--1662491588--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox7,9919,Mesh2Transform,0,0,14,0,0,0,
