localID,pid,fields,dx,dy,dz,dpitch,dyaw,droll,comment
BP_Matchbox_C--arkan--IXGHDWMFGWWRZRZTZKZLFQHWFXPZ--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox284,6926,Mesh2Transform,-12,10,0,0,0,0,
BP_Matchbox_C--arkan--MYXEMCPHUUQTXSGMFIOBXJNTJGMX--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox268,6913,Mesh1Transform,4,294,-79,3,0,7,
BP_Matchbox_C--arkan--NQPYAIUSQYLHGARHZROMLLIAYFQC--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox78_155,7153,Mesh1Transform,45,-40,0,0,0,0,
BP_Matchbox_C--arkan--NQPYAIUSQYLHGARHZROMLLIAYFQC--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox78_155,7153,Mesh2Transform,45,-40,0,0,0,0,
BP_Matchbox_C--arkan--NXSPVQVFHKHRRWXUJCQSQQXCXADR--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox50_71,7120,Mesh1Transform,0,-50,6,2,0,-2,
BP_Matchbox_C--arkan--ODYMYMDISRXSULTUJLXXQWZWSSBT--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox109,6751,Mesh1Transform,8,98,0,0,18,0,
BP_Matchbox_C--arkan--RWVKMCUMXFUZBCWOHUVDFTPREZGR--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox245,6895,Mesh1Transform,-18,-212,-109,6,0,14,
BP_Matchbox_C--arkan--SHUYQZVOANRCYBYVOHBQEUSLNWEP--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox266,6917,Mesh2Transform,0,0,24,-6,0,10,
BP_Matchbox_C--arkan--TFYSCOXIMLYISSPPYOYUOXXTSQAT--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox378_97,7037,Mesh1Transform,80,-26,-2,0,0,0,
BP_Matchbox_C--arkan--TFYSCOXIMLYISSPPYOYUOXXTSQAT--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox378_97,7037,Mesh2Transform,28,78,-10.5,-0.5,0,8,
BP_Matchbox_C--arkan--TYFASDGGAODPCAYPFCJOOWHICECB--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox206_55,6859,Mesh1Transform,-78,116,-30,4,0,4,
BP_Matchbox_C--arkan--WOFBOWTQHLQGRLXCOCIYAOQPLZPG--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox193_12,6838,Mesh1Transform,10,-12,0,-4,0,-6,
BP_Matchbox_C--arkan--XLXATUZHUZNDYPQTFBWCDAHVQHPI--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox131,6762,Mesh1Transform,8,-6,0,0,0,0,
BP_Matchbox_C--arkan--YKAKQCKLQJEWHGWAIWOXUAOXTDIU--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox335_102,6988,Mesh2Transform,-178,12,7,-6,0,-8,
BP_Matchbox_C--arkan--ZJCYAPKEMVYKAJWBEEZVESXFLPBC--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox387_128,7043,Mesh2Transform,-55,0,-4,6,0,4,
BP_Matchbox_C--arkan--ZMCSUVUHRDGBTMGKFDTQZJDOFTTA--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox444_147,7114,Mesh1Transform,80,82,0,0,0,0,
BP_Matchbox_C--arkan--ZTHQVJWDKJPJHQFWLAXARBYWMXSR--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox313_58,6960,Mesh2Transform,36,-142,0,0,36,0,
BP_RacingRings_C--arkan--NANNUWZZRTYGYAWAOKVCXFSWBJAT--1666739721--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandRacingRings.RiverlandRacingRings:PersistentLevel.BP_RacingRings56_23,4930,StartingPlatformTransform,0,0,0,0,4,8,
BP_RuneAnimated_C--arkan--DRZLPQVZURACCNDZELJPMWWTCIWR--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated111,-1,ActorTransform,-42,10,0,0,0,0,
BP_RuneAnimated_C--arkan--ETGNJMDKZFXBHGWMWBRYUQINPTBI--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated361,-1,ActorTransform,85,150,-200,0,0,0,
BP_RuneAnimated_C--arkan--HZRULCKWUDTSIDYBLJUULZIDWMDQ--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated222,-1,ActorTransform,-116,44,0,0,0,0,
BP_RuneAnimated_C--arkan--KVZBXBKIVPLICYFGIQMGDCBIRIRG--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated318,-1,ActorTransform,66,36,0,0,0,0,
BP_Seek5_C--arkan--ENOECMWZJMHXNITXURZYVPLBGUMN--1658760301--BP_Seek5_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSeek5.RiverlandSeek5:PersistentLevel.BP_Seek5_Template31,4982,CentralPillarTransform,72,-6,-20,0,0,0,
BP_Seek5_C--arkan--HNWRPQSEFRSKAFYCCKGIHIUODQYP--1658760301--BP_Seek5_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSeek5.RiverlandSeek5:PersistentLevel.BP_Seek5_Template10,4959,CentralPillarTransform,-170,165,-50,0,0,0,
BP_Seek5_C--arkan--UPBEOKCVAIDWNLOBWLMGGGEQDILE--1658760301--BP_Seek5_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSeek5.RiverlandSeek5:PersistentLevel.BP_Seek5_Template42,4989,CentralPillarTransform,-16,-82,-8,0,0,0,
followTheShiny--arkan--BIJXYKYEASADOHRTXTZPYVYKKLYE--1666563538--BP_FollowTheShiny_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandFollowTheShiny.RiverlandFollowTheShiny:PersistentLevel.BP_FollowTheShiny68_79,6722,ActorTransform,-8,32,0,0,0,0,
racingRingCourse--Will--TWWBIUTTUYEZSTCYSNDYGKUBPZTW--1698108156--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/RiverlandPlacement/RiverlandsWill.RiverlandsWill:PersistentLevel.BP_RacingRings_C_1,19832,StartingPlatformTransform,-48,2,19,-4,28,-2,
BP_ArchwayFind_C--arkan--AYKPBGBUWAZNHBJZOYWMAFUPKIXL--1658760289--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandArchwayFind.RiverlandArchwayFind:PersistentLevel.BP_ArchwayFind71_140,6444,ActorTransform,-180,-586,34,0,42,0,
BP_ArchwayFind_C--arkan--DYWOSBFFPUMTLULFXRDZRUMBSYKB--1658760289--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandArchwayFind.RiverlandArchwayFind:PersistentLevel.BP_ArchwayFind216,6030,ActorTransform,-160,-46,18,0,-20,0,
BP_ArchwayFind_C--arkan--LYQJYMXTAJGUUGMNBRJYUPTHRISN--1658760289--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandArchwayFind.RiverlandArchwayFind:PersistentLevel.BP_ArchwayFind256,6061,ActorTransform,178,104,4,0,-84,0,
BP_ArchwayFind_C--arkan--OOQVDFDKZQVZDLJCRJDTJRYUQNIQ--1658760289--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandArchwayFind.RiverlandArchwayFind:PersistentLevel.BP_ArchwayFind420,6256,ActorTransform,-18,74,0,0,-12,0,
BP_ArchwayFind_C--arkan--SABQHBBNCYWQRWEBTCOLCLKWYILR--1658760289--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandArchwayFind.RiverlandArchwayFind:PersistentLevel.BP_ArchwayFind215,6029,ActorTransform,-44,10,0,0,12,0,
BP_ArchwayFind_C--arkan--YZNNLGHVCCZWTBHPFLHZKLCYYHJN--1658760289--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandArchwayFind.RiverlandArchwayFind:PersistentLevel.BP_ArchwayFind219,6031,ActorTransform,3,-44,0,0,0,0,
BP_ArchwayFind_C--jbard--BQXLVXPJXFTAAWARWABCULCQTBVF--1661813418--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandArchwayFind.RiverlandArchwayFind:PersistentLevel.BP_ArchwayFind514,6353,ActorTransform,64,-82,23,0,0,0,
BP_ArchwayFind_C--jbard--EYMVZBNBLOUCEUOFBGLQTCVFKGZD--1661813418--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandArchwayFind.RiverlandArchwayFind:PersistentLevel.BP_ArchwayFind567,6405,ActorTransform,-146,2,-14,0,42,0,
BP_Matchbox_C--arkan--CBHLWHAENEMMVRSONSXFBJVXQBLX--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox123,6758,Mesh1Transform,-46,20,4,0,10,0,
BP_Matchbox_C--arkan--GLHMMORGQQEIYHCFHGPCPKVVZEKF--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox230_17,6869,Mesh1Transform,38,4,8,-2,0,4,
BP_Matchbox_C--arkan--KVVXPQFIHSCBSKHTGPGJOMIQIPCK--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox214_20,6856,Mesh2Transform,-93,-72,-4,7,-23,-8,
BP_Matchbox_C--arkan--PLWBHTSXLGYNAYASRWKQZFETQDAI--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox263,6907,Mesh1Transform,-76,66,-16,-6,0,0,
BP_Matchbox_C--arkan--POVKWOENUWPOQGNSJEHBPWQHUQWW--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox197_8,6836,Mesh2Transform,-2,16,10,2,-24,-6,
BP_RacingRings_C--arkan--DPLPZVEJUJGVGJIXNWXMHCLDDWWZ--1666739721--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandRacingRings.RiverlandRacingRings:PersistentLevel.BP_RacingRings35_35,4919,StartingPlatformTransform,45,52,-7,0,-8,9,
BP_RacingRings_C--arkan--IVCVWNVYYQISFLGTCAFAFIDETWWC--1666739721--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandRacingRings.RiverlandRacingRings:PersistentLevel.BP_RacingRings103,4884,StartingPlatformTransform,-123,51,5,0,-1,-3,
BP_RacingRings_C--arkan--KAFHTKURDLNZJKSAHIFFURDYHZKV--1666739721--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandRacingRings.RiverlandRacingRings:PersistentLevel.BP_RacingRings57,4931,StartingPlatformTransform,-27,-91,9.5,-1,44,1,
BP_RacingRings_C--arkan--OERDZHZLLOICPRXJYKXKFDDJOSPH--1666739721--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandRacingRings.RiverlandRacingRings:PersistentLevel.BP_RacingRings67_5,4946,StartingPlatformTransform,-203,-78,87,9,38,29,
BP_RacingRings_C--arkan--PDENMJPIWKDRFMEVSZBXAEXXTASX--1666739721--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandRacingRings.RiverlandRacingRings:PersistentLevel.BP_RacingRings4_11,4929,StartingPlatformTransform,106,-82,0,0,-10,0,
BP_RacingRings_C--arkan--VKOUJMNYZGUXNNSHFFYHFOTUDOXF--1666739721--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandRacingRings.RiverlandRacingRings:PersistentLevel.BP_RacingRings31_23,4913,StartingPlatformTransform,-88,128,1,0,0,0,
BP_RuneAnimated_C--arkan--ETAOMWSGWKYKQNMXXQNZLBHTKXKJ--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated599,-1,ActorTransform,46,30,0,0,0,0,
BP_RuneAnimated_C--arkan--IFLYGAXRMUXTKVQENMMYAXYSBCIL--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated166,-1,ActorTransform,11,-11,15,0,0,0,
followTheShiny--arkan--LCPOSIXUKPBQACSKHQGNGBSGJGWU--1666563538--BP_FollowTheShiny_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandFollowTheShiny.RiverlandFollowTheShiny:PersistentLevel.BP_FollowTheShiny51_17,6711,ActorTransform,38,0,-28,0,0,0,
hiddenCube--jonat--KGLCVHRGDUDGZBAZNMBVPYSLQXGF--1678334184--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/RiverlandPlacement/RiverlandsJonathan.RiverlandsJonathan:PersistentLevel.BP_HiddenCube207,13500,ActorTransform,-76,0,0,0,0,0,
BP_ArchwayFind_C--arkan--GYBBCEWJUVSZOFEUFJCYITXQKXAU--1658760289--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandArchwayFind.RiverlandArchwayFind:PersistentLevel.BP_ArchwayFind390,6215,ActorTransform,62,-10,0,0,0,0,
BP_ArchwayFind_C--arkan--OJCCJSPPCIAHHUVFSCYFLAMXQJXZ--1658760289--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandArchwayFind.RiverlandArchwayFind:PersistentLevel.BP_ArchwayFind421,6245,ActorTransform,-122,52,40,0,0,0,
BP_ArchwayFind_C--arkan--OZRMEOJCWZVEEJJHSNCFOYKRYMNX--1658760289--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandArchwayFind.RiverlandArchwayFind:PersistentLevel.BP_ArchwayFind156,5957,ActorTransform,-78,-56,0,0,-6,0,
BP_ArchwayFind_C--arkan--VKFINYWKWGPXZASMFDVKDBEGLTQG--1658760289--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandArchwayFind.RiverlandArchwayFind:PersistentLevel.BP_ArchwayFind24_29,6056,ActorTransform,10,-302,-68,0,0,0,
