localID,pid,fields,dx,dy,dz,dpitch,dyaw,droll,comment
SlabSocket_C--jonat--EYOCBXSXMAXLNEWNYSUCKAYHGTMS--1681768862--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket26,-1,monumentTransform|PuzzleBoxLocation,0,0,-10,0,0,0,floor slab back to the ground
SlabSocket_C--jonat--QGFCCLMUHFYFMADYFRQAWJKYHLGY--1681768507--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket25,-1,monumentTransform|PuzzleBoxLocation,0,0,-5,0,0,0,floor slab back to the ground
SlabSocket_C--alyss--JKBTHPYRYEIWWAWOOSPQZTZJCORF--1679314051--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket6,-1,monumentTransform|PuzzleBoxLocation,5,15,40,0,0,0,floor slab back to the ground
SlabSocket_C--jonat--FMYNOHRVCBVWBQFKSNHHNGBSUVTJ--1681768288--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket23,-1,monumentTransform|PuzzleBoxLocation,0,0,-30,0,0,0,floor slab back to the ground
SlabSocket_C--alyss--ERIHCRYSMEQFBOKOJXGVXEKEUFVF--1679332352--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket18,-1,monumentTransform|PuzzleBoxLocation,0,0,10,0,0,0,floor slab back to the ground
SlabSocket_C--alyss--TUVKVLVTDBOLIZMJEBVDCWWZQDMY--1679325752--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket13_16,-1,monumentTransform|PuzzleBoxLocation,0,0,15,0,0,0,floor slab back to the ground
SlabSocket_C--alyss--FTKIIBBSCKPZNYTVCZOSUPSCVSKL--1679321109--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket8,-1,monumentTransform|PuzzleBoxLocation,0,0,5,0,0,0,floor slab back to the ground
SlabSocket_C--alyss--RWJGXATTAIXLKBRIKSRLSRGDRBBJ--1679327330--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket14_19,-1,monumentTransform|PuzzleBoxLocation,-65,-30,-21,0,0,0,floor slab back to the ground
SlabSocket_C--jonat--ZDBPTTKHESAJCBAHTQPSRHPOJBZF--1681768453--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket24,-1,monumentTransform|PuzzleBoxLocation,202,77,-39,0,0,0,floor slab back to the ground
SlabSocket_C--alyss--VWAUPONVYPVNCKUDDHBCGANWJLWC--1679312767--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket2,-1,monumentTransform|PuzzleBoxLocation,0,0,5,0,0,0,floor slab back to the ground
SlabSocket_C--jonat--YIJMRDNLOLPQOYWJHVKYLYTMETPN--1681768213--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket22,-1,monumentTransform|PuzzleBoxLocation,-50,105,-205,0,0,0,floor slab back to the ground
SlabSocket_C--jonat--KDVGYGBXZHRZFQXONKKCGMILZRUL--1681767893--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket17,-1,monumentTransform|PuzzleBoxLocation,0,0,-18,0,0,0,floor slab back to the ground
SlabSocket_C--alyss--MMTWMVJVTWMZLHQYIKEPGSFBPCJI--1679923138--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket20_2,-1,monumentTransform|PuzzleBoxLocation,-55,145,60,0,0,0,floor slab back to the ground
SlabSocket_C--alyss--IAVHMNTFCEBSYIRYPITSRUROTFMS--1679320738--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket7,-1,monumentTransform|PuzzleBoxLocation,0,0,5,0,0,0,floor slab back to the ground
SlabSocket_C--alyss--QCJBJGPXMJMIIOVEXHMWCPDXWFYE--1679325103--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket12,-1,monumentTransform|PuzzleBoxLocation,0,0,15,0,0,0,floor slab back to the ground
SlabSocket_C--alyss--PQJPHDSMTWNPJJCHNZOUAPTVOGQH--1679324936--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket11,-1,monumentTransform|PuzzleBoxLocation,90,-40,-25,0,0,0,floor slab back to the ground
SlabSocket_C--jonat--IHOTAYWLGJLXDOJFFCYWBWPZLUTD--1681768070--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket21,-1,monumentTransform|PuzzleBoxLocation,0,0,-19,0,0,0,floor slab back to the ground
SlabSocket_C--alyss--QWCFWDBDDAYJGDJXTXYVVUOOQZCZ--1679328336--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket16,-1,monumentTransform|PuzzleBoxLocation,-145,-65,25,0,0,0,floor slab back to the ground
SlabSocket_C--alyss--XEOGTBXFGBCEMEWJRSBNIZJMYPQL--1679324648--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket10,-1,monumentTransform|PuzzleBoxLocation,0,0,-25,0,0,0,floor slab back to the ground
SlabSocket_C--jonat--UDXIWNUSAIEJGIOSEAASYQNFEKIX--1681747599--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandEscarpment/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.SlabSocket6,-1,monumentTransform|PuzzleBoxLocation,0,0,15,0,0,0,floor slab back to the ground
SlabSocket_C--arkan--SMOOXAERVDDLFXEVAJBWGLUEYKNI--1666739717--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.SlabSocket3,-1,monumentTransform|PuzzleBoxLocation,0,0,10,0,0,0,floor slab back to the ground
SlabSocket_C--arkan--ZWXVHFVTYUHYULNAHBFNCTUBFMZC--1666739717--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.SlabSocket_2,-1,monumentTransform|PuzzleBoxLocation,15,10,0,0,0,0,floor slab back to the ground
SlabSocket_C--jonat--VIQSSETYICRCQWNCXJNGUPXDXRNQ--1681752808--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandEscarpment/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.SlabSocket15,-1,monumentTransform|PuzzleBoxLocation,0,0,-13,0,0,0,floor slab back to the ground
SlabSocket_C--jonat--OHRUQUHFVCYDQJXUMTZZZTTJOARD--1681751941--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandEscarpment/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.SlabSocket12,-1,monumentTransform|PuzzleBoxLocation,35,0,-20,0,0,0,floor slab back to the ground
SlabSocket_C--alyss--KZPDSKXZQDUNORHMHKPRJZYGQUPA--1667603751--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RainForest/RainforestPuzzles/Rainforest_Slabs.Rainforest_Slabs:PersistentLevel.SlabSocket9_4,-1,monumentTransform|PuzzleBoxLocation,-110,-60,0,0,0,0,floor slab back to the ground
SlabSocket_C--alyss--WVFQFUYPOKZQJACHUQVLUNTAFNRN--1667603572--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RainForest/RainforestPuzzles/Rainforest_Slabs.Rainforest_Slabs:PersistentLevel.SlabSocket6_3,-1,monumentTransform|PuzzleBoxLocation,0,0,30,0,0,0,floor slab back to the ground
SlabSocket_C--alyss--XEDKXBKBIMGYRATCJTQWRTXLQIUU--1667592483--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RainForest/RainforestPuzzles/Rainforest_Slabs.Rainforest_Slabs:PersistentLevel.SlabSocket5_0,-1,monumentTransform|PuzzleBoxLocation,0,0,-60,0,0,0,floor slab back to the ground
SlabSocket_C--alyss--ACDUJBBXPSWNSCRZELYWIYOTWMNG--1667596681--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RainForest/RainforestPuzzles/Rainforest_Slabs.Rainforest_Slabs:PersistentLevel.SlabSocket5_1,-1,monumentTransform|PuzzleBoxLocation,0,0,-19,0,0,0,floor slab back to the ground
SlabSocket_C--alyss--ACHTYAJXOIUXYFJQMDLTLLVXCYAP--1667596752--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RainForest/RainforestPuzzles/Rainforest_Slabs.Rainforest_Slabs:PersistentLevel.SlabSocket7,-1,monumentTransform|PuzzleBoxLocation,0,0,-8,0,0,0,floor slab back to the ground
SlabSocket_C--jonat--UYITFRQVPJSDXESBFMIWYZYTLNJF--1681767754--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Redwood/RedwoodPuzzles/RedwoodSlabs.RedwoodSlabs:PersistentLevel.SlabSocket24,-1,monumentTransform|PuzzleBoxLocation,0,0,-47,0,0,0,floor slab back to the ground
SlabSocket_C--jonat--OVRJQKPZQEETVOZXSZINASOWBLHW--1681767669--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Redwood/RedwoodPuzzles/RedwoodSlabs.RedwoodSlabs:PersistentLevel.SlabSocket23,-1,monumentTransform|PuzzleBoxLocation,0,0,-7,0,0,0,floor slab back to the ground
SlabSocket_C--alyss--BCTDQDVKVMWMDBQUEITXBCRFNXNV--1668678895--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RainForest/RainforestPuzzles/Rainforest_Slabs.Rainforest_Slabs:PersistentLevel.SlabSocket6_0,-1,monumentTransform|PuzzleBoxLocation,60,115,45,0,0,0,floor slab back to the ground
SlabSocket_C--jonat--CFJIVGVHSPQSAAARKFBRIMHEGSVA--1681748966--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandEscarpment/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.SlabSocket9,-1,monumentTransform|PuzzleBoxLocation,0,60,0,0,0,0,slab rotation to reduce camera tree clipping
SlabSocket_C--jonat--LFGPAXXJEXVZCYFVLCQSKLMSVMLR--1681748341--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandEscarpment/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.SlabSocket8,-1,monumentTransform|PuzzleBoxLocation,20,210,-1,0,0,0,slightly larger slabsocket now
SlabSocket_C--jbard--AVHFOKBQULBYXCGFFSPSBWQFXMEO--1679963602--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandEscarpment/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.SlabSocket5,-1,monumentTransform|PuzzleBoxLocation,20,-10,0,0,0,0,slightly larger slabsocket now
SlabSocket_C--alyss--FSOTMDRPDCLLGHAETOHLQZUVXHNM--1679313245--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket5,-1,monumentTransform|PuzzleBoxLocation,-33,-27,1,0,0,0,slightly larger slabsocket now
