localID,pid,fields,dx,dy,dz,dpitch,dyaw,droll,comment
BP_Seek5_C--arkan--YWZSGTAICNQTTOYKSTFZLAIHDAES--1658760301--BP_Seek5_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSeek5.RiverlandSeek5:PersistentLevel.BP_Seek5_Template52,5005,DuplicateTransform-1,-14,-14,0,0,0,0,
followTheShiny--Utilisateur--VHXWCNRPFLINPGRJNRDNMTUKGDTQ--1686153694--BP_FollowTheShiny_C /Game/ASophia/Maps/TestingSubmaps/RedwoodsPlacement/Redwoods_Danael.Redwoods_Danael:PersistentLevel.BP_FollowTheShiny_C_1,15854,ActorTransform,-50,0,0,0,0,0,
followTheShiny--jbard--EDPKMSRQAXBXIQJJFNGQEMKSVRSU--1704645980--BP_FollowTheShiny_C /Game/ASophia/Maps/MainMapSubmaps/Redwood/RedwoodPuzzles/RedwoodFollowtheShiny.RedwoodFollowtheShiny:PersistentLevel.BP_FollowTheShiny_C_4,22363,ActorTransform,0,0,30,0,0,0,
followTheShiny--jbard--PQSYZEQQLDHXKUHYYCPEHTSRYOMY--1704645768--BP_FollowTheShiny_C /Game/ASophia/Maps/MainMapSubmaps/Redwood/RedwoodPuzzles/RedwoodFollowtheShiny.RedwoodFollowtheShiny:PersistentLevel.BP_FollowTheShiny_C_1,22355,ActorTransform,0,0,10,0,0,0,
hiddenArchway--jbard--JLPGBMIJJBQCCFBJOIKKFGJOBIXA--1704645716--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/Redwood/RedwoodPuzzles/RedwoodArchways.RedwoodArchways:PersistentLevel.BP_ArchwayFind491,22346,ActorTransform,0,0,22,0,0,0,
hiddenCube--Will--XSJAVCORIZDWONEPEEICJBUERLUG--1687555319--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceWill.WorkspaceWill:PersistentLevel.BP_HiddenCube_C_176,15367,ActorTransform,56,-373,-665,0,0,0,
hiddenCube--jbard--HTWZAFEBXYMPJXVNAMDDRRLBBAFC--1697067735--BP_HiddenCube_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandEscarpment/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_HiddenCube260,19057,ActorTransform,0,0,8,0,0,0,
hiddenRing--Joey--TPRAMKRCHIITLZUGZGTQTQXETINZ--1686763223--BP_RingFind_C /Game/ASophia/Maps/TestingSubmaps/RedwoodsPlacement/Redwoods_Joey.Redwoods_Joey:PersistentLevel.BP_RingFind156,15386,ActorTransform,-148,-46,-10,-10,0,0,
logicGrid--Joey--GEFRGHKNWTSCHWKZDMMAXDQZOBZS--1687271066--BP_RuneAnimated_C /Game/ASophia/Maps/TestingSubmaps/RedwoodsPlacement/Redwoods_Joey.Redwoods_Joey:PersistentLevel.BP_RuneAnimated584,-1,ActorTransform,-118,-49,-18,0,0,0,
logicGrid--jbard--TETXBANWFOSWHRUZZPIADLVJQAQR--1704648531--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/Redwood/RedwoodPuzzles/RedwoodRunes.RedwoodRunes:PersistentLevel.BP_RuneAnimated754,-1,ActorTransform,-322,199,-107,0,0,0,
matchbox--jbard--JKRKESFUMMXVRDWKTEHOCBSIOCQD--1704647157--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Redwood/RedwoodPuzzles/RedwoodMatchboxes.RedwoodMatchboxes:PersistentLevel.BP_Matchbox_C_16,22357,Mesh1Transform,0,0,9,0,0,0,
matchbox--jbard--NCYDWSYJKGJKKPUTCTNOYAZEQDWI--1704647936--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Redwood/RedwoodPuzzles/RedwoodMatchboxes.RedwoodMatchboxes:PersistentLevel.BP_Matchbox_C_31,22358,Mesh2Transform,0,0,9,0,0,4,
racingRingCourse--Will--WNVOBMEPFASBVNWCIMPIWEPOIEJC--1698195551--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/RiverlandPlacement/RiverlandsWill.RiverlandsWill:PersistentLevel.BP_RacingRings_C_1,19837,StartingPlatformTransform,135,35,12.5,2,-52,5,
seek5--Joey--DQBEIEWEJJIXHJBBVTZWLBPYJPTH--1687806034--BP_Seek5_C /Game/ASophia/Maps/TestingSubmaps/RedwoodsPlacement/Redwoods_Joey.Redwoods_Joey:PersistentLevel.BP_Seek46,15672,CentralPillarTransform,0,0,4,0,0,0,
seek5--jbard--KHZDBGFKEFCXDXUCPKHYKRJISSXF--1704648666--BP_Seek5_C /Game/ASophia/Maps/MainMapSubmaps/Redwood/RedwoodPuzzles/RedwoodSeek5.RedwoodSeek5:PersistentLevel.BP_Seek5_C_1,22314,CentralPillarTransform,148,-34,-15,0,0,0,
BP_Matchbox_C--arkan--MKWDJNCBDVXRYQCYQQVAFAVDRWGS--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox221_44,6861,Mesh2Transform,0,0,15,-2,0,7,
BP_ArchwayFind_C--arkan--GHFYHHMZIJXXWTNMMAEFCOMMDKWP--1658760289--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandArchwayFind.RiverlandArchwayFind:PersistentLevel.BP_ArchwayFind449,6277,ActorTransform,36,-12,0,0,-11,0,
BP_Matchbox_C--arkan--JSUHPKSNVPNRGYHJCTADUGSCURDH--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox6_17,7151,Mesh1Transform,0,0,9,11,0,0,
BP_Matchbox_C--arkan--YMPSWLGYIWDSMQNMWEOJPTSETAJJ--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox182_102,6816,Mesh1Transform,-18,-21,7,0,0,-3,
BP_RacingRings_C--arkan--XZIOIPEZKZWIAZBUCWVUSKAEUOQE--1666739721--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandRacingRings.RiverlandRacingRings:PersistentLevel.BP_RacingRings15_2,4897,StartingPlatformTransform,0,0,8,-6,0,4,
BP_Seek5_C--arkan--QNWETWNDRQRYGVOZIQNQKWMTBBGI--1658760301--BP_Seek5_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSeek5.RiverlandSeek5:PersistentLevel.BP_Seek5_Template24,4970,DuplicateTransform-2,17,6,0,0,0,0,
hiddenCube--jonat--AIRIEJFUNJULGECBOZTGJLRWNOSM--1678223373--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/RiverlandPlacement/RiverlandsJonathan.RiverlandsJonathan:PersistentLevel.BP_HiddenCube77,13567,ActorTransform,88,-4,-33,0,0,0,
hiddenCube--jonat--BQQJEVTGZXQTQWHFJDRYYTZMZGJX--1678223496--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/RiverlandPlacement/RiverlandsJonathan.RiverlandsJonathan:PersistentLevel.BP_HiddenCube79,13570,ActorTransform,24,22,0,0,0,0,
hiddenCube--jonat--FDBROPJFBZHQNLTAQGFGMZQXRCQW--1678223563--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/RiverlandPlacement/RiverlandsJonathan.RiverlandsJonathan:PersistentLevel.BP_HiddenCube81,13574,ActorTransform,-6,13,0,0,0,0,
hiddenCube--jonat--FNBGOYLMEQLFBIPILEZKIERTIUHF--1678334703--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/RiverlandPlacement/RiverlandsJonathan.RiverlandsJonathan:PersistentLevel.BP_HiddenCube220,13514,ActorTransform,-3,11,-6,0,0,0,
racingRingCourse--jonat--YAHRCHCSLEQMDBRDFAECLKKNHWJP--1683770263--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/MountainPlacement/Mountain_Jonathan.Mountain_Jonathan:PersistentLevel.BP_RacingRings_C_7,17408,StartingPlatformTransform,-34,42,-27,1,0,14,
hiddenArchway--Will--AFMHOMRCQPCOIKUSSLODJHTYZHSL--1673572541--BP_ArchwayFind_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceWill.WorkspaceWill:PersistentLevel.BP_ArchwayFind_C_477,8368,ActorTransform,224,133,-262,0,-6,0,
matchbox--jonat--KBCEAZYRKZFNECNNBSJDZXKKVJCH--1674143184--BP_Matchbox_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceJonathan.WorkspaceJonathan:PersistentLevel.BP_Matchbox_C_13,8927,Mesh2Transform,45,58,-17,-11,0,6,
BP_RuneAnimated_C--Will--CEHTMHGMFRPTEUSPQRKQXSSPJNGK--1673387617--BP_RuneAnimated_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceWill.WorkspaceWill:PersistentLevel.BP_RuneAnimated_C_137,-1,ActorTransform,190,-130,0,0,0,0,
ghostObject--Martin--DKQGAOGMFHBXSBGPERVZQAXBEDTS--1674755033--BP_GhostHiddenObject_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceMartin.WorkspaceMartin:PersistentLevel.BP_GhostHiddenObject163,8061,ActorTransform,-236,274,0,0,0,0,
hiddenArchway--Will--ARPKGOXBTHKJUVPLALJIXCYQEVNE--1673641312--BP_ArchwayFind_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceWill.WorkspaceWill:PersistentLevel.BP_ArchwayFind_C_319,8264,ActorTransform,2,61,0,0,-5,0,
hiddenArchway--Will--JAVMIESOFTZIMSRIJVAZAJLTRLOQ--1673558012--BP_ArchwayFind_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceWill.WorkspaceWill:PersistentLevel.BP_ArchwayFind_C_90,8144,ActorTransform,125,-330,-13,0,0,0,
hiddenArchway--Will--OOVGILCUFIIQDYSRSRXDURNEAZKD--1673641653--BP_ArchwayFind_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceWill.WorkspaceWill:PersistentLevel.BP_ArchwayFind_C_340,8255,ActorTransform,79,-33,16,0,0,0,
hiddenArchway--Will--OVJAWNBTUNXQELNRTVUASHXPRRPZ--1673565851--BP_ArchwayFind_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceWill.WorkspaceWill:PersistentLevel.BP_ArchwayFind_C_348,8418,ActorTransform,-346,576,-190,0,-1,0,
hiddenArchway--Will--QCJBBVZYQPENSCKVBYKZNDOKGYVJ--1673556074--BP_ArchwayFind_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceWill.WorkspaceWill:PersistentLevel.BP_ArchwayFind_C_36,8161,ActorTransform,0,0,-70,0,0,0,
hiddenArchway--Will--UZTOZIALPDZMKXEBEHPWGMRQIIOR--1673559191--BP_ArchwayFind_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceWill.WorkspaceWill:PersistentLevel.BP_ArchwayFind_C_117,8498,ActorTransform,-6,71,29,0,-1,0,
matchbox--jonat--SDEJQZAEWFWUKVIRAEUGCMDWOBKI--1673624408--BP_Matchbox_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceJonathan.WorkspaceJonathan:PersistentLevel.BP_Matchbox9,8937,Mesh2Transform,0,0,2,0,0,0,
matchbox--jonat--UPFGAHMIMJAWWUEQZEFINLCDHOSL--1673625193--BP_Matchbox_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceJonathan.WorkspaceJonathan:PersistentLevel.BP_Matchbox10,8928,Mesh1Transform,0,0,5,-1,0,0,
matchbox--jonat--UUETXNLUJMNQUTWXTYCTVRUOQCBB--1674054126--BP_Matchbox_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceJonathan.WorkspaceJonathan:PersistentLevel.BP_Matchbox_C_28,8828,Mesh2Transform,40,61,3,-11,3,-4,
racingRingCourse--Will--JZXNDGNPPQYHPTYTLETMBIPGVKBO--1672954631--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceWill.WorkspaceWill:PersistentLevel.BP_RacingRings_C_16,8956,StartingPlatformTransform,34,130,-15,0,0,-2,
racingRingCourse--Will--OLCMIRCYYIKKRZAGPNQXCCBLKIQP--1673033241--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceWill.WorkspaceWill:PersistentLevel.BP_RacingRings_C_4,8958,StartingPlatformTransform,0,0,16,3,0,11,
racingRingCourse--Will--WWWSYTRDFIVJEZRPXRSOWDQKFPLU--1673040940--BP_RacingRings_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceWill.WorkspaceWill:PersistentLevel.BP_RacingRings_C_1,8965,StartingPlatformTransform,-83,68,1,5,-19,14,
BP_RuneAnimated_C--Will--NJDCOUEBRSQQHCMPHPYGTCBXIYXM--1673387291--BP_RuneAnimated_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceWill.WorkspaceWill:PersistentLevel.BP_RuneAnimated_C_97,-1,ActorTransform,250,510,0,0,0,0,
hiddenArchway--Joey--PXBUFSPYVRFPZIJYBXZUMRFEBVKU--1687465909--BP_ArchwayFind_C /Game/ASophia/Maps/TestingSubmaps/RedwoodsPlacement/Redwoods_Joey.Redwoods_Joey:PersistentLevel.BP_ArchwayFind483,15308,ActorTransform,-196,112,-4,0,86,0,
hiddenArchway--Joey--VMNCNUVKXNBQOHQSJPIFIIEQTNTQ--1687462648--BP_ArchwayFind_C /Game/ASophia/Maps/TestingSubmaps/RedwoodsPlacement/Redwoods_Joey.Redwoods_Joey:PersistentLevel.BP_ArchwayFind473,15303,ActorTransform,60,144,0,0,90,0,blocks a florb
hiddenArchway--Will--BPFKECECAXOYOAHKVBPMLKXDKFYU--1673644238--BP_ArchwayFind_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceWill.WorkspaceWill:PersistentLevel.BP_ArchwayFind_C_448,8222,ActorTransform,-295,-515,0,0,-5,0,
hiddenArchway--Will--CALEOPDAFEHPQINIHOFFBXQHFWSL--1673634356--BP_ArchwayFind_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceWill.WorkspaceWill:PersistentLevel.BP_ArchwayFind_C_127,8329,ActorTransform,-20,31,31,0,-10,0,
hiddenArchway--Will--FODTKXRVWEMXYXLIOERELZLMUPDO--1673563198--BP_ArchwayFind_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceWill.WorkspaceWill:PersistentLevel.BP_ArchwayFind_C_286,8445,ActorTransform,0,0,-35,2,0,0,
hiddenArchway--Will--STVATSUDCOPBGOGTTWFMEEKNFJCE--1673639721--BP_ArchwayFind_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceWill.WorkspaceWill:PersistentLevel.BP_ArchwayFind_C_262,8286,ActorTransform,317,-47,-121,0,0,90,
hiddenArchway--Will--YSESIZFZGYBDXYKDUNYODEYXQOOR--1673466266--BP_ArchwayFind_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceWill.WorkspaceWill:PersistentLevel.BP_ArchwayFind_C_19,8467,ActorTransform,126,-108,38,0,0,0,
hiddenRing--Joey--HWQMEMJWKLYPOJRLYYNAIIQNJSEV--1686835808--BP_RingFind_C /Game/ASophia/Maps/TestingSubmaps/RedwoodsPlacement/Redwoods_Joey.Redwoods_Joey:PersistentLevel.BP_RingFind189,15415,ActorTransform,12,-6,0,0,0,0,
matchbox--jonat--EYCNFCTDSQSZMFTUEPHFVMGSBGDT--1673662842--BP_Matchbox_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceJonathan.WorkspaceJonathan:PersistentLevel.BP_Matchbox51,8851,Mesh2Transform,-226,-129,-23,-3,-19,1,
matchbox--jonat--GEQZFMKVKWQCESEJTXAKROCYWGUO--1674059069--BP_Matchbox_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceJonathan.WorkspaceJonathan:PersistentLevel.BP_Matchbox86,8810,Mesh1Transform,10,14,20,0,-2,0,
matchbox--jonat--HNCQALAKUNHLHHUPJMAZMIZZIKTN--1676572534--BP_Matchbox_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceJonathan.WorkspaceJonathan:PersistentLevel.BP_Matchbox_C_2,13736,Mesh2Transform,-9,-67,24,0,0,6,
matchbox--jonat--MXHUASSXSCTNLVRBOMDIKRCVKMMU--1676506645--BP_Matchbox_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceJonathan.WorkspaceJonathan:PersistentLevel.BP_Matchbox_C_1,13761,Mesh2Transform,1,226,83,0,0,0,
matchbox--jonat--OFSHQUKOZHHGLTODPNCFLFBBPHGL--1674058970--BP_Matchbox_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceJonathan.WorkspaceJonathan:PersistentLevel.BP_Matchbox89,8806,Mesh1Transform,14,90,11,-13,14,-4,
matchbox--jonat--VWUUTZXEMLEZBNOCXVRBYNTIMQOC--1674058895--BP_Matchbox_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceJonathan.WorkspaceJonathan:PersistentLevel.BP_Matchbox_C_71,8812,Mesh1Transform,0,10,-3,0,0,0,
matchbox--jonat--XDJWOJMMQWEJJGIKHSFZOQQNYHRY--1674142360--BP_Matchbox_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceJonathan.WorkspaceJonathan:PersistentLevel.BP_Matchbox_C_1,8930,Mesh1Transform,-84,28,0,0,-2,0,
matchbox--jonat--XDJWOJMMQWEJJGIKHSFZOQQNYHRY--1674142360--BP_Matchbox_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceJonathan.WorkspaceJonathan:PersistentLevel.BP_Matchbox_C_1,8930,Mesh2Transform,236,-244,104,0,0,0,
matchbox--jonat--YWIQVXFUOLDXKMSNRGTUBWEMEMQO--1673631412--BP_Matchbox_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceJonathan.WorkspaceJonathan:PersistentLevel.BP_Matchbox_C_27,8886,Mesh1Transform,0,0,174,0,0,0,
matchbox--jonat--YWIQVXFUOLDXKMSNRGTUBWEMEMQO--1673631412--BP_Matchbox_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceJonathan.WorkspaceJonathan:PersistentLevel.BP_Matchbox_C_27,8886,Mesh2Transform,0,0,-26,0,0,0,
matchbox--jonat--NVYXBONIHPMEWWJOWOSNOYSPNSGP--1674048136--BP_Matchbox_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceJonathan.WorkspaceJonathan:PersistentLevel.BP_Matchbox_C_4,8843,Mesh2Transform,0,0,-1,0,-1,0,
matchbox--jonat--UURTSLJMFZTZQUUNWSAVTVWRNARU--1676508831--BP_Matchbox_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceJonathan.WorkspaceJonathan:PersistentLevel.BP_Matchbox_C_15,13727,Mesh1Transform,4,0,13,0,0,0,
matchbox--jonat--UURTSLJMFZTZQUUNWSAVTVWRNARU--1676508831--BP_Matchbox_C /Game/ASophia/Maps/TestingSubmaps/PuzzlePlacementMaps/WorkspaceJonathan.WorkspaceJonathan:PersistentLevel.BP_Matchbox_C_15,13727,Mesh2Transform,4,0,4,-1,0,4,
BP_Matchbox_C--arkan--BAFKOUJIZZSUAYJAZVHAMLSQVZKU--1658760179--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandMatchboxes.RiverlandMatchboxes:PersistentLevel.BP_Matchbox189_20,6822,Mesh2Transform,-43,25,0,0,0,0,
BP_RuneAnimated_C--arkan--ISIIJGUWRFLRLHDNJALEWMNLKBQD--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated330,-1,ActorTransform,270,-66,252,0,0,0,
BP_RuneAnimated_C--arkan--PHOHJZJXCGFCZJYIGVLKQFZEWNDN--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated759,-1,ActorTransform,0,0,6,0,0,0,
BP_RuneAnimated_C--arkan--WNHLLKBHZIEWMCEEQXJHVVGTRAIA--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated340,-1,ActorTransform,8,42,30,0,0,0,
BP_RuneAnimated_C--arkan--ZPQTCQXOWJIXWOZPXUYCYZMTCAFQ--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated171,-1,ActorTransform,0,-40,0,0,0,0,
logicGrid--jbard--KCFRIKKYUHDCPJAQEHKQZPMLVIWO--1697122841--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandEscarpment/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated977,-1,ActorTransform,-70,172,78,0,0,0,
logicGrid--jbard--PFPJHGSALENGIWASSLSJXYZSGWYS--1697122872--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandEscarpment/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated980,-1,ActorTransform,-18,24,0,0,0,0,
BP_RuneAnimated_C--arkan--AGOYPWXPLSXPAFRIHIHFQQNSVSEF--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated354,-1,ActorTransform,0,0,6,0,0,0,
BP_RuneAnimated_C--arkan--CELJTCCDYJISXDOLLRDIUQVGLSTP--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated106,-1,ActorTransform,4,4,0,0,0,0,
BP_RuneAnimated_C--arkan--CFUFJUIGFZNLAEKPNLBCZGLRAZYW--1666739717--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated141,-1,ActorTransform,50,38,0,0,0,0,
BP_RuneAnimated_C--arkan--CXQUPBOOFCCNSLWCHJPYKPRSVIAD--1666739718--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandPuzzleCubes.RiverlandPuzzleCubes:PersistentLevel.BP_RuneAnimated756,-1,ActorTransform,155,48,-8,0,0,0,
